TRAINING
weld welding
slam slammer
deal dealer
pack packer
face facing
differ difference
advise advisement
encourage encouragement
thicken thickening
cast casting
puff puffing
bargain bargaining
adorn adornment
forfeit forfeiture
weave weaver
defer deference
pad padding
discontent discontentment
fund funding
transplant transplanting
cater caterer
pack package
support supporting
revolutionize revolution
veer veering
mail mailing
canal canalisation
spend spender
rub rubbing
meditate meditation
wane waning
head header
operate operation
groom grooming
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
inhabit inhabitant
racketeer racketeering
reassure reassurance
pillage pillaging
quarry quarrying
supplement supplementation
fade fading
attract attraction
execute execution
cut cutting
carry carrier
yawn yawner
compete competition
educate education
analyze analysis
motivate motive
qualify quality
waste wasting
settle settler
ebb ebbing
trade trader
remit remission
hatch hatching
narrow narrowing
emigrate emigrant
allude allusion
limit limitation
kneel kneeling
vomit vomiting
heckle heckler
replicate replica
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
collude collusion
savage savagery
transmit transmittal
reintroduce reintroduction
command commander
calculate calculator
field fielder
mail mailer
sweep sweeping
tie tying
require requisition
differentiate difference
function functioning
roast roaster
stain staining
box boxer
broker brokerage
persist persistence
incite incitement
equalize equalization
amend amendment
bulldoze bulldozer
object objector
digitize digit
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
equip equipment
perceive perception
diverge divergence
snipe sniper
admit admittance
graze grazing
wed wedding
wholesale wholesaler
cremate cremation
navigate navigation
despair desperation
quarter quartering
subject subjection
stitch stitching
orphan orphanage
hesitate hesitancy
trim trimming
advance advancement
render rendering
disbar disbarment
freeze freezing
lunch lunching
bifurcate fork
retaliate retaliation
voyage voyager
produce producer
vacillate vacillation
recognize recognition
find finder
constrict constriction
honor honoring
result resultant
supply supplier
default defaulter
derail derailment
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
spoil spoiler
predict prediction
disarm disarmament
extinguish extinction
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
bound bounder
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
hedge hedging
derive deriving
wait waiter
join junction
trap trapper
prosecute prosecutor
mystify mystery
embody embodiment
presume presumption
found foundation
laminate lamination
stall stalling
expatriate expatriation
beautify beauty
retrospect retrospection
certify certificate
crawl crawling
redeem redemption
bank banking
engage engagement
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
strike striker
dislocate dislocation
march marching
disillusion disillusionment
slack slacker
leak leakage
decompress decompressing
fish fishing
tend tender
sense sensor
harden hardening
commentate commentator
shield shielding
stuff stuffing
disturb disturbance
kill killing
rationalize rationalization
refill refilling
mow mower
create creation
suspend suspension
withdraw withdrawal
smash smashing
trail trailer
choke choking
reinstate reinstatement
compare comparison
express expression
restate restatement
stand standing
deport deportation
embrace embracing
string stringer
golf golfing
combine combination
socialize socialization
sequester sequestration
compensate compensation
categorize category
fork forking
decimate decimation
jump jumping
instigate instigator
exclaim exclaiming
assume assumption
acquaint acquaintance
muse musing
deny denial
commit commitment
condescend condescension
undervalue undervaluation
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
foreshadow foreshadowing
chill chilling
forge forgery
inundate inundation
sculpt sculpture
huff huffing
excite excitement
ice icing
teach teacher
employ employer
alleviate alleviation
spill spillage
motor motorist
confide confidence
thwart thwarting
unveil unveiling
conscript conscription
fix fixer
print printing
row rower
publish publishing
vilify vilification
maximize maximum
inoculate inoculation
sell seller
constitute constitution
plead pleading
extract expression
handicap handicapper
crowd crowding
import importation
iron ironing
pacify pacification
forge forging
abhor abhorrence
drink drinking
vent venting
inactivate inactivation
surf surfer
amplify amplifier
perform performance
mean meaning
better betterment
lodge lodgement
banish banishment
evaluate evaluator
equalize equalizer
complete completion
bloom bloomer
debunk debunking
victimize victim
tickle tickling
examine examination
diet dieting
oblige obligation
select selection
march marcher
back backing
reveal revelation
mate mating
intend intent
comfort comforter
defend defender
inspect inspector
exhibit exhibition
swathe swathing
invest investiture
quench quenching
blow blowing
dose dosage
decay decadent
cover covering
extort extortion
pilot pilotage
extradite extradition
hurt hurting
stick sticker
pet petting
resolve resolution
guess guessing
denigrate denigration
utilize utilization
refuel refueling
sweep sweeper
pack packing
accede accession
creak creaking
can cannery
haul hauler
dictate dictator
implode implosion
marry marriage
retire retiree
offer offeror
instigate instigation
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
warm warmer
stalk stalker
pursue pursuit
guarantee guarantor
pick picking
finish finishing
desert desertion
fit fitter
oppose opposition
agonize agony
light lighter
ride riding
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
pun punning
exhaust exhaustion
convert converter
gravitate gravity
litigate litigator
dig digging
grade grading
repay repayment
waive waiver
lecture lecturer
drain drainage
lead leader
escape escapee
intern internment
own owner
transfer transference
publish publication
possess possessor
desecrate desecration
substitute substitution
socialize socializing
negotiate negotiator
convey conveyor
bugger buggery
mutilate mutilation
televise television
falcon falconry
instill instilling
depend dependency
price pricing
clock clocking
shell shelling
pronounce pronunciation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
decentralize decentralization
revitalize revitalization
land lander
govern government
prick pricking
arm armament
mountaineer mountaineering
plod plodding
draft drafting
feel feeling
simulate simulator
cloud clouding
heckle heckling
rob robber
content contentment
stimulate stimulation
puzzle puzzlement
ferment fermentation
type typing
cannibalize cannibal
evict eviction
soak soaking
seal sealing
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
rescue rescuer
transform transformation
tan tanning
heave heaver
flutter fluttering
perform performing
perfect perfection
equate equal
relinquish relinquishing
spoil spoiling
repatriate repatriation
sprinkle sprinkling
scrub scrubbing
listen listening
reap reaper
post posting
live liver
straggle straggler
infuse infusion
pave pavement
receive receptor
summarize summary
reproduce reproduction
legalize legalization
enact enactment
bore borer
mandate mandatory
establish establishment
supervise supervisor
resurrect resurrection
oversee overseer
contract contractor
consist consistency
destroy destroyer
advertise advertiser
reveal revealing
unfold unfolding
switch switcher
scavenge scavenger
use user
pass passage
donate donation
peel peeling
touch touching
expropriate expropriation
pretend pretender
program programmer
argue argumentation
mature maturation
relax relaxation
retake retaking
time timer
mistake mistaking
read reading
attend attendant
wipe wiper
wash washing
detonate detonator
militarize military
enlighten enlightenment
provoke provocation
revere reverence
originate origination
fragment fragmentation
compete competitor
name citation
pave paving
enforce enforcer
borrow borrower
merge merging
elude eluding
excel excellence
prune pruning
invent invention
commute commuter
license licenser
bark barker
incubate incubation
comment commentary
believe belief
install installing
authenticate authentication
deal dealings
commercialize commercialization
scout scouting
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
oxygenate oxygenation
image imagery
jog jogger
inhibit inhibition
collaborate collaboration
computerize computerization
handle handling
proscribe proscription
rise riser
tolerate toleration
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
govern governor
disburse disbursement
wilt wilting
quantify quantity
stockpile stockpiling
expect expectancy
field fielding
detain detention
fortify fortification
endow endowment
convict conviction
tabulate table
dwindle dwindling
purify purity
endure endurance
propel propulsion
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
underpay underpayment
reassess reassessment
resolve resolving
waste waster
circulate circulation
accuse accuser
recount recounting
smelt smelter
rise rising
revise revising
recalculate recalculation
illustrate illustrator
detail detailing
inject injector
gain gainer
engrave engraving
aggravate aggravation
costume costumer
picture picturing
resurge resurgence
immunize immunization
deter deterrence
depopulate depopulation
dehydrate dehydration
plant planter
stimulate stimulant
mutate mutant
grasp grasping
wave waving
dodge dodging
please pleasure
hawk hawking
proclaim proclamation
bruise bruiser
wet wetter
deliver deliverance
prioritize priority
diversify diversification
convalesce convalescence
equate equation
fashion fashioning
disparage disparagement
ease easing
resuscitate resuscitation
opt option
distill distillation
innovate innovator
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
qualify qualifier
specialize specialization
blink blinking
convert conversion
fumigate fumigation
generate generator
reorganize reorganization
deport deportee
export exportation
tax taxer
upend upending
mat matting
coordinate coordination
retry retrial
commence commencement
refer name
grind grinder
dissemble dissembling
baffle mystification
comply compliance
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
separate separator
invade invasion
aspire aspiration
manage manager
place aim
poach poaching
characterize character
forbid forbidding
vacation vacationing
pilot piloting
spatter spattering
soak soaker
grapple grappling
contaminate contamination
liberate liberty
nurse nursery
creep creeping
tow tower
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
lift lifter
consecrate consecration
arrange arrangement
admire admirer
mourn mourning
orchestrate orchestration
gas gassing
decide decision
set setting
sap sapper
modify modification
commission commissioning
cut cutter
dispense dispensary
migrate migration
refurbish refurbishment
motorcycle motorcycling
share sharing
impress impression
eat eating
interlock interlocking
ring ringer
highlight highlighting
avenge avenger
delegate delegation
attack attacker
weld welder
analyze analyst
create creature
jot jotting
cheer cheering
refer referee
refine refining
arrive arrival
plan planner
experiment experimentation
retrieve retriever
wail wailing
decelerate deceleration
mutiny mutineer
tamp tamper
integrate integrator
quell quelling
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
kindle kindling
print printer
denude denudation
confide confidant
reconnoitre reconnoitring
incinerate incineration
trumpet trumpeter
incriminate crime
generalize generalization
salute pledge
publicize publicist
see seeing
beat beating
privatize privatization
attenuate attenuation
spank spanking
dismember dismemberment
weaken weakening
transmit transmission
shadow shadowing
embarrass embarrassment
contribute contributor
commentate comment
purify purifier
admire admiration
riot rioting
postpone postponement
infest infestation
cool coolant
disinfect disinfectant
test testing
continue continuance
dissent dissension
chart chartist
titillate titillation
mine mining
retain retention
develop development
sob sobbing
adjourn adjournment
net netting
persecute persecution
place placement
necessitate necessity
spit spitting
ration rationing
discourage discouragement
race racing
irrigate irrigation
refocus refocusing
explore explorer
introduce introduction
hug hugging
emerge emergence
flap flapping
outfit outfitting
flog flogging
magnify magnification
afflict affliction
tow towage
ostracize ostracism
flavor flavoring
ascend ascent
lend lender
reconnoitre reconnaissance
incriminate incrimination
double doubling
escape escapist
challenge challenger
stiffen stiffening
reappear reappearance
bury burial
clothe clothing
disenfranchise disenfranchisement
retail retailer
sign signer
reposition repositioning
enter entering
succeed succession
elbow elbowing
size sizing
press pressure
computerize computer
incur incursion
replicate replication
denounce denouncement
juggle juggling
study studying
communicate communicator
melt melting
access accession
turn turning
flash flashing
plunge plunger
dress dressing
dance dancer
stay stayer
vault vaulter
till tiller
truck trucker
disburse disbursal
remain remainder
reorient reorientation
skip skipper
stow stowing
fill filling
rejuvenate rejuvenation
race racer
sign signature
float floater
hold holder
overlap overlapping
receive receiver
deliver delivery
defer deferment
insist insisting
hide hiding
energize energizing
conduct conduction
ascribe ascription
conquer conquering
subside subsidence
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
falter faltering
cough coughing
impart imparting
meddle meddler
interact interaction
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
collect collector
conspire conspirator
TEST
urinate urine
monetize monetization
fester festering
melt melter
raise raising
transship transshipment
disgorge disgorgement
treat treatment
rustle rustling
blow blower
arm armor
consult consultant
conquer conqueror
curl curler
license licensee
reminisce reminiscence
develop developing
watch watcher
codify code
evacuate evacuation
uplift uplifting
drum drummer
loot looter
deviate deviation
kidnap kidnapping
die death
breathe breather
run running
fix fixing
reverse reversal
hunt hunting
prepay prepayment
correspond correspondence
board boarder
trample trampling
oppress oppressor
gamble gambling
wrangle wrangling
announce announcement
inoculate inoculating
reduce reduction
surface surfacing
litigate litigant
seat seating
roof roofing
stimulate stimulus
occupy occupancy
persist persistency
coalesce coalition
subvert subversion
correct correction
charge charger
woo wooing
synchronize synchronization
percolate percolation
implant implantation
flank flanker
reform reformer
squander squandering
liquidate liquidation
worsen worsening
wage engagement
communicate communicating
indict indictment
oust ouster
down downer
employ employment
join joining
sack sacking
bag bagging
divorce divorcee
alternate alternation
shake shaker
smock smocking
abduct abductor
boost booster
poke poking
mount mounting
indicate indication
stroll stroller
monopolize monopolist
deactivate deactivation
mesh meshing
convoke convocation
smile smiling
absent absence
solder soldering
fight fighting
discontinue discontinuance
imply implication
detach detachment
swab swabbing
shrink shrinkage
shiver shivering
suggest suggestion
originate originator
rinse rinsing
soldier soldiering
style stylist
pelt pelting
wrestle wrestling
personify person
scaffold scaffolding
cultivate cultivation
diffuse diffusion
complain complaint
expel expelling
collect collection
mumble mumbling
plow plowing
react reaction
rail railing
audit auditor
bumble bumbler
research researcher
exemplify example
catch catcher
provide provider
scatter scattering
offer offering
minimize minimum
erode eroding
coagulate coagulant
impute imputation
taste tasting
elevate elevation
mop mopping
contemplate contemplation
haul hauling
ramp rampage
repair reparation
disarm disarming
dominate dominion
curb check
destroy destruction
compress compression
produce production
cede cession
crack cracker
abolish abolition
magnify magnifier
suspend suspender
market marketer
conceal concealing
prompt prompting
insulate insulation
ally alliance
compact compaction
deliberate deliberation
assassinate assassination
penetrate penetration
tabulate tabulation
abandon abandonment
push pusher
collide collision
pen penning
contend contention
toy toying
globalize globalization
reduce reducer
chip chipping
overpay overpayment
ignore ignorance
disable disablement
enclose enclosure
irritate irritant
smart smarting
detect detection
traffic trafficker
shear shearing
separate separation
commune communion
squeeze squeezing
induce inducing
putt putting
visit visiting
admonish admonition
apply applicant
cover reportage
photograph photographer
glorify glorification
project projection
value valuer
slack slacking
condition conditioner
sing singing
move mover
captivate captive
lighter lighterage
secrete secretion
detain detainee
game gaming
enter entry
survive survivor
sneeze sneezing
warm warming
erode erosion
break breaker
acclimatise climate
infer inference
accumulate accumulation
portend portent
displease displeasure
float floatation
motor motoring
spy spying
overtake overtaking
tube tubing
qualify qualifying
indent indenture
consider consideration
dress dresser
let letter
line liner
float floating
parachute parachuting
inform information
locate location
reassign reassignment
contradict contradiction
transgress transgression
prostrate prostration
compute computation
drink drunkard
pay payer
listen listener
master mastery
effectuate effect
electrify electrification
tease teaser
issue issuing
recede receding
record recorder
revise revision
shoot shooting
trek trekker
judge judging
fumigate fume
expound expansion
project projector
refresh refresher
identify identification
connect connection
adjudicate judge
ground grounding
house housing
dribble dribbling
cohabit cohabitation
tailor tailoring
angle angler
slug slugger
confirm confirmation
dampen dampening
elope elopement
rear rearing
bid bidding
accelerate acceleration
refine refiner
save savings
present presenter
reinsure reinsurance
prohibit prohibition
record recording
stagnate stagnation
apologize apology
log logging
maintain maintenance
deregulate deregulating
rave raving
prompt prompter
build building
drive driving
syndicate syndication
dine dining
diversify diversity
dry drier
preoccupy preoccupation
schedule scheduling
depress depressant
adopt adoption
abstain abstinent
absorb absorption
judge judgment
restrain restraint
pronounce pronouncement
make maker
etch etching
nest nester
sub subbing
inflate inflation
rumble rumbling
declassify declassification
addict addiction
prostitute prostitution
ski skier
buy buyer
integrate integral
compassionate compassion
trace tracing
send sending
steam steamer
damn damnation
awaken awakening
drum drumming
smuggle smuggling
dangle dangling
warehouse warehousing
vaccinate vaccine
found founder
insure insurance
lag laggard
shock shocker
solve solution
clear clearance
shake shaking
inquire inquiring
punch puncher
bind bindery
raise raiser
frisk frisking
immobilize immobilization
please pleasing
lie lying
perform performer
rush rusher
abort abortion
reallocate reallocation
pigment pigmentation
cleave cleavage
act action
