TRAINING
disinvest undress
incline inclination
thicken thickening
insulate insulation
delete deletion
bargain bargaining
adorn adornment
forfeit forfeiture
weave weaver
defer deference
drive driving
repair reparation
fund funding
transplant transplanting
cater caterer
stifle stifling
support supporting
grant grantor
veer veering
regenerate regeneration
inoculate inoculating
speculate speculator
lay layer
contain containment
solicit solicitor
prohibit prohibition
operate operation
condescend condescension
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
inhabit inhabitant
racketeer racketeering
reassure reassurance
optimize optimum
quarry quarrying
carry carrier
fade fading
project projection
restrict restriction
cut cutting
knock knocker
uplift uplifting
compete competition
clown clowning
analyze analysis
motivate motive
qualify quality
waste wasting
tabulate tabulation
abandon abandonment
enact enactment
remit remission
hatch hatching
round rounder
emigrate emigrant
allude allusion
curb check
sight sighting
vomit vomiting
heckle heckler
deal dealings
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
view viewer
savage savagery
transmit transmittal
trek trekker
command commander
calculate calculator
canal canalization
fish fishery
sweep sweeping
tie tying
require requisition
purge purging
personify persona
reverse reversal
stain staining
headline headliner
broker brokerage
persist persistence
incite incitement
pollute pollution
amend amendment
bulldoze bulldozer
object objector
plaster plastering
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
terminate finish
perceive perception
diverge divergence
brace bracing
cultivate cultivation
graze grazing
wed wedding
wholesale wholesaler
cremate cremation
auction auctioneer
despair desperation
quarter quartering
subject subjection
house housing
orphan orphanage
rot rotting
detach detachment
advance advancement
render rendering
rock rocker
syndicate syndication
lunch lunching
bifurcate fork
retaliate retaliation
shiver shivering
produce producer
vacillate vacillation
recognize recognition
expel expulsion
constrict constriction
publish publication
result resultant
supply supplier
default defaulter
unite uniting
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
surface surfacing
penetrate penetration
disarm disarmament
percolate percolation
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
reduce reduction
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
admire admirer
second secondment
wait waiter
join junction
impose imposition
prosecute prosecutor
mystify mystery
originate originator
presume presumption
found foundation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
brainstorm brainstorming
certify certificate
crawl crawling
prepay prepayment
bank banking
play player
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
drum drummer
dislocate dislocation
identify identification
disillusion disillusionment
awaken awakening
leak leakage
decompress decompressing
fish fishing
tend tender
sense sensor
validate validation
trace tracing
roast roasting
stuff stuffing
disturb disturbance
tabulate table
rationalize rationalization
refill refilling
drink drunkard
create creation
suspend suspension
withdraw withdrawal
smash smashing
salve salvation
germinate germ
reinstate reinstatement
compare comparison
express expression
pillage pillaging
stand standing
deport deportation
coalesce coalition
string stringer
full fuller
combine combination
socialize socialization
enclose enclosure
extract extractor
baffle mystification
implant implantation
decimate decimation
jump jumping
rouse rousing
whack whacking
burglarize burglary
acquaint acquaintance
forge forgery
deny denial
commit commitment
apologize apology
undervalue undervaluation
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
foreshadow foreshadowing
chill chilling
deconstruct deconstruction
inundate inundation
sculpt sculpture
defer deferment
excite excitement
angle angler
teach teacher
employ employer
employ employee
spill spillage
motor motorist
pack package
quadruple quadrupling
unveil unveiling
conscript conscription
fix fixer
print printing
row rower
publish publishing
chip chipping
maximize maximum
ship shipping
patch patching
constitute constitution
reintroduce reintroduction
extract expression
consult consultant
crowd crowding
import importation
iron ironing
pacify pacification
stimulate stimulus
abhor abhorrence
drink drinking
vent venting
inactivate inactivation
surf surfer
smile smiling
perform performance
mandate mandatory
better betterment
lodge lodgement
innovate innovator
desert deserter
camp camping
complete completion
solve solution
game gaming
victimize victim
introduce introduction
examine examination
handicap handicapper
oblige obligation
select selection
march marcher
back backing
reveal revelation
mate mating
spit spitting
comfort comforter
defend defender
lubricate lubricant
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
outfit outfitting
dose dosage
decay decadent
cover covering
top topper
absorb absorber
synchronize synchronization
detoxify detoxification
stick sticker
pet petting
conspire conspiracy
overvalue overvaluation
comprehend comprehension
utilize utilization
add addition
sweep sweeper
embody embodiment
accede accession
creak creaking
can cannery
haul hauler
dictate dictator
implode implosion
marry marriage
retire retiree
offer offeror
instigate instigation
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
sub subbing
stalk stalker
pursue pursuit
guarantee guarantor
interrogate interrogator
finish finishing
desert desertion
fit fitter
oppose opposition
tell tale
conduct conducting
ride riding
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
starve starving
weld welder
convert converter
gravitate gravity
litigate litigator
dig digging
reciprocate reciprocation
repay repayment
waive waiver
lecture lecturer
drain drainage
lead leader
escape escapee
intern internment
own owner
finance financing
fingerprint fingerprinting
possess possessor
alternate alternation
substitute substitution
socialize socializing
theorize theory
convey conveyor
convalesce convalescence
mutilate mutilation
televise television
falcon falconry
instill instilling
depend dependency
price pricing
clock clocking
shell shelling
recant recantation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
salve salvage
pack packing
imply implication
govern government
sustain sustenance
arm armament
mountaineer mountaineering
plod plodding
draft drafting
feel feeling
absorb absorption
dribble dribbling
misinterpret misinterpretation
bind binding
content contentment
stimulate stimulation
retrain retraining
lose loser
trap trapper
cannibalize cannibal
waver wavering
soak soaking
enroll enrollment
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
group grouping
satisfy satisfaction
curl curling
canal canalisation
flutter fluttering
perform performing
heckle heckling
equate equal
expect expectation
ascend ascension
repatriate repatriation
sprinkle sprinkling
sprinkle sprinkler
listen listening
reap reaper
break breaker
smoke smoker
sack sacking
infuse infusion
pave pavement
infuriate fury
steam steamer
simulate simulator
inoculate inoculation
ground grounding
bore borer
stew stewing
personify person
supervise supervisor
resurrect resurrection
oversee overseer
contract contractor
commute commuter
destroy destroyer
advertise advertiser
hunt hunting
unfold unfolding
switch switcher
scavenge scavenger
use user
pass passage
donate donation
peel peeling
touch touching
expropriate expropriation
pretend pretender
program programmer
smart smarting
mature maturation
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
attend attendant
wipe wiper
wash washing
detonate detonator
militarize military
abet abetment
project projector
revere reverence
cloud clouding
fragment fragmentation
redeem redemption
name citation
pave paving
enforce enforcer
secrete secretion
march marching
elude eluding
excel excellence
think thinker
invent invention
characterize character
license licenser
bark barker
incubate incubation
analyze analyst
believe belief
install installing
authenticate authentication
duck ducking
commercialize commercialization
formulate formula
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
oxygenate oxygenation
image imagery
vaccinate vaccine
inhibit inhibition
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
tolerate toleration
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
reduce reducer
disburse disbursement
run running
submit submission
stockpile stockpiling
expect expectancy
field fielding
detain detention
predict prediction
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
propel propulsion
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
underpay underpayment
reassess reassessment
indict indictment
waste waster
press pressure
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
deceive deception
detail detailing
dance dancer
gain gainer
engrave engraving
compassionate compassion
show showing
maltreat maltreatment
resurge resurgence
immunize immunization
emerge emergence
depopulate depopulation
dehydrate dehydration
plant planter
dilate dilation
mutate mutant
correspond correspondence
converge converging
stitch stitching
please pleasure
hawk hawking
rail railing
bruise bruiser
extinguish extinction
deliver deliverance
decelerate deceleration
account accountant
scan scanning
equate equation
fashion fashioning
disparage disparagement
ease easing
resuscitate resuscitation
cleanse cleansing
distill distillation
license licensee
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
agonize agony
stall stalling
blink blinking
convert conversion
fumigate fumigation
enlarge enlargement
reorganize reorganization
costume costumer
export exportation
tax taxer
upend upending
depart departure
raise raiser
retry retrial
commence commencement
create creator
grind grinder
dissemble dissembling
pelt pelting
discourage discouragement
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
melt melter
invade invasion
compute computation
raft rafter
place aim
interdict interdiction
shock shocker
condemn condemnation
exhaust exhaustion
catch catcher
spatter spattering
soak soaker
trample trampling
contaminate contamination
liberate liberty
nurse nursery
estimate estimation
pollinate pollination
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
record recorder
sour souring
issue issuing
extradite extradition
mourn mourning
orchestrate orchestration
scrub scrubbing
decide decision
set setting
sap sapper
modify modification
commission commissioning
cut cutter
wane waning
migrate migration
refurbish refurbishment
motorcycle motorcycling
share sharing
impress impression
eat eating
interlock interlocking
join joining
putt putting
avenge avenger
delegate delegation
attack attacker
watch watcher
litigate litigation
create creature
jot jotting
cheer cheering
refer referee
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
wail wailing
strangle strangulation
vilify vilification
tamp tamper
integrate integrator
quell quelling
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
print printer
denude denudation
revive revival
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
incriminate crime
generalize generalization
salute pledge
pull pulling
see seeing
adapt adaptation
privatize privatization
attenuate attenuation
trade trader
dismember dismemberment
weaken weakening
transmit transmission
repudiate repudiation
prompt prompter
contribute contributor
commentate comment
lag laggard
outfit outfitter
tailor tailoring
postpone postponement
infest infestation
portray portraitist
stimulate stimulant
test testing
soldier soldiering
dissent dissension
chart chartist
titillate titillation
mine mining
condition conditioner
spend spender
sob sobbing
adjourn adjournment
net netting
persecute persecution
hit hitting
necessitate necessity
hit hitter
seat seating
pilot piloting
race racing
violate violator
refocus refocusing
fumigate fume
disable disablement
merge merging
react reaction
flap flapping
admit admittance
flog flogging
magnify magnification
afflict affliction
tow towage
falsify falsification
squander squandering
depose deposition
lend lender
reconnoitre reconnaissance
incriminate incrimination
double doubling
trim trimming
challenge challenger
stiffen stiffening
reappear reappearance
orchestrate orchestra
clothe clothing
disenfranchise disenfranchisement
retail retailer
move mover
stop stoppage
enter entering
succeed succession
float floater
aspire aspiration
understate understatement
computerize computer
embarrass embarrassment
replicate replication
denounce denouncement
settle settler
study studying
communicate communicator
melt melting
recommend recommendation
turn turning
flash flashing
plunge plunger
dress dressing
tie tier
stay stayer
vault vaulter
till tiller
announce announcement
disburse disbursal
remain remainder
reorient reorientation
skip skipper
stow stowing
stagnate stagnation
rejuvenate rejuvenation
race racer
dissolve dissolution
disclose disclosure
hold holder
woo wooing
receive receiver
constitute constituent
prostrate prostration
elope elopement
hide hiding
energize energizing
yacht yachting
ascribe ascription
conquer conquering
continue continuance
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
process processor
cough coughing
pace pacer
meddle meddler
interact interaction
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
abolish abolishment
conspire conspirator
TEST
shine shining
spoil spoiling
ascend ascent
generate generator
vary variance
weld welding
gratify gratification
retire retirement
exert exertion
intercede intercession
creep creeping
advocate advocacy
rob robber
consummate consummation
restore restorer
prune pruning
concur concurrence
vacation vacationing
thaw thawing
tune tuner
forage foraging
pick picking
pick pickings
avert aversion
publicize publicist
persuade persuasion
prioritize priority
summon summoning
pressurize pressure
reimpose reimposition
speak speech
abet abettor
mail mailing
impersonate impersonation
certify certification
prick pricking
begin beginning
note notation
raze razing
compose composure
interpret interpreting
learn learner
brew brewery
delude delusion
execute execution
proceed procedure
fly flier
submerge submerging
shape shaping
refuel refueling
compile compiler
snorkel snorkeling
mail mailer
hedge hedging
register registration
oxidise oxide
crush crusher
conduct conduction
bear bearer
irradiate irradiation
detect detector
convene convention
conduct conductor
decentralize decentralization
rescue rescuer
distribute distributor
inspect inspector
emulate emulator
alter alteration
synchronize synchronizing
abate abatement
sell seller
compensate compensation
refresh refreshment
row rowing
restate restatement
eject ejector
beat bafflement
deflate deflation
interfere interference
snipe sniper
anchor anchorage
thwart thwarting
rebury reburial
repossess repossession
announce announcer
wreck wrecker
shorten shortening
live liver
enlighten enlightenment
clean cleaner
pack packer
resolve resolution
post poster
modernize modernization
revitalize revitalization
oversimplify oversimplification
cycle cycling
circulate circulation
meddle meddling
forecast forecasting
start starting
savor relish
blow blowing
elect electorate
word wording
stalk stalking
reach reaching
polish polisher
impeach impeachment
repulse repulsion
revert reversion
gas gassing
further furtherance
honor honoring
cool cooling
comply compliance
wave waving
respond respondent
waste wastage
procreate procreation
golf golfing
refer name
center centering
quote quotation
rule ruler
qualify qualifier
harvest harvesting
inject injector
chase chaser
splash splashing
legalize legalization
support supporter
travel traveling
try trial
seek seeking
thrust thrusting
recommence recommencement
type typing
pilot pilotage
encourage encouragement
compose composer
wander wandering
shadow shadowing
knit knitting
emphasize emphasis
educate education
intercept interceptor
type typist
pass passing
die dying
lean leaner
fabricate fabricator
organize organizer
mean meaning
distribute distribution
mutter muttering
chop chopper
evaluate evaluator
wine winery
truck trucking
wreck wreckage
bake baker
centralize centralization
survey surveying
coax coaxing
grill grilling
transform transformer
pollute polluter
reposition repositioning
extinguish extinguisher
emulate emulation
investigate investigator
recur recurrence
screw bed
muse musing
clot clotting
dispense dispensation
develop development
spar sparring
smack smacking
forestall forestalling
derive deriving
reckon reckoning
invest investor
participate participation
drift drifting
beat beating
dedicate dedication
revel revelry
join juncture
tick ticker
devote devotee
intend intent
scream screamer
frustrate frustration
flatter flattery
occupy occupant
punt punting
ride rider
plate plating
function functioning
equalize equalization
partition partitioning
suppress suppressor
file filing
score scorer
rehabilitate rehabilitation
elbow elbowing
tempt temptation
savor savoring
picture picturing
dock dockage
golf golfer
apprehend apprehension
stagnate stagnancy
shield shielding
tow tower
exclaim exclaiming
line lining
suffer suffering
persevere perseverance
examine examiner
credit creditor
present presentment
receive receptor
confide confidence
tank tankage
evict eviction
disappear disappearance
admire admiration
pasteurize pasteurization
tend tendency
devolve devolution
deal dealer
unify unification
infect infection
divest divestiture
radiate radiation
stroke stroking
behold beholder
hug hugging
bugger buggery
dampen dampener
spank spanking
confront confrontation
lock locker
run runner
stock stocking
equalize equalizer
acknowledge acknowledgment
cover report
crush crushing
intersect intersection
belong belongings
pronounce pronunciation
guide guidance
convey conveyer
militarize militarization
subside subsiding
amortize amortization
narrow narrowing
derail derailment
refuse refusal
baffle mystery
study student
impart imparting
mingle mingling
invest investment
decode decoding
supplement supplementation
monitor monitoring
adapt adapter
convene convening
humiliate humiliation
replicate replica
freight freighter
carbonate carbon
disinfect disinfectant
help helper
dance dancing
unmask unmasking
hurt hurting
tan tanning
transform transformation
time timing
supply supplying
standardize standard
seal sealing
equip equipment
tense tension
patronize patron
engineer engineering
speak speaker
imitate imitation
bribe bribery
perfect perfection
appoint appointee
insure insurer
comment commentary
recruit recruitment
pit pitting
demarcate demarcation
carry carriage
dispense dispensary
endorse endorser
erupt eruption
serve serving
subscribe subscription
deport deportee
dilute dilution
consist consistency
navigate navigation
engage engagement
suffer sufferer
portray portrait
illustrate illustrator
confide confidant
falsify falsifying
propose proposition
guess guessing
cow coward
transfer transference
model modeling
inspect inspection
relinquish relinquishing
haul haulage
rewrite rewriting
field fielder
foot footer
