TRAINING
weld welding
forfeit forfeiture
weave weaver
defer deference
drive driving
repair reparation
fund funding
transplant transplanting
cater caterer
stifle stifling
support supporting
grant grantor
veer veering
mail mailing
inoculate inoculating
speculate speculator
lay layer
contain containment
solicit solicitor
prohibit prohibition
operate operation
condescend condescension
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
inhabit inhabitant
racketeer racketeering
reassure reassurance
optimize optimum
quarry quarrying
supplement supplementation
fade fading
project projection
execute execution
cut cutting
knock knocker
uplift uplifting
compete competition
educate education
analyze analysis
motivate motive
qualify quality
waste wasting
tabulate tabulation
abandon abandonment
enact enactment
remit remission
hatch hatching
narrow narrowing
emigrate emigrant
allude allusion
curb check
sight sighting
vomit vomiting
heckle heckler
replicate replica
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
view viewer
savage savagery
transmit transmittal
trek trekker
command commander
calculate calculator
field fielder
mail mailer
sweep sweeping
tie tying
require requisition
purge purging
function functioning
reverse reversal
stain staining
headline headliner
broker brokerage
persist persistence
incite incitement
equalize equalization
amend amendment
bulldoze bulldozer
object objector
plaster plastering
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
equip equipment
perceive perception
diverge divergence
snipe sniper
cultivate cultivation
graze grazing
wed wedding
wholesale wholesaler
cremate cremation
navigate navigation
despair desperation
quarter quartering
subject subjection
house housing
orphan orphanage
rot rotting
detach detachment
advance advancement
render rendering
rock rocker
syndicate syndication
lunch lunching
bifurcate fork
retaliate retaliation
shiver shivering
produce producer
vacillate vacillation
recognize recognition
expel expulsion
constrict constriction
honor honoring
result resultant
supply supplier
default defaulter
derail derailment
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
surface surfacing
penetrate penetration
disarm disarmament
percolate percolation
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
reduce reduction
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
hedge hedging
derive deriving
wait waiter
join junction
impose imposition
prosecute prosecutor
mystify mystery
originate originator
presume presumption
found foundation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
brainstorm brainstorming
certify certificate
crawl crawling
prepay prepayment
bank banking
engage engagement
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
drum drummer
dislocate dislocation
identify identification
disillusion disillusionment
awaken awakening
leak leakage
decompress decompressing
fish fishing
tend tender
sense sensor
validate validation
trace tracing
shield shielding
stuff stuffing
disturb disturbance
tabulate table
rationalize rationalization
refill refilling
drink drunkard
create creation
suspend suspension
withdraw withdrawal
smash smashing
salve salvation
germinate germ
reinstate reinstatement
compare comparison
express expression
restate restatement
stand standing
deport deportation
coalesce coalition
string stringer
golf golfing
combine combination
socialize socialization
enclose enclosure
compensate compensation
baffle mystification
implant implantation
decimate decimation
jump jumping
rouse rousing
exclaim exclaiming
burglarize burglary
acquaint acquaintance
muse musing
deny denial
commit commitment
apologize apology
undervalue undervaluation
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
foreshadow foreshadowing
chill chilling
deconstruct deconstruction
inundate inundation
sculpt sculpture
defer deferment
excite excitement
angle angler
teach teacher
employ employer
employ employee
spill spillage
motor motorist
confide confidence
thwart thwarting
unveil unveiling
conscript conscription
fix fixer
print printing
row rower
publish publishing
chip chipping
maximize maximum
ship shipping
sell seller
constitute constitution
reintroduce reintroduction
extract expression
consult consultant
crowd crowding
import importation
iron ironing
pacify pacification
stimulate stimulus
abhor abhorrence
drink drinking
vent venting
inactivate inactivation
surf surfer
smile smiling
perform performance
mean meaning
better betterment
lodge lodgement
innovate innovator
evaluate evaluator
equalize equalizer
complete completion
solve solution
game gaming
victimize victim
introduce introduction
examine examination
handicap handicapper
oblige obligation
select selection
march marcher
back backing
reveal revelation
mate mating
intend intent
comfort comforter
defend defender
inspect inspector
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
blow blowing
dose dosage
decay decadent
cover covering
top topper
pilot pilotage
synchronize synchronization
hurt hurting
stick sticker
pet petting
resolve resolution
guess guessing
comprehend comprehension
utilize utilization
refuel refueling
sweep sweeper
embody embodiment
accede accession
creak creaking
can cannery
haul hauler
dictate dictator
implode implosion
marry marriage
retire retiree
offer offeror
instigate instigation
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
sub subbing
stalk stalker
pursue pursuit
guarantee guarantor
pick picking
finish finishing
desert desertion
fit fitter
oppose opposition
tell tale
conduct conducting
ride riding
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
starve starving
weld welder
convert converter
gravitate gravity
litigate litigator
dig digging
reciprocate reciprocation
repay repayment
waive waiver
lecture lecturer
drain drainage
lead leader
escape escapee
intern internment
own owner
transfer transference
fingerprint fingerprinting
possess possessor
alternate alternation
substitute substitution
socialize socializing
theorize theory
convey conveyor
bugger buggery
mutilate mutilation
televise television
falcon falconry
instill instilling
depend dependency
price pricing
clock clocking
shell shelling
pronounce pronunciation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
decentralize decentralization
revitalize revitalization
imply implication
govern government
prick pricking
arm armament
mountaineer mountaineering
plod plodding
draft drafting
feel feeling
absorb absorption
dribble dribbling
misinterpret misinterpretation
rob robber
content contentment
stimulate stimulation
retrain retraining
lose loser
type typing
cannibalize cannibal
evict eviction
soak soaking
seal sealing
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
rescue rescuer
transform transformation
tan tanning
canal canalisation
flutter fluttering
perform performing
perfect perfection
equate equal
relinquish relinquishing
spoil spoiling
repatriate repatriation
sprinkle sprinkling
sprinkle sprinkler
listen listening
reap reaper
break breaker
live liver
sack sacking
infuse infusion
pave pavement
receive receptor
steam steamer
simulate simulator
legalize legalization
ground grounding
bore borer
stew stewing
personify person
supervise supervisor
resurrect resurrection
oversee overseer
contract contractor
consist consistency
destroy destroyer
advertise advertiser
hunt hunting
unfold unfolding
switch switcher
scavenge scavenger
use user
pass passage
donate donation
peel peeling
touch touching
expropriate expropriation
pretend pretender
program programmer
smart smarting
mature maturation
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
attend attendant
wipe wiper
wash washing
detonate detonator
militarize military
enlighten enlightenment
project projector
revere reverence
cloud clouding
fragment fragmentation
redeem redemption
name citation
pave paving
enforce enforcer
secrete secretion
march marching
elude eluding
excel excellence
prune pruning
invent invention
characterize character
license licenser
bark barker
incubate incubation
comment commentary
believe belief
install installing
authenticate authentication
duck ducking
commercialize commercialization
formulate formula
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
oxygenate oxygenation
image imagery
vaccinate vaccine
inhibit inhibition
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
tolerate toleration
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
reduce reducer
disburse disbursement
run running
submit submission
stockpile stockpiling
expect expectancy
field fielding
detain detention
predict prediction
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
propel propulsion
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
underpay underpayment
reassess reassessment
indict indictment
waste waster
circulate circulation
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
illustrate illustrator
detail detailing
inject injector
gain gainer
engrave engraving
compassionate compassion
show showing
picture picturing
resurge resurgence
immunize immunization
emerge emergence
depopulate depopulation
dehydrate dehydration
plant planter
dilate dilation
mutate mutant
correspond correspondence
wave waving
stitch stitching
please pleasure
hawk hawking
rail railing
bruise bruiser
extinguish extinction
deliver deliverance
prioritize priority
account accountant
scan scanning
equate equation
fashion fashioning
disparage disparagement
ease easing
resuscitate resuscitation
cleanse cleansing
distill distillation
license licensee
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
qualify qualifier
stall stalling
blink blinking
convert conversion
fumigate fumigation
generate generator
reorganize reorganization
deport deportee
export exportation
tax taxer
upend upending
depart departure
raise raiser
retry retrial
commence commencement
refer name
grind grinder
dissemble dissembling
pelt pelting
comply compliance
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
melt melter
invade invasion
compute computation
raft rafter
place aim
interdict interdiction
shock shocker
condemn condemnation
vacation vacationing
catch catcher
spatter spattering
soak soaker
trample trampling
contaminate contamination
liberate liberty
nurse nursery
creep creeping
tow tower
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
record recorder
sour souring
issue issuing
extradite extradition
mourn mourning
orchestrate orchestration
gas gassing
decide decision
set setting
sap sapper
modify modification
commission commissioning
cut cutter
dispense dispensary
migrate migration
refurbish refurbishment
motorcycle motorcycling
share sharing
impress impression
eat eating
interlock interlocking
join joining
putt putting
avenge avenger
delegate delegation
attack attacker
watch watcher
litigate litigation
create creature
jot jotting
cheer cheering
refer referee
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
wail wailing
strangle strangulation
vilify vilification
tamp tamper
integrate integrator
quell quelling
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
print printer
denude denudation
confide confidant
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
incriminate crime
generalize generalization
salute pledge
publicize publicist
see seeing
beat beating
privatize privatization
attenuate attenuation
spank spanking
dismember dismemberment
weaken weakening
transmit transmission
shadow shadowing
prompt prompter
contribute contributor
commentate comment
lag laggard
admire admiration
tailor tailoring
postpone postponement
infest infestation
portray portraitist
disinfect disinfectant
test testing
soldier soldiering
dissent dissension
chart chartist
titillate titillation
mine mining
condition conditioner
develop development
sob sobbing
adjourn adjournment
net netting
persecute persecution
hit hitting
necessitate necessity
hit hitter
seat seating
pilot piloting
race racing
violate violator
refocus refocusing
fumigate fume
disable disablement
hug hugging
react reaction
flap flapping
admit admittance
flog flogging
magnify magnification
afflict affliction
tow towage
falsify falsification
squander squandering
ascend ascent
lend lender
reconnoitre reconnaissance
incriminate incrimination
double doubling
trim trimming
challenge challenger
stiffen stiffening
reappear reappearance
orchestrate orchestra
clothe clothing
disenfranchise disenfranchisement
retail retailer
move mover
reposition repositioning
enter entering
succeed succession
elbow elbowing
aspire aspiration
understate understatement
computerize computer
embarrass embarrassment
replicate replication
denounce denouncement
settle settler
study studying
communicate communicator
melt melting
recommend recommendation
turn turning
flash flashing
plunge plunger
dress dressing
tie tier
stay stayer
vault vaulter
till tiller
announce announcement
disburse disbursal
remain remainder
reorient reorientation
skip skipper
stow stowing
stagnate stagnation
rejuvenate rejuvenation
race racer
dissolve dissolution
disclose disclosure
hold holder
woo wooing
receive receiver
constitute constituent
prostrate prostration
elope elopement
hide hiding
energize energizing
conduct conduction
ascribe ascription
conquer conquering
continue continuance
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
process processor
cough coughing
impart imparting
meddle meddler
interact interaction
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
abolish abolishment
conspire conspirator
TEST
manage manager
ascend ascension
depose deposition
enlarge enlargement
fence fencer
disinvest undress
point pointer
forbid forbidding
entertain entertainer
poke poker
estimate estimation
diet dieting
bind binding
choke choking
banish banishment
think thinker
commit committee
exhaust exhaustion
transplant transplantation
relapse relapsing
tan tannery
interrogate interrogator
defer deferral
grade grading
pull pulling
immobilize immobilizing
decelerate deceleration
forsake forsaking
specialize specialization
direct directive
sing singer
compete competitor
regenerate regeneration
substantiate substantiation
connect connector
sustain sustenance
reaffirm reaffirmation
light lighter
extract extraction
heave heaver
exchange exchanger
purchase purchaser
energize energy
edit editing
restrict restriction
ignite ignition
opt option
wax waxing
animate animator
add addition
anticipate foreboding
sniff sniffer
fish fishery
admire admirer
wet wetter
economize economy
intensify intensification
yacht yachting
block blockage
bury burial
admit admission
subsidize subsidy
merge merger
salve salvage
group grouping
recuperate recuperation
lubricate lubricant
whir whirring
collect collecting
mat matting
falter faltering
patch patching
extract extractor
orbit orbiter
restore restoration
pillage pillaging
exaggerate exaggeration
connect connexion
phrase phrasing
diversify diversification
brace bracing
instigate instigator
quadruple quadrupling
retrospect retrospection
cleave cleft
slave slavery
profane profanation
yearn yearning
smoke smoker
abet abetment
escape escapist
cool coolant
conspire conspiracy
bromate bromine
bowl bowler
pack packing
please pleaser
subside subsidence
press pressure
categorize category
undress strip
solicit solicitation
scout scouting
outfit outfitting
ranch ranching
revolutionize revolution
intimate intimation
inspire inspiration
hammer hammering
revalue revaluation
deter deterrence
exercise exercising
scrub scrubbing
enlist enlistment
publish publication
readjust readjustment
discourage discouragement
converge converging
negotiate negotiator
temper tempering
oust ousting
full fuller
create creator
attend attention
suppose supposition
solve solving
agonize agony
quarter quarters
dance dancer
verify verification
fix fixture
inoculate inoculation
kneel kneeling
adventure adventurer
box boxer
assign assignation
exhume exhumation
switch switching
trap trapper
absorb absorber
incline inclination
plumb plumbing
clamor clamoring
repudiate repudiation
box boxing
originate origin
clown clowning
ostracize ostracism
sign signature
explain explanation
fortify fortification
juggle juggling
retrench retrenchment
assassinate assassin
mandate mandatory
pun punning
intrude intrusion
carve carving
desert deserter
program programing
mutiny mutineer
finalize finalization
kidnap kidnapper
tickle tickling
ache aching
plot plotter
contend contender
pick picker
update updating
stop stoppage
wound wounding
neutralize neutralization
position positioning
attach attachment
denominate denomination
forge forgery
coexist coexistence
poach poaching
spend spender
assume assumption
dispute disputation
wait waiting
second secondment
inform informing
number numbering
tour tourist
adjust adjustment
adapt adaptation
rig rigging
devise devising
criminalize criminal
bankrupt bankruptcy
counsel counselor
spit spitting
rehearse rehearsal
access accession
quantify quantity
equate equating
mortgage mortgagee
portray portraying
alleviate alleviation
personify persona
pollute pollution
equate equator
extort extortion
puzzle puzzlement
blend blender
irrigate irrigation
float floater
define defining
vary variate
maltreat maltreatment
precede precedent
ferment fermentation
disbar disbarment
collude collusion
roast roasting
pollinate pollination
whack whacking
taunt taunting
soar soaring
huff huffing
size sizing
mold molding
smooth smoother
infuriate fury
pack package
activate activator
waver wavering
crackle crackling
outfit outfitter
possess possession
imprison imprisonment
trail trailer
meditate meditation
plead pleading
plant planting
encode encoding
sparkle sparkling
bust buster
suck sucking
merge merging
convalesce convalescence
rebuild rebuilding
trade trader
dodge dodging
originate origination
scheme schemer
intimidate intimidation
camp camping
foil foiling
coincide coincidence
deteriorate deterioration
adjudicate adjudicator
differentiate difference
recant recantation
adhere adhesion
rub rubbing
follow following
disinvest disinvestment
irritate irritation
round rounder
unite uniting
astonish astonishment
groom grooming
harden hardening
pace pacer
place placement
emit emission
incur incursion
carry carrier
assign assignee
green greening
find finder
seep seepage
deal dealings
limit limiter
hang hanging
stimulate stimulant
puff puffing
crystalize crystal
reproduce reproduction
detoxify detoxification
curl curling
satisfy satisfaction
dispose disposition
profess professing
cease cessation
enroll enrollment
terminate finish
consecrate consecration
digitize digit
decorate decoration
encase encasement
betray betrayal
document documentary
heckle heckling
mobilize mobilization
initiate initiator
analyze analyst
entrench entrenchment
consult consultation
discriminate discrimination
garden gardener
wane waning
hesitate hesitancy
denigrate denigration
stripe striping
reappraise reappraisal
costume costumer
mourn mourner
commute commuter
auction auctioneer
play player
hop hopper
ward warder
deceive deception
revive revival
post postage
demonstrate demonstrator
overvalue overvaluation
kill killing
finance financing
screen screening
pant panting
expect expectation
collect collector
deliver delivery
canal canalization
serve servant
