TRAINING
disinvest undress
shorten shortening
meditate meditation
cool coolant
face facing
differ difference
advise advisement
incline inclination
thicken thickening
insulate insulation
delete deletion
inject injector
adorn adornment
comment commentary
procreate procreation
defer deference
drive driving
repair reparation
fund funding
transplant transplanting
avert aversion
stifle stifling
support supporting
grant grantor
veer veering
regenerate regeneration
inoculate inoculating
speculate speculator
lay layer
contain containment
solicit solicitor
prohibit prohibition
operate operation
condescend condescension
stagnate stagnancy
butt butter
temper temperance
supervise supervision
cow coward
be being
bind binder
rebury reburial
inhabit inhabitant
racketeer racketeering
reassure reassurance
optimize optimum
quarry quarrying
carry carrier
fade fading
project projection
restrict restriction
cut cutting
knock knocker
uplift uplifting
compete competition
clown clowning
analyze analysis
motivate motive
qualify quality
waste wasting
tabulate tabulation
abandon abandonment
enact enactment
remit remission
hatch hatching
round rounder
rescue rescuer
allude allusion
curb check
sight sighting
centralize centralization
heckle heckler
deal dealings
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
view viewer
savage savagery
transmit transmittal
trek trekker
command commander
revert reversion
canal canalization
fish fishery
sweep sweeping
tie tying
require requisition
purge purging
personify persona
reverse reversal
gratify gratification
headline headliner
broker brokerage
persist persistence
incite incitement
pollute pollution
bribe bribery
bulldoze bulldozer
object objector
plaster plastering
immigrate immigrant
remove removal
connive connivance
radiate radiation
acquit acquittal
retract retractor
marry married
terminate finish
intend intent
diverge divergence
brace bracing
cultivate cultivation
graze grazing
run runner
study student
cremate cremation
auction auctioneer
despair desperation
wine winery
subject subjection
house housing
orphan orphanage
rot rotting
detach detachment
advance advancement
unmask unmasking
rock rocker
syndicate syndication
lunch lunching
bifurcate fork
sell seller
shiver shivering
produce producer
vacillate vacillation
recognize recognition
expel expulsion
constrict constriction
publish publication
result resultant
supply supplier
distribute distributor
unite uniting
impoverish impoverishment
circulate circulation
disqualify disqualification
enter entree
surface surfacing
penetrate penetration
disarm disarmament
percolate percolation
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
reduce reduction
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
admire admirer
second secondment
pressurize pressure
join junction
impose imposition
prosecute prosecutor
mystify mystery
originate originator
presume presumption
found foundation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
brainstorm brainstorming
register registration
crawl crawling
prepay prepayment
bank banking
play player
distort distortion
perfect perfection
confiscate confiscation
strive striving
drum drummer
dislocate dislocation
identify identification
disillusion disillusionment
awaken awakening
leak leakage
decompress decompressing
fish fishing
tend tender
sense sensor
validate validation
trace tracing
roast roasting
stuff stuffing
disturb disturbance
tabulate table
rationalize rationalization
organize organizer
drink drunkard
create creation
suspend suspension
pick picking
smash smashing
salve salvation
germinate germ
reinstate reinstatement
golf golfer
express expression
pillage pillaging
stand standing
replicate replica
coalesce coalition
string stringer
full fuller
combine combination
socialize socialization
enclose enclosure
extract extractor
baffle mystification
implant implantation
decimate decimation
jump jumping
rouse rousing
whack whacking
burglarize burglary
acquaint acquaintance
forge forgery
deny denial
commit commitment
apologize apology
undervalue undervaluation
fail failing
foot footer
tempt temptation
damp damper
dare daring
foreshadow foreshadowing
chill chilling
deconstruct deconstruction
inundate inundation
sculpt sculpture
defer deferment
excite excitement
angle angler
teach teacher
distribute distribution
employ employee
engineer engineering
freight freighter
pack package
quadruple quadrupling
unveil unveiling
conscript conscription
fix fixer
reposition repositioning
row rower
publish publishing
chip chipping
maximize maximum
ship shipping
patch patching
post poster
reintroduce reintroduction
extract expression
consult consultant
transform transformation
import importation
iron ironing
pacify pacification
stimulate stimulus
abhor abhorrence
brew brewery
vent venting
inactivate inactivation
surf surfer
smile smiling
perform performance
mandate mandatory
better betterment
lodge lodgement
innovate innovator
desert deserter
camp camping
complete completion
solve solution
game gaming
victimize victim
introduce introduction
examine examination
handicap handicapper
oblige obligation
select selection
spar sparring
back backing
reveal revelation
mate mating
spit spitting
comfort comforter
defend defender
lubricate lubricant
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
outfit outfitting
dose dosage
die dying
receive receptor
top topper
absorb absorber
synchronize synchronization
detoxify detoxification
stick sticker
pet petting
conspire conspiracy
overvalue overvaluation
comprehend comprehension
devote devotee
add addition
sweep sweeper
embody embodiment
accede accession
creak creaking
can cannery
haul hauler
dictate dictator
implode implosion
marry marriage
retire retiree
offer offeror
consist consistency
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
sub subbing
stalk stalker
pursue pursuit
appoint appointee
interrogate interrogator
finish finishing
desert desertion
try trial
oppose opposition
tell tale
conduct conducting
ride riding
stunt stunting
demonize demon
vaporize vapor
liberate liberation
cycle cycling
pit pitting
lie liar
starve starving
weld welder
convert converter
gravitate gravity
litigate litigator
dig digging
reciprocate reciprocation
tan tanning
waive waiver
lecture lecturer
drain drainage
lead leader
escape escapee
intern internment
own owner
finance financing
fingerprint fingerprinting
possess possessor
alternate alternation
substitute substitution
spoil spoiling
theorize theory
convey conveyor
convalesce convalescence
oxidise oxide
televise television
frustrate frustration
instill instilling
thaw thawing
price pricing
clock clocking
shell shelling
recant recantation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
salve salvage
pack packing
imply implication
govern government
sustain sustenance
savor savoring
mountaineer mountaineering
plod plodding
draft drafting
feel feeling
absorb absorption
dribble dribbling
misinterpret misinterpretation
bind binding
content contentment
stimulate stimulation
retrain retraining
lose loser
trap trapper
decode decoding
waver wavering
golf golfing
enroll enrollment
moor mooring
resolve resolution
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
group grouping
satisfy satisfaction
curl curling
canal canalisation
flutter fluttering
perform performing
heckle heckling
equate equal
expect expectation
ascend ascension
repatriate repatriation
sprinkle sprinkling
sprinkle sprinkler
listen listening
reap reaper
break breaker
smoke smoker
sack sacking
respond respondent
pave pavement
infuriate fury
steam steamer
simulate simulator
inoculate inoculation
ground grounding
bore borer
stew stewing
personify person
supervise supervisor
resurrect resurrection
oversee overseer
contract contractor
commute commuter
destroy destroyer
advertise advertiser
hunt hunting
compose composer
switch switcher
scavenge scavenger
use user
encourage encouragement
donate donation
peel peeling
touch touching
expropriate expropriation
waste wastage
program programmer
smart smarting
mature maturation
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
attend attendant
beat bafflement
wash washing
detonate detonator
militarize military
abet abetment
project projector
compensate compensation
cloud clouding
fragment fragmentation
redeem redemption
name citation
wave waving
conduct conduction
secrete secretion
march marching
elude eluding
excel excellence
think thinker
invent invention
characterize character
relinquish relinquishing
bark barker
incubate incubation
analyze analyst
believe belief
savor relish
authenticate authentication
duck ducking
commercialize commercialization
formulate formula
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
oxygenate oxygenation
invest investment
vaccinate vaccine
inhibit inhibition
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
tolerate toleration
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
reduce reducer
crush crusher
run running
submit submission
detect detector
expect expectancy
field fielding
detain detention
predict prediction
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
propel propulsion
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
develop development
reassess reassessment
indict indictment
waste waster
press pressure
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
deceive deception
thrust thrusting
dance dancer
gain gainer
engrave engraving
compassionate compassion
show showing
maltreat maltreatment
resurge resurgence
immunize immunization
emerge emergence
muse musing
dehydrate dehydration
plant planter
dilate dilation
mutate mutant
correspond correspondence
converge converging
stitch stitching
please pleasure
hawk hawking
rail railing
bruise bruiser
extinguish extinction
deliver deliverance
decelerate deceleration
account accountant
scan scanning
equate equation
pack packer
disparage disparagement
ease easing
resuscitate resuscitation
cleanse cleansing
distill distillation
license licensee
reconcile reconciliation
intercept interceptor
abet abettor
recur recurrence
navigate navigator
agonize agony
stall stalling
blink blinking
convert conversion
investigate investigator
enlarge enlargement
reorganize reorganization
costume costumer
export exportation
screw bed
upend upending
depart departure
raise raiser
retry retrial
commence commencement
create creator
grind grinder
dissemble dissembling
pelt pelting
discourage discouragement
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
melt melter
invade invasion
compute computation
raft rafter
place aim
interdict interdiction
shock shocker
condemn condemnation
exhaust exhaustion
catch catcher
spatter spattering
soak soaker
trample trampling
contaminate contamination
liberate liberty
nurse nursery
estimate estimation
pollinate pollination
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
record recorder
sour souring
issue issuing
extradite extradition
mourn mourning
pasteurize pasteurization
scrub scrubbing
tank tankage
set setting
sap sapper
shield shielding
commission commissioning
cut cutter
wane waning
grill grilling
refurbish refurbishment
motorcycle motorcycling
share sharing
illustrate illustrator
eat eating
interlock interlocking
join joining
putt putting
avenge avenger
delegate delegation
attack attacker
watch watcher
litigate litigation
create creature
jot jotting
cheer cheering
refer referee
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
wail wailing
strangle strangulation
vilify vilification
intercede intercession
crush crushing
quell quelling
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
print printer
denude denudation
revive revival
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
incriminate crime
generalize generalization
salute pledge
pull pulling
see seeing
adapt adaptation
privatize privatization
attenuate attenuation
trade trader
dismember dismemberment
weaken weakening
transmit transmission
repudiate repudiation
prompt prompter
contribute contributor
lock locker
lag laggard
outfit outfitter
tailor tailoring
postpone postponement
infest infestation
portray portraitist
stimulate stimulant
test testing
soldier soldiering
dissent dissension
chart chartist
function functioning
mine mining
condition conditioner
spend spender
equip equipment
adjourn adjournment
learn learner
persecute persecution
hit hitting
necessitate necessity
hit hitter
seat seating
pilot piloting
race racing
violate violator
refocus refocusing
fumigate fume
disable disablement
merge merging
react reaction
flap flapping
admit admittance
flog flogging
magnify magnification
afflict affliction
tow towage
falsify falsification
squander squandering
depose deposition
lend lender
imitate imitation
incriminate incrimination
double doubling
trim trimming
hug hugging
stiffen stiffening
reappear reappearance
orchestrate orchestra
confide confidence
disenfranchise disenfranchisement
retail retailer
move mover
stop stoppage
enter entering
succeed succession
float floater
aspire aspiration
understate understatement
computerize computer
embarrass embarrassment
replicate replication
denounce denouncement
settle settler
study studying
communicate communicator
melt melting
recommend recommendation
turn turning
flash flashing
plunge plunger
dress dressing
tie tier
seal sealing
demarcate demarcation
till tiller
announce announcement
disburse disbursal
speak speaker
start starting
skip skipper
divest divestiture
stagnate stagnation
rejuvenate rejuvenation
race racer
dissolve dissolution
disclose disclosure
hold holder
woo wooing
receive receiver
constitute constituent
prostrate prostration
elope elopement
hide hiding
energize energizing
yacht yachting
ascribe ascription
conquer conquering
continue continuance
acquire acquirer
thwart thwarting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
snipe sniper
stroke stroking
rewrite rewriting
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
process processor
cough coughing
pace pacer
meddle meddler
credit creditor
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
abolish abolishment
conspire conspirator
TEST
deal dealing
socialize socializing
assert assertion
invite invitation
locate locator
hurdle hurdler
stain staining
eliminate elimination
require requirement
tamp tamper
enclose enclosing
impound impounding
atone atonement
pretend pretending
counsel counseling
agree agreement
probate probation
unionize unionization
depend dependency
remain remnant
lug luggage
withdraw withdrawal
degenerate degeneration
cater caterer
apportion apportionment
eradicate eradication
mediate mediator
overheat overheating
wait waiter
ape aper
disband disbandment
stand standard
cook cookery
settle settlement
overstate overstatement
seize seizure
injure injury
mask masking
worry worrying
normalize normalization
disperse dispersion
net netting
drink drinking
incur incurring
fall accrual
sling slinging
track tracker
finish finisher
sheet sheeting
lever leverage
imitate imitator
defend defendant
sell selling
case casing
certify certificate
mutilate mutilation
disburse disbursement
enforce enforcer
expose exposure
suppress suppression
stockpile stockpiling
congregate congregation
excavate excavator
chew chewing
emigrate emigrant
default defaulter
streak streaker
hook hooking
coast coaster
insert insertion
wheel wheeling
retaliate retaliation
revere reverence
delineate delineation
mix mixer
circumcise circumcision
code coding
wipe wiper
widen widening
present presentation
specialize specialist
staple stapler
rent renting
nourish nourishment
will willing
moderate moderation
assure assurance
slam slammer
mix mixing
tint tinting
deregulate deregulation
fashion fashioning
reunify reunification
constitute constitution
convey conveyance
daub daubing
preserve preservation
pass passer
believe believer
suck sucker
load loader
reorient reorientation
install installing
stabilize stabilization
tackle tackler
reinterpret reinterpretation
web webbing
murder murderer
decompress decompression
mistreat mistreatment
depict depicting
calculate calculator
slice slicing
subsist subsistence
wear wearing
suck suction
love lover
pave paving
infuse infusion
pretend pretender
weave weaver
soak soaking
cartoon cartoonist
dirty dirtying
drive driver
migrate migrant
focus focusing
devaluate devaluation
bargain bargaining
communicate communication
publish publisher
service servicing
observe observance
defy defiance
fit fitter
invest investing
detail detailing
resent resentment
divide division
dissolve dissolving
pass passage
unfold unfolding
confer conference
redistribute redistribution
converse conversation
solidify solid
recuse recusal
strip stripping
mark marker
page paging
decay decadent
receive recipient
realize realization
refill refilling
unite union
employ employer
hack hacker
chatter chattering
trim trimmer
quarter quartering
inform informant
edit editor
persuade persuader
vomit vomiting
appraise appraiser
steer steering
migrate migration
regulate regulation
reconsider reconsideration
print printing
follow follower
rearrange rearrangement
fumigate fumigation
elect election
tax taxer
depopulate depopulation
tune tuning
rib ribbing
underpay underpayment
march marcher
dissuade dissuasion
align alignment
freshen freshener
transmit transmitting
flood flooding
include inclusion
deprecate deprecation
open opener
format formatting
overproduce overproduction
say saying
void voiding
utilize utilization
perceive perception
dispose disposal
falcon falconry
drink drinker
interconnect interconnection
replace replacement
taste taster
ripen ripening
titillate titillation
yield yielding
hijack hijacker
recycle recycling
assail assailant
recruit recruiter
focus focussing
act actor
reassert reassertion
arm armament
invert inverter
sing song
compare comparison
fascinate fascination
refine refinement
modify modification
convene convener
improve improvement
segment segmentation
dine diner
terminate terminus
manage management
interact interaction
visit visitor
cover covering
clothe clothing
decide decision
tolerate tolerance
repress repression
marginalize marginalization
orchestrate orchestration
stain stainer
fruit fruition
index indexing
enjoy enjoyment
inhale inhalation
stow stowing
proceed proceedings
usurp usurper
redevelop redevelopment
challenge challenger
determine determination
reserve reservation
concede concession
give giving
commentate comment
wed wedding
disseminate dissemination
catalyze catalyst
compose composition
snort drug
integrate integrator
scour scouring
ring ringing
annul annulment
feign feigning
cry crying
profess profession
congratulate congratulation
issue issuer
reiterate reiteration
moderate moderator
push pushing
press pressing
wholesale wholesaler
permit permission
transit transition
image imagery
cannibalize cannibal
copy copier
hunt hunter
flee flight
elect elector
fold folding
deport deportation
motor motorist
use usage
defoliate defoliation
compare comparing
watch watching
render rendering
flute fluting
repay repayment
crowd crowding
rent renter
disfigure disfigurement
deduce deduction
stay stayer
sob sobbing
supplant supplanting
design designer
spill spillage
remain remainder
reconnoitre reconnaissance
amend amendment
bicycle bicyclist
guarantee guarantor
amaze amazement
forfeit forfeiture
survey surveyor
specify specification
vault vaulter
refute refutation
glide gliding
document documentation
thin thinning
dawn dawning
reunite reunion
avow avowal
speculate speculation
instigate instigation
unionize union
subsidize subsidization
interpret interpreter
spell spelling
impress impression
dispatch dispatcher
arraign arraignment
paint painting
direct director
contribute contribution
circumnavigate circumnavigation
install installation
comb combing
license licenser
demote demotion
murmur murmuring
renounce renunciation
infringe infringement
