TRAINING
weld welding
puff puffing
bargain bargaining
adorn adornment
forfeit forfeiture
weave weaver
defer deference
drive driving
repair reparation
fund funding
transplant transplanting
cater caterer
pack package
support supporting
revolutionize revolution
veer veering
mail mailing
inoculate inoculating
spend spender
rub rubbing
meditate meditation
wane waning
prohibit prohibition
operate operation
groom grooming
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
inhabit inhabitant
racketeer racketeering
reassure reassurance
pillage pillaging
quarry quarrying
supplement supplementation
fade fading
project projection
execute execution
cut cutting
carry carrier
uplift uplifting
compete competition
educate education
analyze analysis
motivate motive
qualify quality
waste wasting
tabulate tabulation
abandon abandonment
trade trader
remit remission
hatch hatching
narrow narrowing
emigrate emigrant
allude allusion
curb check
kneel kneeling
vomit vomiting
heckle heckler
replicate replica
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
collude collusion
savage savagery
transmit transmittal
trek trekker
command commander
calculate calculator
field fielder
mail mailer
sweep sweeping
tie tying
require requisition
differentiate difference
function functioning
reverse reversal
stain staining
box boxer
broker brokerage
persist persistence
incite incitement
equalize equalization
amend amendment
bulldoze bulldozer
object objector
digitize digit
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
equip equipment
perceive perception
diverge divergence
snipe sniper
cultivate cultivation
graze grazing
wed wedding
wholesale wholesaler
cremate cremation
navigate navigation
despair desperation
quarter quartering
subject subjection
house housing
orphan orphanage
hesitate hesitancy
detach detachment
advance advancement
render rendering
disbar disbarment
syndicate syndication
lunch lunching
bifurcate fork
retaliate retaliation
shiver shivering
produce producer
vacillate vacillation
recognize recognition
find finder
constrict constriction
honor honoring
result resultant
supply supplier
default defaulter
derail derailment
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
surface surfacing
penetrate penetration
disarm disarmament
percolate percolation
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
reduce reduction
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
hedge hedging
derive deriving
wait waiter
join junction
trap trapper
prosecute prosecutor
mystify mystery
originate originator
presume presumption
found foundation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
retrospect retrospection
certify certificate
crawl crawling
prepay prepayment
bank banking
engage engagement
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
drum drummer
dislocate dislocation
identify identification
disillusion disillusionment
awaken awakening
leak leakage
decompress decompressing
fish fishing
tend tender
sense sensor
harden hardening
trace tracing
shield shielding
stuff stuffing
disturb disturbance
kill killing
rationalize rationalization
refill refilling
drink drunkard
create creation
suspend suspension
withdraw withdrawal
smash smashing
trail trailer
choke choking
reinstate reinstatement
compare comparison
express expression
restate restatement
stand standing
deport deportation
coalesce coalition
string stringer
golf golfing
combine combination
socialize socialization
enclose enclosure
compensate compensation
categorize category
implant implantation
decimate decimation
jump jumping
instigate instigator
exclaim exclaiming
assume assumption
acquaint acquaintance
muse musing
deny denial
commit commitment
apologize apology
undervalue undervaluation
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
foreshadow foreshadowing
chill chilling
forge forgery
inundate inundation
sculpt sculpture
huff huffing
excite excitement
angle angler
teach teacher
employ employer
alleviate alleviation
spill spillage
motor motorist
confide confidence
thwart thwarting
unveil unveiling
conscript conscription
fix fixer
print printing
row rower
publish publishing
chip chipping
maximize maximum
inoculate inoculation
sell seller
constitute constitution
plead pleading
extract expression
consult consultant
crowd crowding
import importation
iron ironing
pacify pacification
stimulate stimulus
abhor abhorrence
drink drinking
vent venting
inactivate inactivation
surf surfer
smile smiling
perform performance
mean meaning
better betterment
lodge lodgement
banish banishment
evaluate evaluator
equalize equalizer
complete completion
solve solution
game gaming
victimize victim
tickle tickling
examine examination
diet dieting
oblige obligation
select selection
march marcher
back backing
reveal revelation
mate mating
intend intent
comfort comforter
defend defender
inspect inspector
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
blow blowing
dose dosage
decay decadent
cover covering
extort extortion
pilot pilotage
synchronize synchronization
hurt hurting
stick sticker
pet petting
resolve resolution
guess guessing
denigrate denigration
utilize utilization
refuel refueling
sweep sweeper
pack packing
accede accession
creak creaking
can cannery
haul hauler
dictate dictator
implode implosion
marry marriage
retire retiree
offer offeror
instigate instigation
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
sub subbing
stalk stalker
pursue pursuit
guarantee guarantor
pick picking
finish finishing
desert desertion
fit fitter
oppose opposition
agonize agony
light lighter
ride riding
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
pun punning
exhaust exhaustion
convert converter
gravitate gravity
litigate litigator
dig digging
grade grading
repay repayment
waive waiver
lecture lecturer
drain drainage
lead leader
escape escapee
intern internment
own owner
transfer transference
publish publication
possess possessor
alternate alternation
substitute substitution
socialize socializing
negotiate negotiator
convey conveyor
bugger buggery
mutilate mutilation
televise television
falcon falconry
instill instilling
depend dependency
price pricing
clock clocking
shell shelling
pronounce pronunciation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
decentralize decentralization
revitalize revitalization
imply implication
govern government
prick pricking
arm armament
mountaineer mountaineering
plod plodding
draft drafting
feel feeling
absorb absorption
dribble dribbling
heckle heckling
rob robber
content contentment
stimulate stimulation
puzzle puzzlement
ferment fermentation
type typing
cannibalize cannibal
evict eviction
soak soaking
seal sealing
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
rescue rescuer
transform transformation
tan tanning
heave heaver
flutter fluttering
perform performing
perfect perfection
equate equal
relinquish relinquishing
spoil spoiling
repatriate repatriation
sprinkle sprinkling
scrub scrubbing
listen listening
reap reaper
break breaker
live liver
sack sacking
infuse infusion
pave pavement
receive receptor
steam steamer
reproduce reproduction
legalize legalization
ground grounding
bore borer
mandate mandatory
personify person
supervise supervisor
resurrect resurrection
oversee overseer
contract contractor
consist consistency
destroy destroyer
advertise advertiser
hunt hunting
unfold unfolding
switch switcher
scavenge scavenger
use user
pass passage
donate donation
peel peeling
touch touching
expropriate expropriation
pretend pretender
program programmer
smart smarting
mature maturation
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
attend attendant
wipe wiper
wash washing
detonate detonator
militarize military
enlighten enlightenment
project projector
revere reverence
originate origination
fragment fragmentation
compete competitor
name citation
pave paving
enforce enforcer
secrete secretion
merge merging
elude eluding
excel excellence
prune pruning
invent invention
commute commuter
license licenser
bark barker
incubate incubation
comment commentary
believe belief
install installing
authenticate authentication
deal dealings
commercialize commercialization
scout scouting
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
oxygenate oxygenation
image imagery
vaccinate vaccine
inhibit inhibition
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
tolerate toleration
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
reduce reducer
disburse disbursement
run running
quantify quantity
stockpile stockpiling
expect expectancy
field fielding
detain detention
fortify fortification
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
propel propulsion
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
underpay underpayment
reassess reassessment
indict indictment
waste waster
circulate circulation
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
illustrate illustrator
detail detailing
inject injector
gain gainer
engrave engraving
compassionate compassion
costume costumer
picture picturing
resurge resurgence
immunize immunization
deter deterrence
depopulate depopulation
dehydrate dehydration
plant planter
stimulate stimulant
mutate mutant
correspond correspondence
wave waving
dodge dodging
please pleasure
hawk hawking
rail railing
bruise bruiser
wet wetter
deliver deliverance
prioritize priority
diversify diversification
convalesce convalescence
equate equation
fashion fashioning
disparage disparagement
ease easing
resuscitate resuscitation
opt option
distill distillation
license licensee
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
qualify qualifier
specialize specialization
blink blinking
convert conversion
fumigate fumigation
generate generator
reorganize reorganization
deport deportee
export exportation
tax taxer
upend upending
mat matting
raise raiser
retry retrial
commence commencement
refer name
grind grinder
dissemble dissembling
pelt pelting
comply compliance
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
melt melter
invade invasion
compute computation
manage manager
place aim
poach poaching
shock shocker
forbid forbidding
vacation vacationing
catch catcher
spatter spattering
soak soaker
trample trampling
contaminate contamination
liberate liberty
nurse nursery
creep creeping
tow tower
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
record recorder
consecrate consecration
issue issuing
admire admirer
mourn mourning
orchestrate orchestration
gas gassing
decide decision
set setting
sap sapper
modify modification
commission commissioning
cut cutter
dispense dispensary
migrate migration
refurbish refurbishment
motorcycle motorcycling
share sharing
impress impression
eat eating
interlock interlocking
join joining
putt putting
avenge avenger
delegate delegation
attack attacker
watch watcher
analyze analyst
create creature
jot jotting
cheer cheering
refer referee
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
wail wailing
decelerate deceleration
mutiny mutineer
tamp tamper
integrate integrator
quell quelling
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
print printer
denude denudation
confide confidant
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
incriminate crime
generalize generalization
salute pledge
publicize publicist
see seeing
beat beating
privatize privatization
attenuate attenuation
spank spanking
dismember dismemberment
weaken weakening
transmit transmission
shadow shadowing
prompt prompter
contribute contributor
commentate comment
lag laggard
admire admiration
tailor tailoring
postpone postponement
infest infestation
cool coolant
disinfect disinfectant
test testing
soldier soldiering
dissent dissension
chart chartist
titillate titillation
mine mining
condition conditioner
develop development
sob sobbing
adjourn adjournment
net netting
persecute persecution
place placement
necessitate necessity
spit spitting
seat seating
discourage discouragement
race racing
irrigate irrigation
refocus refocusing
fumigate fume
disable disablement
hug hugging
react reaction
flap flapping
outfit outfitting
flog flogging
magnify magnification
afflict affliction
tow towage
ostracize ostracism
squander squandering
ascend ascent
lend lender
reconnoitre reconnaissance
incriminate incrimination
double doubling
escape escapist
challenge challenger
stiffen stiffening
reappear reappearance
bury burial
clothe clothing
disenfranchise disenfranchisement
retail retailer
move mover
reposition repositioning
enter entering
succeed succession
elbow elbowing
size sizing
press pressure
computerize computer
incur incursion
replicate replication
denounce denouncement
juggle juggling
study studying
communicate communicator
melt melting
access accession
turn turning
flash flashing
plunge plunger
dress dressing
dance dancer
stay stayer
vault vaulter
till tiller
announce announcement
disburse disbursal
remain remainder
reorient reorientation
skip skipper
stow stowing
stagnate stagnation
rejuvenate rejuvenation
race racer
sign signature
float floater
hold holder
woo wooing
receive receiver
deliver delivery
prostrate prostration
elope elopement
hide hiding
energize energizing
conduct conduction
ascribe ascription
conquer conquering
subside subsidence
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
falter faltering
cough coughing
impart imparting
meddle meddler
interact interaction
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
collect collector
conspire conspirator
TEST
raft rafter
lower lowering
expend expending
separate separator
differentiate differentiation
idle idler
incinerate incineration
condemn condemnation
pitch pitching
provide provision
signify significance
handicap handicapper
vindicate vindication
germinate germ
innovate innovator
kindle kindling
select selector
weld welder
despair desperate
save savior
yawn yawner
strike striker
mystify mystification
reciprocate reciprocation
continue continuation
espouse espousal
strangle strangulation
wilt wilting
stall stalling
roast roaster
reveal revealing
redeem redemption
grasp grasping
wander wanderer
grapple grappling
salt salting
bat batter
conduct conducting
truck trucker
canal canalisation
bound bounder
spoil spoiler
lease lessee
ration rationing
descend descent
forge forging
cleanse cleansing
itemize item
embrace embracing
cool cooler
terminate termination
replenish replenishment
overlap overlapping
extradite extradition
extinguish extinction
fork forking
accept acceptance
commit commission
flavor flavoring
orchestrate orchestra
recite recitation
shave shaver
tick ticking
resolve resolving
launch launcher
computerize computerization
steal stealing
ring ringer
straggle straggler
depart departure
process processor
desecrate desecration
battle battler
grumble grumbling
travel traveler
optimize optimum
infiltrate infiltration
relive reliving
disapprove disapproval
account accountant
move motion
rouse rousing
space spacing
brainstorm brainstorming
amplify amplifier
combine combining
dock docking
conform conformance
abstain abstinence
land lander
trim trimming
portray portraitist
register registry
voyage voyager
harmonize harmony
embody embodiment
arbitrate arbiter
continue continuance
understate understatement
baffle mystification
quench quenching
establish establishment
formulate formula
admit admittance
contract contraction
grant grantor
acclimate climate
calculate calculus
question questioner
investigate investigating
emerge emergence
proclaim proclamation
sprinkle sprinkler
remind reminder
fingerprint fingerprinting
scoot scooter
pilot piloting
relieve reliever
theorize theory
concede conceding
cleave cleaver
pair pairing
pipe piper
kick kicking
pilfer pilferage
steer steerage
tell tale
clap clapping
tie tier
reshuffle reshuffling
discontent discontentment
ship shipping
sight sighting
limit limitation
headline headliner
gut gutter
revise revising
hurry hurrying
impose imposition
garden gardening
ruin ruining
brawl brawler
calibrate calibration
simplify simplification
score scoring
cast casting
crave craving
falsify falsification
dissolve dissolution
reelect reelection
predict prediction
settle settler
ebb ebbing
submerge submersion
stew stewing
starve starving
miniaturize miniaturization
earn earner
sense sensing
govern governor
vilify vilification
foreclose foreclosure
recalculate recalculation
introduce introduction
sequester sequestration
integrate integrating
argue argumentation
sleep sleeper
blackmail blackmailer
interrupt interruption
insulate insulator
play playing
facilitate facilitation
whirl whirling
highlight highlighting
deconstruct deconstruction
distill distillery
interdict interdiction
speculate speculator
burglarize burglary
hang hanger
attract attraction
encrypt encryption
drug drugging
retain retention
amalgamate amalgam
sign signer
reprint reprinting
landscape landscaping
borrow borrower
rope roping
debunk debunking
arrive arrival
hit hitter
time timer
recommend recommendation
submit submission
post posting
stack stacker
fold folder
employ employee
wrestle wrestler
prospect prospector
heat heater
top topper
retrain retraining
cover reporting
violate violator
disclose disclosure
evaporate evaporation
steamroll steamroller
decompose decomposition
heal healing
lose loser
rock rocker
view viewer
write writer
inquire inquiry
shatter shattering
acquire acquiring
anoint anointment
defer deferment
aspire aspiration
mow mower
fulfill fulfillment
entitle entitlement
stifle stifling
survive survival
defame defamation
rival rivalry
arrange arrangement
propel propeller
lift lifter
salve salvation
contain containment
reintroduce reintroduction
evolve evolution
explore explorer
make making
provoke provocation
presuppose presupposition
march marching
scan scanning
handle handler
enact enactment
stitch stitching
cloud clouding
take taker
riot rioting
ice icing
perspire perspiration
analyze analyzer
install installment
insist insisting
purge purging
notify notice
divide divider
lay layer
elevate elevator
end ending
vibrate vibrancy
head header
propose proposal
fill filling
condescend condescension
validate validation
intensify intensity
hit hitting
relate relation
embarrass embarrassment
knock knocker
pad padding
freeze freezing
expel expulsion
bathe bathing
duck ducking
complain complainant
squat squatter
dilate dilation
delete deletion
authorize authorization
simulate simulator
condense condensation
ransack ransacking
master mastering
rush rushing
flow flowing
ordain ordinance
warm warmer
condense condensate
sour souring
plaster plastering
transmit transmitter
stamp stamper
arbitrate arbitration
wire wiring
misinterpret misinterpretation
aggravate aggravation
commentate commentator
litigate litigation
summarize summary
bounce bouncer
slack slacker
trumpet trumpeter
solicit solicitor
rot rotting
comprehend comprehension
jog jogger
pollute pollutant
show showing
purify purifier
characterize character
bloom bloomer
enjoin injunction
eat eater
back backer
invalidate invalidation
deviate deviant
coordinate coordination
induce inducement
defile defilement
tabulate table
conciliate conciliation
advise advisory
avoid avoidance
machine machinist
abolish abolishment
constitute constituent
err error
splinter splintering
