TRAINING
weld welding
encourage encouragement
abstain abstinent
cast casting
puff puffing
bargain bargaining
adorn adornment
forfeit forfeiture
weave weaver
prohibit prohibition
pad padding
discontent discontentment
act acting
transplant transplanting
cater caterer
pack package
support supporting
revolutionize revolution
undertake undertaking
mail mailing
canal canalisation
spend spender
rub rubbing
meditate meditation
wane waning
head header
operate operation
groom grooming
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
contemplate contemplation
racketeer racketeering
reassure reassurance
pillage pillaging
quarry quarrying
supplement supplementation
sub subbing
attract attraction
execute execution
nest nester
carry carrier
yawn yawner
compete competition
educate education
analyze analysis
cuddle cuddling
qualify quality
waste wasting
settle settler
ebb ebbing
trade trader
remit remission
hatch hatching
narrow narrowing
emigrate emigrant
allude allusion
limit limitation
kneel kneeling
vomit vomiting
heckle heckler
replicate replica
sound sounder
execute executor
identify identity
test tester
dismantle dismantling
collude collusion
refurbish refurbishment
transmit transmittal
reintroduce reintroduction
command commander
calculate calculator
field fielder
mail mailer
originate originator
tie tying
charge charger
differentiate difference
function functioning
roast roaster
stain staining
box boxer
wage engagement
extrapolate extrapolation
rise riser
equalize equalization
amend amendment
graft grafting
flank flanker
digitize digit
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
equip equipment
perceive perception
diverge divergence
snipe sniper
admit admittance
reappear reappearance
wed wedding
wholesale wholesaler
cremate cremation
navigate navigation
despair desperation
quarter quartering
rectify rectification
stitch stitching
orphan orphanage
hesitate hesitancy
trim trimming
advance advancement
render rendering
disbar disbarment
freeze freezing
woo wooing
bifurcate fork
retaliate retaliation
voyage voyager
synthesize synthesizer
vacillate vacillation
recognize recognition
find finder
restrain restraint
honor honoring
result resultant
supply supplier
default defaulter
derail derailment
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
spoil spoiler
predict prediction
disarm disarmament
extinguish extinction
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
bound bounder
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
hedge hedging
derive deriving
wait waiter
swathe swathing
trap trapper
prosecute prosecutor
computerize computer
embody embodiment
accomplish accomplishment
found foundation
let letter
stall stalling
style stylist
detach detachment
retrospect retrospection
certify certificate
crawl crawling
redeem redemption
bank banking
engage engagement
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
strike striker
dislocate dislocation
march marching
indent indenture
slack slacker
leak leakage
decompress decompressing
fish fishing
shrink shrinkage
sense sensor
harden hardening
commentate commentator
shield shielding
stuff stuffing
disturb disturbance
kill killing
go goer
refill refilling
mow mower
create creation
pelt pelting
withdraw withdrawal
buy buying
trail trailer
choke choking
toy toying
compare comparison
express expression
restate restatement
stand standing
deport deportation
embrace embracing
deliberate deliberation
golf golfing
combine combination
socialize socialization
sequester sequestration
compensate compensation
categorize category
fork forking
decimate decimation
stroll stroller
instigate instigator
exclaim exclaiming
assume assumption
locate location
muse musing
spy spying
monopolize monopolist
condescend condescension
prime primer
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
consult consultant
purify purity
forge forgery
shake shaker
starve starvation
huff huffing
call caller
ice icing
teach teacher
employ employer
alleviate alleviation
spill spillage
motor motorist
confide confidence
thwart thwarting
extend extent
conscript conscription
fix fixer
print printing
row rower
refine refiner
vilify vilification
maximize maximum
inoculate inoculation
sell seller
constitute constitution
plead pleading
tack tacking
handicap handicapper
crowd crowding
import importation
iron ironing
pacify pacification
forge forging
export exporting
drink drinking
vent venting
scan scanner
surf surfer
amplify amplifier
perform performance
mean meaning
prostitute prostitution
tip tipper
banish banishment
evaluate evaluator
equalize equalizer
complete completion
bloom bloomer
debunk debunking
victimize victim
tickle tickling
examine examination
diet dieting
oblige obligation
select selection
march marcher
float floating
string stringer
expatriate expatriation
intend intent
dominate dominion
defend defender
inspect inspector
educate educator
smile smiling
destroy destruction
quench quenching
blow blowing
segregate segregation
decay decadent
cover covering
extort extortion
pilot pilotage
extradite extradition
hurt hurting
stick sticker
pet petting
resolve resolution
guess guessing
denigrate denigration
utilize utilization
refuel refueling
perform performer
pack packing
promote promoter
curb check
can cannery
haul hauler
correct correction
implode implosion
marry marriage
institute institution
motivate motivator
instigate instigation
disagree disagreement
subscribe subscriber
enforce enforcement
market marketer
butcher butchery
lecture lecturer
lag lagging
endure endurance
school schooling
warm warmer
stalk stalker
pursue pursuit
guarantee guarantor
pick picking
finish finishing
sing singing
fit fitter
oppose opposition
agonize agony
light lighter
enclose enclosure
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
pun punning
exhaust exhaustion
convert converter
gravitate gravity
litigate litigator
surface surfacing
grade grading
repay repayment
trek trekker
bag bagging
drain drainage
lead leader
escape escapee
instrument instrumentation
fester festering
transfer transference
publish publication
save savings
desecrate desecration
called calling
socialize socializing
negotiate negotiator
miniaturize miniature
bugger buggery
mutilate mutilation
teach teaching
falcon falconry
discover discovery
depend dependency
sweep sweeping
account accounting
broker brokerage
pronounce pronunciation
measure measuring
rant ranting
cleanse cleanser
usurp usurpation
decentralize decentralization
revitalize revitalization
land lander
govern government
prick pricking
arm armament
mountaineer mountaineering
trample trampling
draft drafting
feel feeling
simulate simulator
cloud clouding
heckle heckling
rob robber
condition conditioner
defer deference
puzzle puzzlement
ferment fermentation
type typing
cannibalize cannibal
evict eviction
soak soaking
seal sealing
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
desert desertion
radiate radiance
urge urging
rescue rescuer
transform transformation
tan tanning
heave heaver
flutter fluttering
tutor tutelage
perfect perfection
equate equal
relinquish relinquishing
spoil spoiling
repatriate repatriation
reincarnate reincarnation
scrub scrubbing
ground grounding
reap reaper
post posting
live liver
straggle straggler
infuse infusion
pave pavement
receive receptor
summarize summary
reproduce reproduction
legalize legalization
enact enactment
bore borer
mandate mandatory
establish establishment
pen penning
resurrect resurrection
oversee overseer
contract contractor
consist consistency
measure measurement
soften softening
reveal revealing
unfold unfolding
feed feeding
scavenge scavenger
clear clearance
pass passage
beautify beauty
peel peeling
touch touching
comfort comforter
pretend pretender
program programmer
argue argumentation
mature maturation
relax relaxation
prepay prepayment
time timer
mistake mistaking
read reading
attend attendant
wipe wiper
deter deterrent
detonate detonator
militarize military
enlighten enlightenment
provoke provocation
revere reverence
originate origination
inquire inquiring
compete competitor
name citation
pave paving
enforce enforcer
borrow borrower
merge merging
bet better
excel excellence
prune pruning
file filer
commute commuter
license licenser
bark barker
insulate insulation
comment commentary
believe belief
install installing
authenticate authentication
deal dealings
commercialize commercialization
scout scouting
intermediate intermediation
isolate isolation
pound pounding
fast fasting
sack sacking
image imagery
jog jogger
inhibit inhibition
merchandise merchandiser
computerize computerization
handle handling
dissent dissenter
gamble gambling
tolerate toleration
deploy deployment
cede cession
intercept interception
winnow winnowing
reform reformist
govern governor
disburse disbursement
wilt wilting
quantify quantity
stockpile stockpiling
drive drift
field fielding
shock shocker
fortify fortification
irritate irritant
argue argument
tabulate table
plunder plundering
elevate elevation
master mastery
propel propulsion
stagnate stagnation
capitalize capital
seduce seducer
listen listening
squeeze squeezing
save saver
develop developing
TUNING
underpay underpayment
bumble bumbler
resolve resolving
waste waster
circulate circulation
persist persistency
internationalize internationalization
smelt smelter
qualify qualifying
revise revising
recalculate recalculation
illustrate illustrator
detail detailing
inject injector
prompt prompting
engrave engraving
aggravate aggravation
costume costumer
picture picturing
resurge resurgence
immunize immunization
deter deterrence
depopulate depopulation
ascribe ascription
plant planter
stimulate stimulant
mutate mutant
grasp grasping
wave waving
dodge dodging
please pleasure
photograph photographer
proclaim proclamation
bruise bruiser
wet wetter
deliver deliverance
prioritize priority
diversify diversification
convalesce convalescence
equate equation
fashion fashioning
personify person
ease easing
resuscitate resuscitation
opt option
trace tracing
innovate innovator
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
qualify qualifier
specialize specialization
blink blinking
convert conversion
fumigate fumigation
generate generator
reorganize reorganization
deport deportee
export exportation
tax taxer
transship transshipment
mat matting
coordinate coordination
slack slacking
commence commencement
refer name
overtake overtaking
dissemble dissembling
baffle mystification
comply compliance
multiply multiplier
sculpt sculptor
conglomerate conglomeration
levitate levitation
separate separator
invade invasion
aspire aspiration
manage manager
place aim
poach poaching
characterize character
forbid forbidding
vacation vacationing
pilot piloting
worsen worsening
approve approval
grapple grappling
contaminate contamination
liberate liberty
water watering
creep creeping
tow tower
correspond correspondent
damn damnation
apply application
reverse reversal
urinate urine
lift lifter
consecrate consecration
arrange arrangement
admire admirer
dress dresser
orchestrate orchestration
gas gassing
decide decision
complain complaint
sap sapper
modify modification
commission commissioning
cut cutter
dispense dispensary
migrate migration
ski skier
syndicate syndication
share sharing
impress impression
liquify liquid
procure procurer
ring ringer
highlight highlighting
avenge avenger
send sending
attack attacker
weld welder
analyze analyst
direct place
hiss hissing
cheer cheering
refer referee
refine refining
arrive arrival
plan planner
coagulate coagulant
occupy occupancy
wail wailing
decelerate deceleration
mutiny mutineer
tamp tamper
integrate integrator
liquidate liquidation
throw thrower
augment augmentation
disintegrate disintegration
abuse abuser
venture venturer
kindle kindling
print printer
seat seating
confide confidant
question questioning
incinerate incineration
trumpet trumpeter
incriminate crime
generalize generalization
salute pledge
publicize publicist
see seeing
beat beating
privatize privatization
attenuate attenuation
spank spanking
refocus refocusing
weaken weakening
transmit transmission
shadow shadowing
embarrass embarrassment
calculate calculation
commentate comment
purify purifier
admire admiration
riot rioting
postpone postponement
infest infestation
cool coolant
disinfect disinfectant
test testing
continue continuance
dissent dissension
chart chartist
titillate titillation
mine mining
retain retention
develop development
sob sobbing
adjourn adjournment
net netting
persecute persecution
place placement
necessitate necessity
spit spitting
ration rationing
discourage discouragement
race racing
irrigate irrigation
crack cracker
explore explorer
introduce introduction
hug hugging
emerge emergence
flap flapping
outfit outfitting
order ordering
magnify magnification
afflict affliction
tow towage
ostracize ostracism
flavor flavoring
ascend ascent
dive diving
reconnoitre reconnaissance
counteract counteraction
double doubling
escape escapist
challenge challenger
stiffen stiffening
scaffold scaffolding
bury burial
clothe clothing
disenfranchise disenfranchisement
furnish furniture
sign signer
reposition repositioning
dig digging
succeed succession
elbow elbowing
size sizing
press pressure
rinse rinsing
incur incursion
replicate replication
denounce denouncement
juggle juggling
parcel parceling
communicate communicator
shoot shooting
access accession
separate separation
suspend suspension
plunge plunger
acquiesce acquiescence
dance dancer
stay stayer
vault vaulter
till tiller
truck trucker
disburse disbursal
remain remainder
reorient reorientation
solder soldering
stow stowing
fill filling
rejuvenate rejuvenation
race racer
sign signature
float floater
hold holder
overlap overlapping
receive receiver
deliver delivery
defer deferment
insist insisting
resonate resonance
energize energizing
conduct conduction
absent absence
dictate dictator
subside subsidence
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
formulate formulation
supervise supervising
slide slider
project projector
sin sinner
falter faltering
cough coughing
impart imparting
infer inference
interact interaction
greet greeting
prepare preparation
shore shoring
condense condenser
browse browser
collect collector
conspire conspirator
TEST
exhibit exhibition
dose dosage
resemble resemblance
promulgate promulgation
wreck wrecking
detonate detonation
weep weeping
instal installing
war warrior
jail jailer
dodge dodger
exempt exemption
accede accession
patent patentee
convey conveyor
distract distraction
rattle rattling
inhibit inhibitor
collaborate collaboration
feather feathering
reside resident
wash washing
dwindle dwindling
flip flipper
lodge lodgement
transport transportation
excite excitement
instill instilling
sculpt sculpture
quack quackery
invent invention
twist twisting
ravage ravaging
compress compressor
weigh weighing
presume presumption
incite incitement
visit visitation
designate designation
package packaging
ship shipper
enter entering
contaminate contaminant
think thinking
conciliate conciliator
face facing
violate violation
bank banker
jeer jeering
redeploy redeployment
conquer conquering
write writing
rescind rescission
command commandant
ease easement
punt punter
assess assessment
swing swinging
dissipate dissipation
yawn yawning
embezzle embezzlement
shell shelling
converge convergence
sting stinger
pretend pretense
nurse nursery
occupy occupier
evaporate vapor
purchase purchasing
preach preacher
choke choker
arrest arrester
incarnate incarnation
fluctuate fluctuation
loot looting
thicken thickener
unveil unveiling
expect expectancy
persist persistence
recover recovery
strengthen strengthening
tap tapping
contribute contributor
retire retiree
join junction
dehydrate dehydration
draw drawing
interview interviewee
cushion cushioning
readmit readmission
donate donation
conceive conception
read reader
portray portrayal
mitigate mitigation
price pricing
mystify mystery
prevent prevention
mate mating
flash flashing
confine confinement
ferment fermenting
graze grazing
facilitate facilitator
undervalue undervaluation
court courting
rent rental
inflame inflaming
mend mending
mediate mediation
abhor abhorrence
recount recounting
flog flogging
dispossess dispossession
advertise advertisement
jot jotting
bulldoze bulldozer
collaborate collaborator
enhance enhancer
rationalize rationalization
live living
eat eating
bottle bottler
dress dressing
soak soaker
chill chilling
appear appearance
plan planning
vault vaulting
deify deity
mystify puzzle
lend lender
expropriate expropriation
oppose opponent
obsess obsession
incriminate incrimination
long longer
swell swelling
dismember dismemberment
season seasoning
understand understanding
clock clocking
extract expression
criticize critic
germinate germination
reinforce reinforcement
speak speaking
freelance freelancer
reveal revelation
conceal concealment
distill distillate
sleep sleeping
harmonize harmonization
bellow bellowing
open opening
observe observer
destroy destroyer
tease teasing
underwrite underwriter
corroborate corroboration
cluster clustering
draft draftee
dignify dignity
dream dreaming
grin grinning
initiate initiation
detract detraction
concord concurrence
elude eluding
harass harassment
disappear disappearing
retail retailing
digest digestion
tend tending
till tillage
stretch stretching
relegate relegating
stone stoning
surround surroundings
sprint sprinter
implement implementation
disclaim disclaimer
retail retailer
render rendition
evaluate value
predominate predominance
derogate derogation
debate debater
televise television
debrief debriefing
sprinkle sprinkling
sail sailing
generate generation
sew sewing
untangle untangling
intern internment
tremble trembling
get getting
produce producer
smell smelling
deposit depositor
discontinue discontinuation
meet meeting
typify type
redefine redefinition
cook cooker
conjure conjurer
foster fostering
automate automation
preserve preserver
accredit accreditation
send sender
jostle jostling
reclaim reclamation
weave weaving
substitute substituting
switch switcher
mug mugger
dive diver
part parting
organize organization
convict conviction
fasten fastening
dilate dilatation
sputter sputtering
shun shunning
deposit deposition
give giver
oscillate oscillation
determine determinant
spend spending
hide hiding
cheat cheating
arrange arranger
graduate graduation
cook cooking
deride derision
stoke stoker
create creature
inactivate inactivation
disobey disobedience
export exporter
motivate motivation
paper papering
delegate delegating
tile tiling
reconnoitre reconnoitring
stretch stretcher
exhibit exhibitor
slacken slackening
enlist enlisting
lynch lynching
punish punishment
interlock interlocking
prevaricate prevarication
demonstrate demonstration
subject subjection
reevaluate reevaluation
volunteer voluntary
corrupt corruption
baptise baptism
stimulate stimulation
book booking
commission commissioner
exploit exploitation
swim swimming
kiss kissing
swim swimmer
win winner
shave shaving
boat boating
absolve absolution
wither withering
veer veering
image imaging
motivate motive
substitute substitution
except exception
fund funding
regulate regulator
retard retardation
walk walker
withhold withholding
hear hearing
magnify magnitude
tax taxation
cross crossing
diagnose diagnosis
bombard bombardment
remit remittance
pose posing
silence silencer
perform performing
dub dubbing
savage savagery
proscribe proscription
lodge lodgings
legislate legislation
ascend ascendancy
snort snorting
confess confession
lament lamentation
offer offeror
track tracking
disembark disembarkation
indulge indulgence
advise advisement
skate skater
advertise advertiser
study studying
condition conditioning
allocate allocation
mark marking
found founding
smash smashing
consign consignee
train trainer
multiply multiplication
utilize utility
obligate obligation
commute commutation
control controller
mine miner
peddle peddling
envision envisioning
swindle swindler
evaluate evaluation
ooze oozing
cure curing
misstate misstatement
