TRAINING
irradiate irradiation
assemble assemblage
deify deity
prevent prevention
distill distillery
remain continuation
eradicate eradication
melt melter
sedate sedation
oxygenate oxygen
determine determinant
acquaint acquaintance
overheat overheating
extract expression
pray prayer
legislate legislature
refine refinery
yearn yearning
school schooling
disappear disappearing
mold molding
accelerate accelerator
film filming
raise raising
loathe loathing
inflame inflaming
overlap overlapping
imitate imitator
land landing
scaffold scaffolding
sweeten sweetening
scatter scattering
intern internment
derive deriving
detract detractor
watch watching
underpay underpayment
sing singer
poke poker
feign feigning
substitute substituting
provoke provocation
terrorize terror
pacify peace
fish fishing
aspire aspiration
monitor monitoring
treat treatment
detain detention
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
reassign reassignment
generalize generalization
communicate communicating
mean meaning
disobey disobedience
spin spinning
improve improver
pertain pertinence
juggle juggling
cast caster
split splitter
tremble trembling
incur incurring
skip skipper
mistake mistaking
perform performance
coerce coercion
behold beholder
stalk stalker
dine dining
clock clocking
restate restatement
refine refiner
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
propose proposition
garden gardening
inspect inspector
oblige obligation
wreck wrecker
tell tale
notify notification
dig digger
equip equipping
pension pensioner
flame flaming
pick picking
reorient reorientation
serve servant
bicycle bicyclist
monopolize monopolist
smash smashing
double doubling
stretch stretching
deport deportation
stuff stuffing
defoliate defoliant
acquire acquiring
emasculate emasculation
observe observer
preach preaching
desalinate desalination
shorten shortening
clarify clarification
exonerate exoneration
bounce bouncer
ease easement
disseminate dissemination
move movement
equalize equalization
raid raider
measure measuring
kneel kneeling
confess confession
affirm affirmation
recycle recycling
abstract abstraction
press pressing
shake shaking
desolate desolation
concoct concoction
keep keeping
contain containment
moisten moisture
filter filtration
utilize utilization
commune communion
congregate congregating
unite union
fast fasting
differentiate differentiation
crow crowing
jest jester
depict picture
crack cracking
save savings
weigh weighing
be being
retrieve retrieval
claim claimant
beat beater
breed breeder
operate operator
chop chopper
string stringer
pose posing
assist assistant
multiply multiplication
attach attachment
tackle tackler
intensify intensification
dye dyeing
reappraise reappraisal
trick trickery
salt salting
corrupt corruption
butt butter
pronounce pronunciation
radiate radiation
overstate overstatement
ration rationing
navigate navigator
round rounder
substantiate substantiation
falsify falsification
develop developing
abstain abstinent
supervise supervision
sob sobbing
race racer
repent repentance
plow plowing
liberate liberator
deflect deflection
socialize socializing
comfort comforter
emphasize emphasis
originate origin
diverge divergence
engrave engraving
globalize globalization
rent rental
snip snipping
profess profession
pipe piper
recuse recusal
etch etching
investigate investigating
arouse arousal
intoxicate intoxication
point pointer
admit admittance
number numbering
incinerate incineration
assimilate assimilation
growl growling
define definition
sift sifting
thwart thwarting
open opening
shrink shrinkage
forfeit forfeiture
gain gainer
prime primer
typify type
pun punning
format formatting
rally rallying
misread misreading
dismantle dismantlement
incubate incubator
presume presumption
confederate confederation
present presenter
disagree disagreement
subsidize subsidization
sweat sweater
decide decision
recommend recommendation
disembark disembarkation
reintroduce reintroduction
salve salvage
announce announcement
operate operation
mystify puzzle
teach teaching
stand standing
precipitate precipitation
connect connector
rule ruler
compose component
flutter fluttering
dispense dispensation
innovate innovator
relinquish relinquishing
translate translator
impeach impeachment
tumble tumbling
frighten frightening
enforce enforcer
indulge indulging
injure injury
offer offeror
furnish furniture
privatize privatization
investigate investigator
mystify puzzlement
stagnate stagnancy
wait waiting
decontaminate decontamination
officiate office
shrink shrinking
enjoin enjoining
weep weeping
merchandise merchandising
deteriorate deterioration
curl curler
pave pavement
tank tankage
desecrate desecration
cycle cyclist
qualify qualification
yield yielding
type typist
compress compression
distort distortion
chart chartist
rant ranting
abolish abolition
exert exertion
socialize socialization
rebel rebellion
advance advancement
strengthen strengthening
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
grade grading
punt punter
unify unit
switch switching
negotiate negotiator
squeeze squeezing
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
accelerate acceleration
reside residence
devalue devaluation
excise excision
glorify glory
regulate regulator
read reading
broadcast broadcaster
recede recession
break breakage
accomplish accomplishment
audit auditor
shun shunning
use user
reorganize reorganization
sleep sleeping
weld welder
certify certification
synchronize synchronizing
militarize military
arraign arraignment
cover reporting
scrub scrubbing
soar soaring
assail assailant
market marketer
amputate amputation
shear shears
marry married
brief briefing
televise television
cleave cleavage
waterproof waterproofing
vibrate vibration
outfit outfitting
box boxing
bathe bathing
mediate mediator
cause causation
signify sign
portray portrait
discourage discouragement
compete competition
descend descent
prepay prepayment
persecute persecution
adjudicate adjudicator
establish establishment
tune tuner
drink drinking
appoint appointee
squat squatter
hoax hoaxer
conceal concealment
maximize maximization
quantify quantification
map mapping
exemplify example
refer referral
sense sensing
howl howling
convey conveying
counteract counteraction
mystify mystification
fasten fastening
derail derailment
reconnoitre reconnoitring
proceed procession
lie liar
donate donation
create creator
solidify solid
splash splashing
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
detect detection
kiss kissing
theorise theory
bear bearing
defame defamation
market marketing
headline headliner
quantify quantity
agitate agitator
switch switcher
spell spelling
entertain entertainment
pursue pursuit
support supporter
amaze amazement
mix mixer
solve solvent
retail retailer
deport deportment
streak streaker
jail jailer
tie tier
finalize finalization
bake baking
vaporize vapor
vault vaulting
regulate regulation
trample trampling
arrange arranger
advertise advertisement
percolate percolation
counsel counselor
predict prediction
cluster clustering
comply compliance
estimate estimation
update updating
collaborate collaborator
inhabit inhabitant
enter entrance
harden hardening
learn learner
depopulate depopulation
strew strewing
produce producer
reconsider reconsideration
lynch lynching
dissolve dissolving
correlate correlation
celebrate celebrant
commit committal
direct place
bank banking
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
trail trailing
exchange exchanger
credit creditor
field fielding
inquire inquiry
accord accordance
disqualify disqualification
germinate germination
happen happening
repatriate repatriation
replenish replenishment
retract retraction
diversify diversification
renew renewal
walk walking
date dating
shop shopping
reside resident
cleanse cleanser
terminate termination
specialize specialization
develop developer
pay payer
reaffirm reaffirmation
follow follower
diversify diversity
redevelop redevelopment
detail detailing
nest nester
reunify reunion
absent absentee
repair reparation
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
wilt wilting
golf golfer
dethrone dethronement
interact interaction
parole parolee
jog jogging
occupy occupancy
tube tubing
hop hopper
announce announcer
identify identity
defend defendant
formulate formulation
expose exposure
dodge dodger
laminate lamination
expect expectancy
settle settlement
flash flashing
function functioning
hinder hindrance
immigrate immigrant
pare paring
testify testimony
sort sorting
condense condensate
violate violator
suck sucking
speculate speculation
start starting
ache aching
abate abatement
connive connivance
present presentment
disavow disavowal
gyrate gyration
drink drinker
strip stripper
incline inclination
produce production
mend mending
abolish abolishment
remit remission
rent renter
implode implosion
fashion fashioning
fortify fort
execute execution
receive recipient
mitigate mitigation
lodge lodgings
germinate germ
reconcile reconciliation
dub dubbing
resettle resettlement
tune tuning
cruise cruiser
perfume perfumery
tabulate tabulation
advise adviser
suffer sufferer
lever leverage
redefine redefinition
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
truck trucking
mark marking
TUNING
incriminate incrimination
see seer
protect protector
convey conveyance
stifle stifling
believe believer
blackmail blackmailer
remarry remarriage
mine mining
costume costumer
get getting
revive revival
specify specification
replicate replication
appraise appraisal
tense tension
deregulate deregulation
reposition repositioning
adapt adaption
perpetrate perpetration
fill filler
ascend ascension
care caring
shock shocker
disturb disturbance
obliterate obliteration
cut cutting
speak speaker
impart imparting
occupy occupier
examine examiner
bombard bombardment
urinate urine
wait waiter
encode encoding
confer conference
better betterment
sting stinging
seize seizure
invade invasion
proceed proceedings
polish polishing
sing singing
divide divider
inspect inspection
down downer
wrestle wrestler
spend spending
legalize legalization
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
thin thinner
bloom bloomer
solidify solidifying
ship shipping
manage management
note notation
stiffen stiffening
disarm disarming
balloon balloonist
erode eroding
splinter splintering
impound impounding
incriminate crime
retry retrial
convene convention
instruct instruction
love lover
carry carrier
incubate incubation
provide provision
reiterate reiteration
finance financing
box boxer
breed breeding
extort extortion
discover discoverer
farm farmer
compute computation
blow blowing
repeat repetition
invert inverter
resonate resonance
cook cooker
forest forestry
affiliate affiliation
inflame inflammation
despair desperation
sterilize sterilization
excite excitement
hiss hissing
draw drawer
urinate urination
pack packer
consult consultant
alter alteration
quarter quartering
underperform underperformer
pollinate pollen
forbid forbidding
mobilize mobilization
rate rating
attend attention
supervise supervisor
confront confrontation
crackle crackling
end ending
provide provider
experiment experimentation
authorize authorization
sound sounder
rescue rescuer
deal dealings
transfer transference
freeze freezing
demote demotion
flatter flattery
process processor
undo undoing
transfer transferor
walk walker
edit editing
polish polisher
mediate mediation
carbonate carbonation
boat boating
stock stocking
scrub scrubber
group grouping
print printer
sell seller
compile compilation
soldier soldiering
procure procurer
overestimate overestimation
forecast forecaster
gravitate gravity
mine miner
green greening
recant recantation
qualify qualifying
enter entering
fumigate fume
detonate detonator
demonstrate demonstration
culminate culmination
pad padding
prosecute prosecutor
overtake overtaking
vary variation
travel traveling
refer referee
cheat cheating
misappropriate misappropriation
stick sticker
ventilate ventilator
imitate imitation
kill killer
speed speeding
dock docking
diagnose diagnosis
wage engagement
dismember dismemberment
condemn condemnation
electrify electricity
heckle heckling
consummate consummation
boil boiler
emphasize emphasizing
repute reputation
putt putting
trap trapper
tap tapping
blow blower
apprehend apprehension
vacillate vacillation
moderate moderation
contend contention
join juncture
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
surf surfer
style stylist
contend contender
wake waking
live liver
speculate speculator
elaborate elaboration
stimulate stimulation
unify unification
heat heater
quench quenching
recount recounting
stabilize stabilization
murmur murmuring
decode decoding
retake retaking
ostracise ostracism
portray portraitist
sputter sputtering
snort drug
concede conceding
pollute polluter
stand standard
react reaction
please pleasure
truck trucker
freshen freshener
stun stunner
compose composition
tap tapper
disengage disengagement
communicate communicator
stoke stoker
expend expending
elect election
volunteer voluntary
occupy occupant
riot rioting
retrieve retriever
glamorize glamorization
spoil spoiling
time timer
falsify falsity
field fielder
involve involvement
place aim
understand understanding
recite recital
expel expelling
murder murderer
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
water watering
exempt exemption
chatter chattering
snorkel snorkeling
infiltrate infiltration
falter faltering
schedule scheduler
program programing
transmit transmission
yell yelling
slave slavery
impair impairment
starve starvation
compare comparison
scheme schemer
fall faller
remove remover
sanctify saint
line liner
acquiesce acquiescence
vaccinate vaccination
prepare preparation
inaugurate inauguration
consign consignment
tolerate tolerance
scout scouting
implicate implication
promote promoter
license licensee
constrict constriction
promote promotion
suspend suspender
drum drumming
face facing
settle settling
divest divestiture
diet dieting
dissuade dissuasion
dispose disposition
draw drawing
catalyze catalyst
argue argument
vouch voucher
infuse infusion
zip zipper
evade evasion
unload unloading
disown disowning
alleviate alleviation
inflate inflation
crystalize crystal
oxidise oxide
accuse accuser
sweat sweating
negotiate negotiation
offer offering
submit submission
TEST
reassess reassessment
raze razing
imply implication
install installation
deal dealer
rehearse rehearsal
temper temperance
addict addiction
savage savagery
proscribe proscription
differ difference
install installing
tabulate table
thaw thawing
chicane chicanery
thicken thickener
comprehend comprehension
muse musing
illustrate illustrator
retract retractor
depend dependency
evaporate evaporation
acquire acquirer
rush rushing
avenge avenger
wire wiring
multiply multiplier
thicken thickening
cook cookery
name citation
falsify falsifying
instruct instructor
disarm disarmament
rob robber
congratulate congratulation
exhume exhumation
intercept interceptor
court courting
excavate excavator
manipulate manipulation
pant panting
ebb ebbing
peel peeling
defoliate defoliation
access accession
govern governance
wax waxing
reach reaching
perspire perspiration
configure configuration
called calling
subsidize subsidy
compress compressor
flavor flavoring
track tracker
cleanse cleansing
promulgate promulgation
gratify gratification
fire firing
study student
prompt prompting
demolish demolition
exaggerate exaggeration
inherit inheritance
twitch twitching
tease teaser
sprinkle sprinkler
ingest ingestion
guess guessing
lodge lodgement
cultivate cultivation
send sender
accommodate accommodation
remember remembrance
strip stripping
defuse defusing
amortize amortization
amend amendment
solo soloist
wipe wiper
prospect prospector
synthesize synthesizer
convert conversion
stroll stroller
duck ducking
ship shipment
hack hacker
reminisce reminiscence
stir stirring
ascribe ascription
brace bracing
mourn mourning
collect collecting
discontinue discontinuance
cut cutter
reside residency
honor honoring
resolve resolution
combat combatant
snuggle snuggling
captivate captive
enlist enlisting
advise advisory
emulate emulation
elevate elevation
war warrior
misunderstand misunderstanding
develop development
patch patching
object objector
tear tearing
equalize equalizer
rationalize rationalization
wholesale wholesaler
adjourn adjournment
shoot shooter
exclude exclusion
photograph photographer
contaminate contaminant
integrate integrating
enact enactment
color coloring
deliver deliverance
damp damper
mount mounting
mistreat mistreatment
cede cession
keep keeper
wheel wheeling
subordinate subordination
move motion
intensify intensity
subsist subsistence
embezzle embezzlement
sail sailor
roll roller
issue issuing
hug hugging
evacuate evacuation
index indexation
complain complaint
advertise advertising
seduce seducer
reject rejection
struggle struggler
differentiate difference
smooth smoother
reproduce reproduction
soften softening
transgress transgression
magnify magnitude
materialize materialization
waive waiver
heal healer
execute executing
matriculate matriculation
regulate regulating
guarantee guarantor
betray betrayal
roast roasting
conceive concept
bat batter
lie lying
pace pacer
list listing
baptise baptism
butcher butchery
phrase phrasing
harvest harvesting
hit hitter
command commander
adorn adornment
lend lender
harvest harvester
enter entrant
activate activator
lighter lighterage
rectify rectification
knock knocking
concede concession
tint tinting
retaliate retaliation
measure measurer
condescend condescension
pressurize pressure
seal sealing
shatter shattering
parcel parceling
float floatation
sue suit
observe observation
prefer preference
frame framing
penetrate penetration
hunt hunting
trek trekker
intermediate intermediation
interrogate interrogator
revel revelry
decide deciding
prohibit prohibition
prolong prolongation
charge charger
devote devotee
landscape landscaping
bind binding
commute commuting
deliberate deliberation
fruit fruition
titillate titillation
word wording
mark marker
collaborate collaboration
surface surfacing
board boarder
cover coverage
feel feelings
torture torturing
tax taxer
crack cracker
concord concurrence
fall accrual
terrify terror
deduct deduction
possess possessor
abhor abhorrence
brainstorm brainstorming
bag bagging
instigate instigation
instigate instigator
dictate dictator
stow stowing
spill spillage
rib ribbing
rise riser
stop stoppage
ready readying
print printing
please pleasing
inquire inquiring
stagnate stagnation
fit fitting
enlist enlistment
depreciate depreciation
interview interviewer
compact compaction
conquer conqueror
locate locator
invert inversion
expropriate expropriation
litigate litigant
hear hearing
ape aper
meet meeting
ring ringer
syndicate syndicator
case casing
extend extension
deny denial
canal canalization
referee refereeing
quiver quivering
notify notice
commit commitment
hang hanger
teach teacher
theorize theory
avert aversion
chase chaser
fingerprint fingerprinting
usurp usurpation
administer administration
assign assignation
curtail curtailment
wail wailing
intend intent
embody embodiment
wring wringer
consume consumer
master mastering
recede receding
silence silencer
log logging
recommence recommencement
judge judiciary
lunch lunching
designate designation
paper papering
reciprocate reciprocation
elect electorate
frisk frisking
arbitrate arbiter
reinterpret reinterpretation
adapt adapter
atone atonement
commute commutation
supplant supplanting
decay decadent
rejoice rejoicing
rotate rotation
codify codification
veer veering
differentiate differentiator
attack attacker
plant planter
shout shouting
rearm rearmament
whisper whispering
trim trimming
convoke convocation
fade fading
dominate dominance
wreck wreckage
coach coaching
apply application
preserve preservation
wear wearer
join joining
use usage
stitch stitcher
calculate calculator
adopt adoption
recreate recreation
tax taxation
govern government
compose composer
calculate calculation
deregulate deregulating
hijack hijacker
stripe striping
