TRAINING
irradiate irradiation
disrupt disruption
enter entree
assemble assemblage
encase encasement
bust buster
signal signaling
breathe breather
eradicate eradication
subordinate subordination
prostrate prostration
espouse espousal
arbitrate arbitrator
acquaint acquaintance
twitch twitching
personify persona
double doubling
alter alteration
fit fitting
yearn yearning
conduct conduction
meet meeting
invest investor
accelerate accelerator
go goer
scout scouting
run runner
inflame inflaming
overlap overlapping
tabulate tabulation
melt melting
gyrate gyration
substitute substituting
scatter scattering
intern internment
rediscover rediscovery
pace pacing
roar roaring
simulate simulator
sing singer
stall stalling
ventilate ventilation
intensify intensification
provoke provocation
repulse drive
pacify peace
buff buffer
parent parentage
fabricate fabricator
portray portraitist
condemn condemnation
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
whir whirring
mean meaning
disobey disobedience
spin spinning
space spacing
tack tacking
juggle juggling
steal stealing
stain staining
tremble trembling
incur incurring
transmit transmitting
press pressing
lean leaner
coerce coercion
elect elector
disappear disappearing
sheet sheeting
terrify terror
impeach impeachment
highlight highlighting
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
assign assignment
garden gardening
scaffold scaffolding
oblige obligation
connive connivance
marry married
track tracking
extract expression
equip equipping
develop developer
flame flaming
duck ducking
confer conference
serve servant
restore restoration
disperse dispersion
abhor abhorrence
combine combination
reveal revelation
deport deportation
prevail prevalence
jump jumping
propel propulsion
emasculate emasculation
honor honoring
preach preaching
persist persistence
present presenter
observe observation
screen screener
bounce bouncer
ease easement
immerse immersion
grasp grasping
shed shedding
raid raider
decay decadent
kneel kneeling
connect connector
affirm affirmation
stop stoppage
abstract abstraction
misappropriate misappropriation
shake shaking
subsist subsistence
concoct concoction
keep keeping
corroborate corroboration
moisten moisture
filter filtration
flirt flirtation
game gaming
congregate congregating
advocate advocacy
differentiate differentiation
conceal concealment
respond respondent
quiver quivering
electrify electrification
forfeit forfeiture
finish finisher
stock stocking
prevent prevention
calibrate caliber
sting stinging
readjust readjustment
perform performing
play playing
chop chopper
withdraw withdrawal
pose posing
confiscate confiscation
pair pairing
differ difference
hear hearing
revive revival
mend mending
militarize military
trick trickery
connect connection
adopt adoption
butt butter
pronounce pronunciation
moderate moderator
overstate overstatement
marginalize marginalization
navigate navigator
quantify quantification
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
abolish abolishment
obsess obsession
chicane chicanery
read reading
reinterpret reinterpretation
restrain restraint
reunify reunion
continue continuation
impart imparting
stimulate stimulation
ape aper
exemplify example
dismember dismemberment
ache aching
pipe piper
recuse recusal
heat heating
beat beater
back backing
bound boundary
publicize publicist
admit admittance
intersect intersection
injure injury
assimilate assimilation
congratulate congratulation
define definition
necessitate necessity
thwart thwarting
open opening
reminisce reminiscence
measure measuring
raise raising
overproduce overproduction
ventilate ventilator
fuse fusion
tune tuning
disappear disappearance
appeal appellant
correspond correspondence
pare paring
undervalue undervaluation
tap tapper
lie lying
sit sitter
audit auditor
sweat sweater
invert inversion
dirty dirtying
bat batter
spoil spoiling
explore exploration
ooze oozing
press pressure
skip colloquialism
shrink shrinkage
stand standing
precipitate precipitation
bank banking
visit visitor
perform performance
slug slugger
proliferate proliferation
examine examination
qualify qualifier
capitalize capitalization
etch etching
communicate communicator
frighten frightening
chatter chattering
indulge indulging
designate designation
offer offeror
depict picture
wreck wreckage
investigate investigator
void voiding
abuse abuser
innovate innovation
acknowledge acknowledgment
date dating
map mapping
pray prayer
prepare preparation
merchandise merchandising
deteriorate deterioration
estimate estimator
pressurize pressure
tank tankage
smooth smoother
score scoring
extract extractor
cater caterer
type typist
compress compression
distort distortion
coexist coexistence
rant ranting
emulate emulator
shock shocker
socialize socialization
conceive concept
tour tourist
teach teaching
shred shredder
cook cooking
inflict infliction
impede impediment
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
wash washing
illuminate illumination
characterize characterization
insulate insulation
negotiate negotiator
sift sieve
face facing
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
fence fencing
dedicate dedication
heave heaving
signify significance
confuse confusion
regulate regulator
remain continuation
broadcast broadcaster
heckle heckling
break breakage
assure assurance
group grouping
punch puncher
treat treatment
concentrate concentration
sleep sleeping
withhold withholding
experiment experimentation
clip clipper
worry worrying
arraign arraignment
accommodate accommodation
prescribe prescription
soar soaring
pursue pursuit
market marketer
mystify puzzle
incorporate incorporation
evolve evolution
retain retention
moderate moderation
liquidate liquidation
plunder plundering
vibrate vibration
let letter
weave weaver
bathe bathing
mediate mediator
inherit inheritance
diversify diversification
portray portrait
discourage discouragement
throw thrower
descend descent
announce announcer
persecute persecution
instigate instigation
golf golfing
putt putting
drink drinking
hang hanger
squat squatter
outfit outfitting
trim trimming
maximize maximization
portend portent
dock docking
guess guessing
supply supplier
converse conversation
howl howling
weigh weighing
counteract counteraction
bellow bellowing
infiltrate infiltrator
derail derailment
unfold unfolding
mill milling
lie liar
scream screamer
create creator
solidify solid
convict conviction
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
send sending
heat heater
relinquish relinquishing
bear bearing
interpret interpreter
weep weeping
inactivate inactivation
lighter lighterage
send sender
bleed bleeding
represent representation
contradict contradiction
rent rental
reassess reassessment
signify sign
mix mixer
flavor flavoring
limit limiter
deport deportment
trek trekker
jail jailer
enter entry
finalize finalization
carbonate carbon
obliterate obliteration
dose dosage
fork forking
spend spender
arrange arranger
sue suit
hike hiker
counsel counselor
circumvent circumvention
type typing
lend lender
estimate estimation
joke joker
collaborate collaborator
support supporter
quote quotation
legislate legislator
learn learner
depopulate depopulation
strew strewing
segregate segregation
fly flying
vomit vomiting
precede precedence
impose imposition
celebrate celebrant
commit committal
magnify magnification
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
wither withering
cartoon cartoonist
flirt flirting
excel excellence
indulge indulgence
field fielding
blow blowing
accord accordance
disqualify disqualification
trail trailing
cross crossing
reside residence
erode erosion
decompress decompression
preserve preserver
tie tying
view viewer
recite recitation
anticipate foreboding
vary variation
commune communion
recur recurrence
specialize specialization
erect erecting
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
remit remittance
tax taxation
chant chanting
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
refurbish refurbishment
optimize optimization
immobilize immobilization
golf golfer
lug luggage
kick kicker
parole parolee
convert conversion
emit emission
till tiller
wean weaning
addict addiction
identify identity
renovate renovation
sprinkle sprinkling
immobilize immobilizing
dodge dodger
laminate lamination
evaluate evaluator
settle settlement
enjoin enjoining
exclaim exclaiming
crow crowing
soak soaking
mix mixing
testify testimony
sub subbing
tolerate tolerance
violate violator
cheat cheating
apply application
start starting
indicate indication
abate abatement
inscribe inscription
photograph photographer
continue continuance
absolve absolution
drink drinker
war warrior
incline inclination
polish polisher
persuade persuasion
exercise exercising
roast roasting
rent renter
solder soldering
fashion fashioning
fortify fort
adjudicate judge
receive recipient
mine mining
lodge lodgings
acclimate climate
lobby lobbyist
dub dubbing
round rounder
resign resignation
cruise cruiser
tip tipper
stabilize stabilizer
compress compressor
touch touching
clarify clarification
promulgate promulgation
dissolve dissolution
confide confidence
impersonate persona
claim claimant
enrich enrichment
apportion apportionment
TUNING
enhance enhancer
see seer
cleave cleft
mark marker
ranch rancher
temper temperance
complain complaint
extradite extradition
paper papering
costume costumer
get getting
jog jogging
remain remainder
invalidate invalidation
augment augmentation
elaborate elaboration
introduce introduction
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
finish finishing
disturb disturbance
commentate comment
coat coating
speak speaker
tabulate table
occupy occupier
examine examiner
encroach encroachment
oxygenate oxygenation
wrap wrapping
quantify quantity
solo soloist
test tester
own owner
gossip gossiping
notify notification
proceed proceedings
instruct instruction
shorten shortening
divide divider
synchronize synchronization
comprehend comprehension
land landing
incriminate crime
rotate rotation
wet wetter
subsidize subsidization
orchestrate orchestrator
deflate deflation
bake baking
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
digitize digit
disarm disarming
balloon balloonist
swab swabbing
adapt adaptation
impound impounding
furnish furniture
retry retrial
snip snipping
interrogate interrogator
wail wailing
breed breeding
incubate incubation
mow mower
down downer
pave pavement
misstate misstatement
correspond correspondent
sense sensation
administer administration
interlock interlocking
immigrate immigration
mistake mistaking
repeat repetition
swear swearing
preoccupy preoccupation
cook cooker
forest forestry
disband disbandment
inflame inflammation
despair desperation
sterilize sterilization
arouse arousal
hiss hissing
rustle rustling
urinate urination
grind grinding
conduct conducting
matriculate matriculation
founder foundering
waste wasting
pollinate pollen
forbid forbidding
mobilize mobilization
progress progression
undress strip
freelance freelancer
discriminate discrimination
crackle crackling
end ending
provide provider
index indexing
railroad railroading
sound sounder
join joining
forestall forestalling
retake retaking
fabricate fabrication
study studying
count counting
captivate captive
collaborate collaboration
adjourn adjournment
proceed procession
participate participant
reconsider reconsideration
vacation vacationing
elect election
boat boating
differentiate difference
scrub scrubber
lever leverage
strike striker
waterproof waterproofing
compile compilation
scan scanning
inspect inspection
relax relaxation
smuggle smuggler
scrape scraping
weld welder
suspend suspension
convey conveyance
qualify qualifying
enter entering
isolate isolation
select selector
demonstrate demonstration
culminate culmination
pad padding
further furtherance
baffle mystification
hatch hatching
intercept interception
refer referee
bugger buggery
dawn dawning
advertise advertising
truck trucking
imitate imitation
strangle strangulation
speed speeding
block blockage
diagnose diagnosis
wage engagement
internationalize internationalization
relegate relegation
evaluate evaluation
stitch stitcher
consummate consummation
read reader
emphasize emphasizing
rebuild rebuilding
fire firing
trap trapper
imprison imprisonment
procure procurement
advise advisement
vacillate vacillation
refine refinery
realize realization
plot plotter
intoxicate intoxicant
anchor anchorage
cohabit cohabitation
urge urgency
exchange exchanger
style stylist
interrupt interruption
invade invasion
register registry
speculate speculator
intimate intimation
forge forger
unify unification
substitute substitution
quench quenching
emphasize emphasis
deceive deception
profess profession
snap snapper
irrigate irrigation
ring ringing
kill killer
contain containment
tint tinting
command commandant
afflict affliction
clothe clothing
confront confrontation
twist twisting
truck trucker
apologize apology
stun stunner
feel feelings
obstruct obstruction
deny denial
free freeing
bind binding
sit sitting
innovate innovator
slacken slackening
excise excision
complete completion
retrieve retriever
win winnings
scavenge scavenger
time timer
falsify falsity
field fielder
invent invention
place aim
chastise chastisement
align alignment
expel expelling
possess possession
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
cite citation
smock smocking
interact interaction
clip clipping
inspire inspiration
falter faltering
haul hauler
program programing
transmit transmission
identify identification
disintegrate disintegration
prick pricking
starve starvation
inhabit inhabitant
gather gathering
codify codification
shear shears
proceed proceeding
wave waving
ring ringer
access accession
foreshadow foreshadowing
inaugurate inauguration
consign consignment
inquire inquiring
stoke stoker
implicate implication
argue argumentation
refine refinement
circumcise circumcision
survive survivor
evaluate value
drum drumming
suspend suspender
reside residency
confess confession
struggle struggler
preempt preemption
tune tuner
draw drawing
jest jester
reunite reunion
hit hitter
crush crushing
zip zipper
aggravate aggravation
graze grazing
disown disowning
alleviate alleviation
drift drifting
mediate mediation
oxidise oxide
entertain entertainer
encrypt encryption
create creature
deposit deposition
submit submission
TEST
proceed procedure
shun shunning
mingle mingling
probate probation
console consolation
radiate radiator
roast roaster
chew chewing
sour souring
shrink shrinking
trump trumping
argue argument
oust ousting
ruminate rumen
hit hitting
fix fixing
moor mooring
tail tailing
mystify mystification
conciliate conciliator
forecast forecaster
deflate deflator
cleanse cleanser
breed breeder
repay repayment
recite recital
rebut rebuttal
simmer simmering
pack packer
analyze analysis
think thinker
kidnap kidnapping
procure procurer
petition petitioner
murmur murmuring
sap sapper
reform reformer
bicycle bicyclist
mutate mutation
restate restatement
rally rallying
avoid avoidance
organize organization
tape taping
predict prediction
sell selling
give giver
help helping
rave raving
hinder hindrance
flee flight
detail detailing
transmit transmitter
pollute polluter
trust trustee
disclaim disclaimer
reshuffle reshuffling
comment commentary
freeze freezing
impair impairment
refresh refresher
push pushing
sputter sputtering
stand standard
sin sinner
drill drilling
break breaker
soak soaker
indemnify indemnity
clear clearing
detoxify detoxification
suffer sufferer
shake shaker
precede precedent
resettle resettlement
defame defamation
levitate levitation
racketeer racketeering
reinstate reinstatement
drain drainage
travel traveling
renounce renunciation
plumb plumbing
season seasoning
tell telling
purify purification
uplift uplifting
personify personification
import importer
pale pallor
cough coughing
refuel refueling
recount recounting
beatify beatification
seal sealant
hesitate hesitation
visit visitation
assess assessment
extinguish extinguisher
rinse rinsing
detach detachment
enjoin injunction
direct place
reside resident
bound bounder
submerge submersion
precede predecessor
refresh refreshment
stitch stitching
prune pruning
reap reaper
row rower
take taker
gravitate gravitation
rub rubbing
underpay underpayment
tow tower
project projector
float floater
improve improver
flank flanker
process processing
invent inventor
peruse perusal
reclaim reclamation
yawn yawning
reduce reducer
challenge challenger
miscalculate miscalculation
hum humming
stretch stretching
refill refilling
climb climbing
recommend recommendation
concur concurrence
admonish admonition
emerge emergence
distribute distribution
tamper tampering
drive driving
grow growing
splinter splintering
oust ouster
undertake undertaking
bargain bargaining
commit commission
sum summation
school schooling
string stringer
endorse endorser
molest molestation
prostitute prostitution
qualify qualification
wake waking
rescind rescission
goad goading
devaluate devaluation
bid bidding
chart chartist
oxygenate oxygen
sail sailing
jewel jewelry
center centering
dive diver
achieve achievement
hatch hatchery
state statement
yacht yachting
curb check
authorize authorization
throb throbbing
partition partitioning
wait waiter
invest investing
lubricate lubrication
cluster clustering
integrate integration
pollinate pollination
suggest suggestion
woo wooing
agonize agony
puzzle puzzlement
specify specification
oppose opponent
comfort comforter
concede conceding
plead pleading
staple stapler
train trainee
top topper
astonish astonishment
scrub scrubbing
infringe infringement
analyze analyzer
occupy occupant
aspire aspiration
machine machinery
protest protester
brew brewer
disinfect disinfection
consist consistency
tame tamer
carbonate carbonation
unionize unionization
tell tale
apprehend apprehension
disappoint disappointment
reelect reelection
rehabilitate rehabilitation
consult consultant
found founding
transform transformer
solve solving
vanish vanishing
theorise theory
hijack hijacking
equate equal
accentuate accent
declassify declassification
hang hanging
rouse rousing
salvage salvager
litigate litigation
organize organizer
disconnect disconnection
weld welding
mesh meshing
sound sounding
cow coward
steer steering
solicit solicitor
compare comparing
dismiss dismissal
stamp stamper
mine miner
speak speech
arrive arrival
bore borer
transfer transference
desalinate desalination
skip skipper
vaporize vapor
amplify amplifier
complicate complication
accomplish accomplishment
sedate sedation
induct induction
salt salting
dig digger
row rowing
retire retirement
assume assumption
supervise supervisor
relate relation
revere reverence
portray portrayal
crystalize crystal
ward warder
strike striking
salve salvage
produce production
fossilize fossil
wrangle wrangling
tan tannery
except exception
dine dining
promote promoter
constrict constrictor
dissent dissension
decompose decomposition
extend extent
try trial
mop mopping
bifurcate fork
snipe sniper
resist resistance
mystify puzzlement
expel expulsion
bear bearer
split splitter
forward forwarding
jot jotting
inquire inquiry
coin coinage
attend attendant
point pointer
instill instilling
equip equipment
factor factoring
permit permission
repute reputation
compose composing
dilute dilution
associate association
darken darkening
exhibit exhibition
demonstrate demonstrator
beat bafflement
debunk debunking
quell quelling
tell teller
invest investment
import importing
expire expiration
slave slavery
conduct conductor
repulse repulsion
rule ruler
elope elopement
defoliate defoliant
shirk shirking
reveal revealing
dispense dispensary
handicap handicapper
brawl brawler
unload unloading
store storage
issue issuer
temper tempering
improve improvement
escalate escalation
pretend pretense
denominate denomination
savor relish
imagine imagination
suck sucking
obey obedience
shear shearing
feign feigning
initiate initiation
