TRAINING
irradiate irradiation
anchor anchorage
disrupt disruption
enter entree
assemble assemblage
encase encasement
bust buster
distill distillery
breathe breather
eradicate eradication
subordinate subordination
sedate sedation
oxygenate oxygen
determine determinant
acquaint acquaintance
twitch twitching
extract expression
double doubling
alter alteration
fit fitting
yearn yearning
school schooling
meet meeting
invest investor
accelerate accelerator
film filming
scout scouting
loathe loathing
inflame inflaming
overlap overlapping
imitate imitator
melt melting
gyrate gyration
sweeten sweetening
scatter scattering
intern internment
rediscover rediscovery
detract detractor
roar roaring
underpay underpayment
sing singer
stall stalling
feign feigning
substitute substituting
provoke provocation
repulse drive
pacify peace
buff buffer
aspire aspiration
monitor monitoring
treat treatment
condemn condemnation
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
communicate communicating
mean meaning
disobey disobedience
spin spinning
improve improver
tack tacking
juggle juggling
steal stealing
split splitter
tremble trembling
incur incurring
skip skipper
mistake mistaking
perform performance
coerce coercion
elect elector
disappear disappearing
dine dining
terrify terror
restate restatement
refine refiner
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
propose proposition
garden gardening
inspect inspector
oblige obligation
wreck wrecker
tell tale
notify notification
dig digger
equip equipping
develop developer
flame flaming
duck ducking
confer conference
serve servant
bicycle bicyclist
monopolize monopolist
abhor abhorrence
combine combination
stretch stretching
deport deportation
stuff stuffing
defoliate defoliant
propel propulsion
emasculate emasculation
honor honoring
preach preaching
desalinate desalination
present presenter
observe observation
exonerate exoneration
bounce bouncer
ease easement
immerse immersion
move movement
equalize equalization
raid raider
decay decadent
kneel kneeling
connect connector
affirm affirmation
stop stoppage
abstract abstraction
misappropriate misappropriation
shake shaking
subsist subsistence
concoct concoction
keep keeping
contain containment
moisten moisture
filter filtration
utilize utilization
commune communion
congregate congregating
unite union
differentiate differentiation
conceal concealment
crow crowing
quiver quivering
electrify electrification
forfeit forfeiture
save savings
stock stocking
prevent prevention
retrieve retrieval
claim claimant
readjust readjustment
breed breeder
play playing
chop chopper
string stringer
pose posing
confiscate confiscation
pair pairing
differ difference
hear hearing
revive revival
dye dyeing
reappraise reappraisal
trick trickery
salt salting
adopt adoption
butt butter
pronounce pronunciation
moderate moderator
overstate overstatement
marginalize marginalization
navigate navigator
round rounder
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
repent repentance
plow plowing
chicane chicanery
deflect deflection
reinterpret reinterpretation
comfort comforter
emphasize emphasis
originate origin
impart imparting
engrave engraving
ape aper
exemplify example
snip snipping
profess profession
pipe piper
recuse recusal
etch etching
beat beater
back backing
bound boundary
point pointer
admit admittance
intersect intersection
injure injury
assimilate assimilation
congratulate congratulation
define definition
sift sifting
thwart thwarting
open opening
reminisce reminiscence
measure measuring
gain gainer
overproduce overproduction
typify type
fuse fusion
format formatting
rally rallying
appeal appellant
dismantle dismantlement
pare paring
presume presumption
tap tapper
lie lying
disagree disagreement
subsidize subsidization
sweat sweater
invert inversion
recommend recommendation
bat batter
reintroduce reintroduction
salve salvage
ooze oozing
press pressure
mystify puzzle
shrink shrinkage
stand standing
precipitate precipitation
bank banking
rule ruler
compose component
flutter fluttering
proliferate proliferation
innovate innovator
relinquish relinquishing
capitalize capitalization
impeach impeachment
communicate communicator
frighten frightening
enforce enforcer
indulge indulging
designate designation
offer offeror
depict picture
wreck wreckage
investigate investigator
mystify puzzlement
stagnate stagnancy
wait waiting
decontaminate decontamination
officiate office
shrink shrinking
enjoin enjoining
prepare preparation
merchandise merchandising
deteriorate deterioration
estimate estimator
pressurize pressure
tank tankage
smooth smoother
cycle cyclist
qualify qualification
cater caterer
type typist
compress compression
distort distortion
chart chartist
rant ranting
emulate emulator
shock shocker
socialize socialization
conceive concept
tour tourist
teach teaching
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
wash washing
illuminate illumination
unify unit
switch switching
negotiate negotiator
sift sieve
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
fence fencing
dedicate dedication
devalue devaluation
excise excision
glorify glory
regulate regulator
remain continuation
broadcast broadcaster
heckle heckling
break breakage
accomplish accomplishment
audit auditor
shun shunning
use user
concentrate concentration
sleep sleeping
weld welder
certify certification
synchronize synchronizing
militarize military
arraign arraignment
accommodate accommodation
scrub scrubbing
soar soaring
assail assailant
market marketer
amputate amputation
incorporate incorporation
marry married
retain retention
moderate moderation
liquidate liquidation
plunder plundering
vibrate vibration
outfit outfitting
box boxing
bathe bathing
mediate mediator
inherit inheritance
signify sign
portray portrait
discourage discouragement
throw thrower
descend descent
announce announcer
persecute persecution
instigate instigation
establish establishment
putt putting
drink drinking
hang hanger
squat squatter
hoax hoaxer
trim trimming
maximize maximization
quantify quantification
map mapping
guess guessing
supply supplier
converse conversation
howl howling
weigh weighing
counteract counteraction
mystify mystification
infiltrate infiltrator
derail derailment
reconnoitre reconnoitring
mill milling
lie liar
scream screamer
create creator
solidify solid
convict conviction
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
detect detection
heat heater
theorise theory
bear bearing
defame defamation
market marketing
inactivate inactivation
lighter lighterage
send sender
switch switcher
represent representation
contradict contradiction
rent rental
reassess reassessment
amaze amazement
mix mixer
flavor flavoring
retail retailer
deport deportment
trek trekker
jail jailer
enter entry
finalize finalization
carbonate carbon
vaporize vapor
dose dosage
regulate regulation
spend spender
arrange arranger
sue suit
percolate percolation
counsel counselor
predict prediction
cluster clustering
lend lender
estimate estimation
update updating
collaborate collaborator
support supporter
quote quotation
legislate legislator
learn learner
depopulate depopulation
strew strewing
segregate segregation
reconsider reconsideration
lynch lynching
precede precedence
correlate correlation
celebrate celebrant
commit committal
direct place
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
flirt flirting
excel excellence
indulge indulgence
field fielding
inquire inquiry
accord accordance
disqualify disqualification
trail trailing
happen happening
repatriate repatriation
replenish replenishment
decompress decompression
preserve preserver
tie tying
view viewer
recite recitation
anticipate foreboding
reside resident
cleanse cleanser
terminate termination
specialize specialization
erect erecting
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
detail detailing
tax taxation
reunify reunion
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
immobilize immobilization
golf golfer
lug luggage
kick kicker
parole parolee
convert conversion
occupy occupancy
till tiller
hop hopper
addict addiction
identify identity
renovate renovation
formulate formulation
expose exposure
dodge dodger
laminate lamination
evaluate evaluator
settle settlement
flash flashing
function functioning
hinder hindrance
immigrate immigrant
mix mixing
testify testimony
sub subbing
tolerate tolerance
violate violator
suck sucking
apply application
start starting
ache aching
abate abatement
inscribe inscription
photograph photographer
continue continuance
absolve absolution
drink drinker
war warrior
incline inclination
produce production
mend mending
exercise exercising
roast roasting
rent renter
implode implosion
fashion fashioning
fortify fort
execute execution
receive recipient
mine mining
lodge lodgings
germinate germ
lobby lobbyist
dub dubbing
resettle resettlement
tune tuning
cruise cruiser
tip tipper
tabulate tabulation
compress compressor
suffer sufferer
clarify clarification
promulgate promulgation
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
enrich enrichment
mark marking
TUNING
incriminate incrimination
see seer
protect protector
mark marker
ranch rancher
temper temperance
complain complaint
remarry remarriage
paper papering
costume costumer
get getting
jog jogging
specify specification
invalidate invalidation
appraise appraisal
elaborate elaboration
deregulate deregulation
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
finish finishing
disturb disturbance
obliterate obliteration
cut cutting
speak speaker
tabulate table
occupy occupier
examine examiner
encroach encroachment
urinate urine
wait waiter
quantify quantity
solo soloist
test tester
sting stinging
seize seizure
invade invasion
proceed proceedings
instruct instruction
shorten shortening
divide divider
inspect inspection
comprehend comprehension
land landing
spend spending
rotate rotation
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
bake baking
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
stiffen stiffening
disarm disarming
balloon balloonist
swab swabbing
splinter splintering
impound impounding
incriminate crime
retry retrial
convene convention
interrogate interrogator
wail wailing
breed breeding
incubate incubation
provide provision
down downer
pave pavement
box boxer
correspond correspondent
sense sensation
administer administration
farm farmer
compute computation
blow blowing
repeat repetition
invert inverter
preoccupy preoccupation
cook cooker
forest forestry
disband disbandment
inflame inflammation
despair desperation
sterilize sterilization
excite excitement
hiss hissing
draw drawer
urinate urination
pack packer
consult consultant
matriculate matriculation
founder foundering
underperform underperformer
pollinate pollen
forbid forbidding
mobilize mobilization
rate rating
attend attention
supervise supervisor
discriminate discrimination
crackle crackling
end ending
provide provider
experiment experimentation
authorize authorization
sound sounder
join joining
deal dealings
transfer transference
freeze freezing
study studying
flatter flattery
captivate captive
collaborate collaboration
adjourn adjournment
walk walker
edit editing
polish polisher
mediate mediation
carbonate carbonation
boat boating
differentiate difference
scrub scrubber
lever leverage
print printer
sell seller
compile compilation
scan scanning
procure procurer
relax relaxation
forecast forecaster
scrape scraping
mine miner
suspend suspension
convey conveyance
qualify qualifying
enter entering
fumigate fume
detonate detonator
demonstrate demonstration
culminate culmination
pad padding
prosecute prosecutor
baffle mystification
vary variation
travel traveling
refer referee
cheat cheating
dawn dawning
advertise advertising
ventilate ventilator
imitate imitation
strangle strangulation
speed speeding
dock docking
diagnose diagnosis
wage engagement
internationalize internationalization
relegate relegation
electrify electricity
stitch stitcher
consummate consummation
boil boiler
emphasize emphasizing
repute reputation
fire firing
trap trapper
tap tapping
blow blower
apprehend apprehension
vacillate vacillation
refine refinery
realize realization
plot plotter
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
exchange exchanger
style stylist
contend contender
wake waking
register registry
speculate speculator
intimate intimation
stimulate stimulation
unify unification
substitute substitution
quench quenching
recount recounting
deceive deception
murmur murmuring
snap snapper
retake retaking
ostracise ostracism
kill killer
sputter sputtering
tint tinting
concede conceding
pollute polluter
stand standard
confront confrontation
please pleasure
truck trucker
freshen freshener
stun stunner
feel feelings
obstruct obstruction
deny denial
free freeing
bind binding
expend expending
elect election
volunteer voluntary
occupy occupant
complete completion
retrieve retriever
glamorize glamorization
spoil spoiling
time timer
falsify falsity
field fielder
invent invention
place aim
chastise chastisement
recite recital
expel expelling
possess possession
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
cite citation
exempt exemption
chatter chattering
snorkel snorkeling
infiltrate infiltration
falter faltering
haul hauler
program programing
transmit transmission
yell yelling
slave slavery
impair impairment
starve starvation
inhabit inhabitant
gather gathering
codify codification
shear shears
sanctify saint
line liner
ring ringer
access accession
foreshadow foreshadowing
inaugurate inauguration
consign consignment
inquire inquiring
stoke stoker
implicate implication
promote promoter
refine refinement
constrict constriction
survive survivor
suspend suspender
drum drumming
face facing
reside residency
divest divestiture
struggle struggler
dissuade dissuasion
tune tuner
draw drawing
jest jester
argue argument
hit hitter
crush crushing
zip zipper
aggravate aggravation
unload unloading
disown disowning
alleviate alleviation
drift drifting
crystalize crystal
oxidise oxide
accuse accuser
sweat sweating
negotiate negotiation
deposit deposition
submit submission
TEST
compare comparison
curl curling
dilate dilation
omit omission
exert exertion
proceed proceeding
entertain entertainment
flute fluting
equate equating
block blockage
rewrite rewriting
react reaction
solder soldering
cross crossing
lean leaner
revalue revaluation
create creature
clip clipper
thrash thrashing
acclimate climate
feed feeding
lodge lodging
sprint sprinter
immigrate immigration
sparkle sparkling
function functionary
connive connivance
explore explorer
insulate insulation
effectuate effect
lecture lecturer
tie tier
place placement
motivate motive
indicate indication
highlight highlighting
isolate isolation
confine confinement
grind grinder
heat heating
riot rioting
oxygenate oxygenation
bark barker
wrestle wrestler
launch launcher
incubate incubator
acquire acquiring
golf golfing
dissent dissenter
resolve resolving
energize energizing
rear rearing
expatriate expatriation
abolish abolishment
slate slating
disseminate dissemination
reconcile reconciliation
value valuer
dispose disposition
jog jogger
date dating
advance advancement
choke choker
tighten tightening
resign resignation
spur spurring
identify identification
select selector
pursue pursuit
conscript conscription
dismember dismemberment
instal installing
buy buyer
falcon falconry
portend portent
read reading
suppress suppression
portray portraitist
interdict interdiction
gossip gossiping
mat matting
detain detention
intensify intensification
operate operator
misstate misstatement
truck trucking
grasp grasping
strengthen strengthening
erode eroding
translate translator
sit sitter
forge forger
chant chanting
confess confession
warm warming
inspire inspiration
humiliate humiliation
coagulate coagulation
acclaim acclamation
waste wasting
sculpt sculpture
headline headliner
decode decoding
carry carrier
invest investiture
win winning
emit emission
see seeing
manufacture manufacturer
direct directive
replicate replication
confederate confederation
brief briefing
trade trader
slacken slackening
fork forking
shine shining
dance dancing
lubricate lubricant
be being
pray prayer
announce announcement
enhance enhancer
will willing
convalesce convalescent
allocate allocation
inform informing
obsess obsession
venture venturer
diversify diversification
err error
pension pensioner
revert reversion
listen listener
sort sorting
call caller
commute commuter
screen screener
begin beginning
deprive deprivation
fish fishing
proceed procession
hurdle hurdling
surf surfer
involve involvement
convey conveying
radiate radiation
continue continuation
vault vaulter
tone toner
scaffold scaffolding
replace replacing
further furtherance
track tracking
waterproof waterproofing
consecrate consecration
water watering
overtake overtaking
whir whirring
mortgage mortgagee
ration rationing
digitize digit
sing singing
derive deriving
watch watching
discontent discontentment
cushion cushioning
soldier soldiering
default defaulter
evade evasion
wean weaning
remove remover
flirt flirtation
reside residence
detonate detonation
migrate migrant
attend attendance
prowl prowler
correct correction
terrorize terror
spank spanking
bite biter
forecast forecasting
weep weeping
eat eater
violate violation
extradite extradition
remember remembering
burglarize burglary
direct director
group grouping
reassert reassertion
correspond correspondence
resonate resonance
resume resumption
murder murderer
summon summoning
index indexing
intimidate intimidation
smoke smoker
maintain maintenance
evaluate value
examine examination
mumble mumbling
radiate radiance
raise raising
browse browser
jeer jeering
conquer conquering
preempt preemption
poke poker
campaign campaigner
smock smocking
inoculate inoculation
offer offering
govern governor
skate skater
mock mockery
shadow shadowing
ripen ripening
tense tension
pronounce pronouncement
bombard bombardment
revert reverting
despair desperate
act acting
immobilize immobilizing
prod prodding
fabricate fabricator
hanker hankering
necessitate necessity
let letter
skip colloquialism
light lighter
shape shaping
evaluate evaluation
assist assistant
add addition
strangle strangling
endow endowment
read reader
televise television
live liver
furnish furniture
prime primer
scrutinize scrutiny
renew renewal
intoxicate intoxication
cleave cleavage
retract retraction
scavenge scavenger
participate participant
liquify liquid
persuade persuasion
disavow disavowal
communicate communication
trail trailer
produce producer
damn damnation
wish wishing
fly flying
hike hiker
germinate germination
thin thinner
spoil spoilage
exclaim exclaiming
circumcise circumcision
sense sensing
tumble tumbling
extort extortion
schedule scheduler
worry worrying
locate location
reorganize reorganization
refuse refusal
remain remnant
pry prying
perfume perfumery
signal signaling
refer referral
stabilize stabilizer
understand understanding
press pressing
bleed bleeding
facilitate facilitation
surround surroundings
ravage ravaging
mandate mandatory
choke choking
demote demotion
kiss kissing
apologize apology
wine winery
lift lifter
feel feeling
build builder
forestall forestalling
crack cracking
harden hardening
abuse abuser
tick ticker
purge purging
refine refining
root rooting
vault vaulting
prompt prompter
model modeling
load loading
fast fasting
arouse arousal
coagulate coagulant
help helper
carpet carpeting
block blocker
sprinkle sprinkling
replicate replica
finish finisher
coordinate coordination
fasten fastening
bottle bottler
reincarnate reincarnation
interact interaction
capitulate capitulation
promote promotion
investigate investigating
contemplate contemplation
revolve roll
own owner
impose imposition
dethrone dethronement
