TRAINING
irradiate irradiation
breathe breather
eradicate eradication
subordinate subordination
sedate sedation
oxygenate oxygen
arbitrate arbitrator
acquaint acquaintance
twitch twitching
personify persona
double doubling
alter alteration
fit fitting
yearn yearning
school schooling
meet meeting
invest investor
accelerate accelerator
go goer
scout scouting
run runner
inflame inflaming
overlap overlapping
tabulate tabulation
melt melting
gyrate gyration
substitute substituting
scatter scattering
intern internment
rediscover rediscovery
pace pacing
roar roaring
underpay underpayment
sing singer
stall stalling
feign feigning
intensify intensification
provoke provocation
repulse drive
pacify peace
buff buffer
aspire aspiration
fabricate fabricator
portray portraitist
condemn condemnation
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
whir whirring
mean meaning
disobey disobedience
spin spinning
improve improver
tack tacking
juggle juggling
steal stealing
split splitter
tremble trembling
incur incurring
skip skipper
press pressing
lean leaner
coerce coercion
elect elector
disappear disappearing
dine dining
terrify terror
restate restatement
highlight highlighting
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
assign assignment
garden gardening
scaffold scaffolding
oblige obligation
connive connivance
tell tale
track tracking
dig digger
equip equipping
develop developer
flame flaming
duck ducking
confer conference
serve servant
bicycle bicyclist
disperse dispersion
abhor abhorrence
combine combination
stretch stretching
deport deportation
prevail prevalence
defoliate defoliant
propel propulsion
emasculate emasculation
honor honoring
preach preaching
desalinate desalination
present presenter
observe observation
screen screener
bounce bouncer
ease easement
immerse immersion
grasp grasping
shed shedding
raid raider
decay decadent
kneel kneeling
connect connector
affirm affirmation
stop stoppage
abstract abstraction
misappropriate misappropriation
shake shaking
subsist subsistence
concoct concoction
keep keeping
corroborate corroboration
moisten moisture
filter filtration
flirt flirtation
game gaming
congregate congregating
advocate advocacy
differentiate differentiation
conceal concealment
respond respondent
quiver quivering
electrify electrification
forfeit forfeiture
finish finisher
stock stocking
prevent prevention
calibrate caliber
sting stinging
readjust readjustment
breed breeder
play playing
chop chopper
string stringer
pose posing
confiscate confiscation
pair pairing
differ difference
hear hearing
revive revival
mend mending
militarize military
trick trickery
salt salting
adopt adoption
butt butter
pronounce pronunciation
moderate moderator
overstate overstatement
marginalize marginalization
navigate navigator
quantify quantification
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
abolish abolishment
obsess obsession
chicane chicanery
read reading
reinterpret reinterpretation
comfort comforter
reunify reunion
continue continuation
impart imparting
stimulate stimulation
ape aper
exemplify example
dismember dismemberment
ache aching
pipe piper
recuse recusal
heat heating
beat beater
back backing
bound boundary
point pointer
admit admittance
intersect intersection
injure injury
assimilate assimilation
congratulate congratulation
define definition
necessitate necessity
thwart thwarting
open opening
reminisce reminiscence
measure measuring
raise raising
overproduce overproduction
ventilate ventilator
fuse fusion
tune tuning
rally rallying
appeal appellant
correspond correspondence
pare paring
undervalue undervaluation
tap tapper
lie lying
sit sitter
audit auditor
sweat sweater
invert inversion
recommend recommendation
bat batter
spoil spoiling
salve salvage
ooze oozing
press pressure
skip colloquialism
shrink shrinkage
stand standing
precipitate precipitation
bank banking
rule ruler
perform performance
slug slugger
proliferate proliferation
examine examination
qualify qualifier
capitalize capitalization
etch etching
communicate communicator
frighten frightening
chatter chattering
indulge indulging
designate designation
offer offeror
depict picture
wreck wreckage
investigate investigator
mystify puzzlement
abuse abuser
innovate innovation
acknowledge acknowledgment
date dating
shrink shrinking
pray prayer
prepare preparation
merchandise merchandising
deteriorate deterioration
estimate estimator
pressurize pressure
tank tankage
smooth smoother
score scoring
qualify qualification
cater caterer
type typist
compress compression
distort distortion
chart chartist
rant ranting
emulate emulator
shock shocker
socialize socialization
conceive concept
tour tourist
teach teaching
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
wash washing
illuminate illumination
characterize characterization
insulate insulation
negotiate negotiator
sift sieve
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
fence fencing
dedicate dedication
heave heaving
signify significance
confuse confusion
regulate regulator
remain continuation
broadcast broadcaster
heckle heckling
break breakage
accomplish accomplishment
group grouping
shun shunning
treat treatment
concentrate concentration
sleep sleeping
withhold withholding
experiment experimentation
clip clipper
worry worrying
arraign arraignment
accommodate accommodation
scrub scrubbing
soar soaring
pursue pursuit
market marketer
mystify puzzle
incorporate incorporation
evolve evolution
retain retention
moderate moderation
liquidate liquidation
plunder plundering
vibrate vibration
let letter
weave weaver
bathe bathing
mediate mediator
inherit inheritance
diversify diversification
portray portrait
discourage discouragement
throw thrower
descend descent
announce announcer
persecute persecution
instigate instigation
golf golfing
putt putting
drink drinking
hang hanger
squat squatter
outfit outfitting
trim trimming
maximize maximization
portend portent
dock docking
guess guessing
supply supplier
converse conversation
howl howling
weigh weighing
counteract counteraction
mystify mystification
infiltrate infiltrator
derail derailment
unfold unfolding
mill milling
lie liar
scream screamer
create creator
solidify solid
convict conviction
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
send sending
heat heater
theorise theory
bear bearing
defame defamation
weep weeping
inactivate inactivation
lighter lighterage
send sender
bleed bleeding
represent representation
contradict contradiction
rent rental
reassess reassessment
signify sign
mix mixer
flavor flavoring
limit limiter
deport deportment
trek trekker
jail jailer
enter entry
finalize finalization
carbonate carbon
vaporize vapor
dose dosage
fork forking
spend spender
arrange arranger
sue suit
hike hiker
counsel counselor
predict prediction
cluster clustering
lend lender
estimate estimation
joke joker
collaborate collaborator
support supporter
quote quotation
legislate legislator
learn learner
depopulate depopulation
strew strewing
segregate segregation
fly flying
vomit vomiting
precede precedence
impose imposition
celebrate celebrant
commit committal
direct place
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
flirt flirting
excel excellence
indulge indulgence
field fielding
inquire inquiry
accord accordance
disqualify disqualification
trail trailing
cross crossing
reside residence
erode erosion
decompress decompression
preserve preserver
tie tying
view viewer
recite recitation
anticipate foreboding
reside resident
cleanse cleanser
recur recurrence
specialize specialization
erect erecting
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
detail detailing
tax taxation
chant chanting
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
immobilize immobilization
golf golfer
lug luggage
kick kicker
parole parolee
convert conversion
emit emission
till tiller
wean weaning
addict addiction
identify identity
renovate renovation
sprinkle sprinkling
immobilize immobilizing
dodge dodger
laminate lamination
evaluate evaluator
settle settlement
enjoin enjoining
exclaim exclaiming
hinder hindrance
soak soaking
mix mixing
testify testimony
sub subbing
tolerate tolerance
violate violator
suck sucking
apply application
start starting
indicate indication
abate abatement
inscribe inscription
photograph photographer
continue continuance
absolve absolution
drink drinker
war warrior
incline inclination
produce production
persuade persuasion
exercise exercising
roast roasting
rent renter
solder soldering
fashion fashioning
fortify fort
adjudicate judge
receive recipient
mine mining
lodge lodgings
acclimate climate
lobby lobbyist
dub dubbing
resettle resettlement
resign resignation
cruise cruiser
tip tipper
stabilize stabilizer
compress compressor
suffer sufferer
clarify clarification
promulgate promulgation
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
enrich enrichment
apportion apportionment
TUNING
enhance enhancer
see seer
cleave cleft
mark marker
ranch rancher
temper temperance
complain complaint
extradite extradition
paper papering
costume costumer
get getting
jog jogging
specify specification
invalidate invalidation
augment augmentation
elaborate elaboration
introduce introduction
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
finish finishing
disturb disturbance
commentate comment
coat coating
speak speaker
tabulate table
occupy occupier
examine examiner
encroach encroachment
oxygenate oxygenation
wait waiter
quantify quantity
solo soloist
test tester
own owner
gossip gossiping
notify notification
proceed proceedings
instruct instruction
shorten shortening
divide divider
synchronize synchronization
comprehend comprehension
land landing
incriminate crime
rotate rotation
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
bake baking
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
digitize digit
disarm disarming
balloon balloonist
swab swabbing
splinter splintering
impound impounding
furnish furniture
retry retrial
snip snipping
interrogate interrogator
wail wailing
breed breeding
incubate incubation
mow mower
down downer
pave pavement
misstate misstatement
correspond correspondent
sense sensation
administer administration
interlock interlocking
immigrate immigration
mistake mistaking
repeat repetition
swear swearing
preoccupy preoccupation
cook cooker
forest forestry
disband disbandment
inflame inflammation
despair desperation
sterilize sterilization
arouse arousal
hiss hissing
rustle rustling
urinate urination
pack packer
consult consultant
matriculate matriculation
founder foundering
waste wasting
pollinate pollen
forbid forbidding
mobilize mobilization
progress progression
undress strip
supervise supervisor
discriminate discrimination
crackle crackling
end ending
provide provider
index indexing
authorize authorization
sound sounder
join joining
forestall forestalling
transfer transference
freeze freezing
study studying
count counting
captivate captive
collaborate collaboration
adjourn adjournment
proceed procession
participate participant
reconsider reconsideration
vacation vacationing
carbonate carbonation
boat boating
differentiate difference
scrub scrubber
lever leverage
strike striker
waterproof waterproofing
compile compilation
scan scanning
procure procurer
relax relaxation
forecast forecaster
scrape scraping
mine miner
suspend suspension
convey conveyance
qualify qualifying
enter entering
isolate isolation
select selector
demonstrate demonstration
culminate culmination
pad padding
further furtherance
baffle mystification
hatch hatching
travel traveling
refer referee
bugger buggery
dawn dawning
advertise advertising
truck trucking
imitate imitation
strangle strangulation
speed speeding
block blockage
diagnose diagnosis
wage engagement
internationalize internationalization
relegate relegation
evaluate evaluation
stitch stitcher
consummate consummation
read reader
emphasize emphasizing
repute reputation
fire firing
trap trapper
imprison imprisonment
procure procurement
apprehend apprehension
vacillate vacillation
refine refinery
realize realization
plot plotter
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
exchange exchanger
style stylist
interrupt interruption
wake waking
register registry
speculate speculator
intimate intimation
forge forger
unify unification
substitute substitution
quench quenching
recount recounting
deceive deception
murmur murmuring
snap snapper
irrigate irrigation
ring ringing
kill killer
sputter sputtering
tint tinting
concede conceding
pollute polluter
stand standard
confront confrontation
twist twisting
truck trucker
apologize apology
stun stunner
feel feelings
obstruct obstruction
deny denial
free freeing
bind binding
sit sitting
innovate innovator
slacken slackening
occupy occupant
complete completion
retrieve retriever
win winnings
scavenge scavenger
time timer
falsify falsity
field fielder
invent invention
place aim
chastise chastisement
recite recital
expel expelling
possess possession
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
cite citation
smock smocking
interact interaction
clip clipping
inspire inspiration
falter faltering
haul hauler
program programing
transmit transmission
identify identification
slave slavery
impair impairment
starve starvation
inhabit inhabitant
gather gathering
codify codification
shear shears
proceed proceeding
wave waving
ring ringer
access accession
foreshadow foreshadowing
inaugurate inauguration
consign consignment
inquire inquiring
stoke stoker
implicate implication
promote promoter
refine refinement
circumcise circumcision
survive survivor
evaluate value
drum drumming
suspend suspender
reside residency
confess confession
struggle struggler
preempt preemption
tune tuner
draw drawing
jest jester
argue argument
hit hitter
crush crushing
zip zipper
aggravate aggravation
unload unloading
disown disowning
alleviate alleviation
drift drifting
crystalize crystal
oxidise oxide
entertain entertainer
encrypt encryption
create creature
deposit deposition
submit submission
TEST
hold holding
punch puncher
anchor anchorage
loathe loathing
diet dietary
resuscitate resuscitation
compassionate compassion
deter deterrent
wait waiting
map mapping
detract detraction
reunite reunion
abstain abstinence
beep beeper
compose component
dislocate dislocation
automate automation
consolidate consolidation
bellow bellowing
fragment fragmentation
smuggle smuggler
arm armament
commune communion
perform performing
line liner
align alignment
decompress decompressing
decontaminate decontamination
grind grinding
presume presumption
record recorder
contend contender
inspect inspection
mark marking
profess profession
disbar disbarment
take taking
restore restoration
long longer
impeach impeachment
disappear disappearance
express expression
rent renting
flatter flattery
circumvent circumvention
swindle swindler
attribute attribution
cease cessation
immigrate immigrant
crow crowing
inject injector
remit remittance
destroy destruction
afflict affliction
kindle kindling
farm farmer
draft draftee
sparkle sparkler
fabricate fabrication
prick pricking
counsel counseling
expend expending
contain containment
clothe clothing
format formatting
validate validation
formulate formula
cremate cremation
transport transporter
clown clowning
convene convention
touch touching
underwrite underwriter
cleave cleaver
round rounder
interpret interpreter
dissemble dissembling
use user
wither withering
demolish demolishing
intercept interception
cut cutting
sweeten sweetening
found foundation
stockpile stockpiling
typify type
haul haulage
rate rating
meddle meddler
delegate delegating
research researcher
engrave engraving
emphasize emphasis
render rendering
devalue devaluation
slice slicing
flutter fluttering
insert insertion
reconnoitre reconnoitring
monopolize monopolization
render rendition
draw drawer
magnify magnification
vary variation
wade wading
monopolize monopolist
impede impediment
nourish nourishment
install installment
ostracise ostracism
accuse accuser
glorify glory
confirm confirmation
widen widening
employ employee
simulate simulator
detract detractor
victimize victim
live living
space spacing
flash flashing
update updating
thrill thriller
lynch lynching
sensitize sensitizer
segment segmentation
accept acceptance
detect detector
film filming
amaze amazement
reveal revelation
hurry hurrying
spot spotter
dirty dirtying
propose proposer
sleep sleeper
induce inducement
export exportation
dredge dredger
dispose disposal
cover reportage
adapt adaptation
register registration
box boxing
relinquish relinquishment
attend attention
oppress oppression
conduct conduction
withdraw withdrawal
misinterpret misinterpretation
recollect recollection
tap tapping
extract extractor
invade invasion
restore restorer
persuade persuader
sweat sweating
diffuse diffusion
coexist coexistence
espouse espousal
carve carving
fortify fortification
equalize equalization
tend tender
stuff stuffing
generate generation
project projection
improvise improvisation
revitalize revitalization
railroad railroading
stimulate stimulant
invert inverter
wrap wrapping
vent venting
green greenery
type typing
provide provision
deflate deflation
act actor
migrate migration
fill filling
sling slinging
remain remainder
weaken weakening
restrain restraint
command commandant
say saying
dive diving
emigrate emigration
revolve revolution
subsidize subsidization
prescribe prescription
page paging
defile defilement
excise excision
parent parentage
economize economy
certify certification
determine determination
debar debarment
deduce deduction
face facing
elect election
glamorize glamorization
marry married
advise advisement
compile compiling
adhere adhesion
confide confidence
conduct conducting
protect protector
hedge hedging
tailor tailoring
guzzle guzzling
relinquish relinquishing
listen listening
wander wanderer
retail retailer
infuriate fury
skate skating
visualize visualization
print printer
fuel fueling
drum drummer
unify unit
divert diversion
redeploy redeployment
retrieve retrieval
pretend pretender
ferment fermentation
frost frosting
hoax hoaxer
amputate amputation
refurbish refurbishment
weld welder
publish publication
purchase purchasing
propose proposition
retake retaking
persist persistence
transmit transmitting
obliterate obliteration
huff huffing
spend spending
assure assurance
prostrate prostration
portray portraying
connect connection
extract expression
relocate relocation
reintroduce reintroduction
couple coupling
freelance freelancer
dye dyeing
file filing
determine determinant
mediate mediation
cycle cyclist
preach preacher
explore exploration
polish polisher
waste waster
heal healing
unite union
ventilate vent
sheet sheeting
argue argumentation
contract contracting
decorate decor
march marching
insist insistence
reappraise reappraisal
delegate delegation
deliver delivery
explain explanation
snorkel snorkeling
void voiding
bankrupt bankruptcy
execute executor
stain staining
imitate imitator
ostracize ostracism
blow blowing
shoot shooting
employ employer
publicize publicist
deregulate deregulation
fold folder
traffic trafficker
centralize centralization
rebuild rebuilding
miniaturize miniature
recover recovery
conciliate conciliation
aspire aspirant
merge merging
insist insisting
land lander
disinvest undress
feather feathering
interpret interpreting
please pleasure
twist twister
blow blower
disintegrate disintegration
portray portraiture
ascend ascendancy
visit visitor
detect detection
jump jumping
replenish replenishment
wrestle wrestling
terminate termination
pack package
orbit orbiter
graze grazing
snoop snooper
schedule scheduling
quadruple quadrupling
appraise appraisal
pilot pilotage
enforce enforcer
conclude conclusion
execute execution
motor motoring
cheat cheating
reallocate reallocation
claim claimant
ventilate ventilation
inundate inundation
