TRAINING
irradiate irradiation
ease easing
retire retirement
disconnect disconnection
anchor anchorage
disrupt disruption
enter entree
assemble assemblage
encase encasement
bust buster
distill distillery
breathe breather
eradicate eradication
subordinate subordination
sedate sedation
oxygenate oxygen
determine determinant
acquaint acquaintance
twitch twitching
extract expression
pray prayer
alter alteration
fit fitting
yearn yearning
school schooling
meet meeting
invest investor
accelerate accelerator
film filming
raise raising
loathe loathing
inflame inflaming
overlap overlapping
imitate imitator
melt melting
scaffold scaffolding
sweeten sweetening
scatter scattering
intern internment
derive deriving
detract detractor
watch watching
underpay underpayment
sing singer
poke poker
feign feigning
substitute substituting
provoke provocation
terrorize terror
pacify peace
fish fishing
aspire aspiration
monitor monitoring
treat treatment
detain detention
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
communicate communicating
mean meaning
disobey disobedience
spin spinning
improve improver
tack tacking
juggle juggling
steal stealing
split splitter
tremble trembling
incur incurring
skip skipper
mistake mistaking
perform performance
coerce coercion
elect elector
disappear disappearing
dine dining
terrify terror
restate restatement
refine refiner
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
propose proposition
garden gardening
inspect inspector
oblige obligation
wreck wrecker
tell tale
notify notification
dig digger
equip equipping
pension pensioner
flame flaming
duck ducking
confer conference
serve servant
bicycle bicyclist
monopolize monopolist
abhor abhorrence
combine combination
stretch stretching
deport deportation
stuff stuffing
defoliate defoliant
acquire acquiring
emasculate emasculation
honor honoring
preach preaching
desalinate desalination
present presenter
observe observation
exonerate exoneration
bounce bouncer
ease easement
disseminate dissemination
move movement
equalize equalization
raid raider
decay decadent
kneel kneeling
confess confession
affirm affirmation
stop stoppage
abstract abstraction
press pressing
shake shaking
subsist subsistence
concoct concoction
keep keeping
contain containment
moisten moisture
filter filtration
utilize utilization
commune communion
congregate congregating
unite union
fast fasting
conceal concealment
crow crowing
quiver quivering
electrify electrification
crack cracking
save savings
stock stocking
be being
retrieve retrieval
claim claimant
readjust readjustment
breed breeder
operate operator
chop chopper
string stringer
pose posing
assist assistant
pair pairing
differ difference
hear hearing
intensify intensification
dye dyeing
reappraise reappraisal
trick trickery
salt salting
adopt adoption
butt butter
pronounce pronunciation
radiate radiation
overstate overstatement
ration rationing
navigate navigator
round rounder
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
repent repentance
plow plowing
chicane chicanery
deflect deflection
reinterpret reinterpretation
comfort comforter
emphasize emphasis
originate origin
impart imparting
engrave engraving
ape aper
exemplify example
snip snipping
profess profession
pipe piper
recuse recusal
etch etching
investigate investigating
arouse arousal
intoxicate intoxication
point pointer
admit admittance
intersect intersection
injure injury
assimilate assimilation
congratulate congratulation
define definition
sift sifting
thwart thwarting
open opening
reminisce reminiscence
measure measuring
gain gainer
prime primer
typify type
fuse fusion
format formatting
rally rallying
appeal appellant
dismantle dismantlement
incubate incubator
presume presumption
confederate confederation
lie lying
disagree disagreement
subsidize subsidization
sweat sweater
invert inversion
recommend recommendation
bat batter
reintroduce reintroduction
salve salvage
announce announcement
press pressure
mystify puzzle
shrink shrinkage
stand standing
precipitate precipitation
bank banking
rule ruler
compose component
flutter fluttering
proliferate proliferation
innovate innovator
relinquish relinquishing
translate translator
impeach impeachment
tumble tumbling
frighten frightening
enforce enforcer
indulge indulging
designate designation
offer offeror
furnish furniture
wreck wreckage
investigate investigator
mystify puzzlement
stagnate stagnancy
wait waiting
decontaminate decontamination
officiate office
shrink shrinking
enjoin enjoining
weep weeping
merchandise merchandising
deteriorate deterioration
estimate estimator
pressurize pressure
tank tankage
smooth smoother
cycle cyclist
qualify qualification
cater caterer
type typist
compress compression
distort distortion
chart chartist
rant ranting
emulate emulator
exert exertion
socialize socialization
conceive concept
advance advancement
strengthen strengthening
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
wash washing
illuminate illumination
unify unit
switch switching
negotiate negotiator
sift sieve
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
fence fencing
reside residence
devalue devaluation
excise excision
glorify glory
regulate regulator
read reading
broadcast broadcaster
heckle heckling
break breakage
accomplish accomplishment
audit auditor
shun shunning
use user
reorganize reorganization
sleep sleeping
weld welder
certify certification
synchronize synchronizing
militarize military
arraign arraignment
accommodate accommodation
scrub scrubbing
soar soaring
assail assailant
market marketer
amputate amputation
incorporate incorporation
marry married
brief briefing
televise television
cleave cleavage
waterproof waterproofing
vibrate vibration
outfit outfitting
box boxing
bathe bathing
mediate mediator
inherit inheritance
signify sign
portray portrait
discourage discouragement
throw thrower
descend descent
announce announcer
persecute persecution
instigate instigation
establish establishment
putt putting
drink drinking
hang hanger
squat squatter
hoax hoaxer
trim trimming
maximize maximization
quantify quantification
map mapping
guess guessing
refer referral
sense sensing
howl howling
convey conveying
counteract counteraction
mystify mystification
fasten fastening
derail derailment
reconnoitre reconnoitring
proceed procession
lie liar
scream screamer
create creator
solidify solid
convict conviction
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
detect detection
kiss kissing
theorise theory
bear bearing
defame defamation
market marketing
headline headliner
lighter lighterage
send sender
switch switcher
represent representation
entertain entertainment
pursue pursuit
reassess reassessment
amaze amazement
mix mixer
flavor flavoring
retail retailer
deport deportment
trek trekker
jail jailer
tie tier
finalize finalization
carbonate carbon
vaporize vapor
vault vaulting
regulate regulation
spend spender
arrange arranger
sue suit
percolate percolation
counsel counselor
predict prediction
cluster clustering
lend lender
estimate estimation
update updating
collaborate collaborator
support supporter
quote quotation
harden hardening
learn learner
depopulate depopulation
strew strewing
produce producer
reconsider reconsideration
lynch lynching
precede precedence
correlate correlation
celebrate celebrant
commit committal
direct place
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
flirt flirting
excel excellence
indulge indulgence
field fielding
inquire inquiry
accord accordance
disqualify disqualification
germinate germination
happen happening
repatriate repatriation
replenish replenishment
retract retraction
diversify diversification
renew renewal
view viewer
date dating
anticipate foreboding
reside resident
cleanse cleanser
terminate termination
specialize specialization
erect erecting
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
detail detailing
tax taxation
reunify reunion
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
immobilize immobilization
golf golfer
dethrone dethronement
interact interaction
parole parolee
convert conversion
occupy occupancy
till tiller
hop hopper
addict addiction
identify identity
renovate renovation
formulate formulation
expose exposure
dodge dodger
laminate lamination
evaluate evaluator
settle settlement
flash flashing
function functioning
hinder hindrance
immigrate immigrant
mix mixing
testify testimony
sort sorting
tolerate tolerance
violate violator
suck sucking
apply application
start starting
ache aching
abate abatement
connive connivance
photograph photographer
disavow disavowal
absolve absolution
drink drinker
war warrior
incline inclination
produce production
mend mending
abolish abolishment
roast roasting
rent renter
implode implosion
fashion fashioning
fortify fort
execute execution
receive recipient
mine mining
lodge lodgings
germinate germ
reconcile reconciliation
dub dubbing
resettle resettlement
tune tuning
cruise cruiser
perfume perfumery
tabulate tabulation
compress compressor
suffer sufferer
clarify clarification
promulgate promulgation
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
truck trucking
mark marking
TUNING
incriminate incrimination
see seer
protect protector
mark marker
ranch rancher
temper temperance
complain complaint
remarry remarriage
paper papering
costume costumer
get getting
jog jogging
specify specification
replicate replication
appraise appraisal
tense tension
deregulate deregulation
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
finish finishing
disturb disturbance
obliterate obliteration
cut cutting
speak speaker
tabulate table
occupy occupier
examine examiner
bombard bombardment
urinate urine
wait waiter
quantify quantity
solo soloist
test tester
sting stinging
seize seizure
invade invasion
proceed proceedings
instruct instruction
sing singing
divide divider
inspect inspection
comprehend comprehension
wrestle wrestler
spend spending
rotate rotation
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
thin thinner
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
stiffen stiffening
disarm disarming
balloon balloonist
erode eroding
splinter splintering
impound impounding
incriminate crime
retry retrial
convene convention
interrogate interrogator
wail wailing
carry carrier
incubate incubation
provide provision
down downer
pave pavement
box boxer
correspond correspondent
extort extortion
administer administration
farm farmer
compute computation
blow blowing
repeat repetition
invert inverter
resonate resonance
cook cooker
forest forestry
disband disbandment
inflame inflammation
despair desperation
sterilize sterilization
excite excitement
hiss hissing
draw drawer
urinate urination
pack packer
consult consultant
matriculate matriculation
founder foundering
underperform underperformer
pollinate pollen
forbid forbidding
mobilize mobilization
rate rating
attend attention
supervise supervisor
discriminate discrimination
crackle crackling
end ending
provide provider
experiment experimentation
authorize authorization
sound sounder
join joining
deal dealings
transfer transference
freeze freezing
demote demotion
flatter flattery
captivate captive
collaborate collaboration
adjourn adjournment
walk walker
edit editing
polish polisher
mediate mediation
carbonate carbonation
boat boating
differentiate difference
scrub scrubber
group grouping
print printer
sell seller
compile compilation
soldier soldiering
procure procurer
relax relaxation
forecast forecaster
scrape scraping
mine miner
suspend suspension
convey conveyance
qualify qualifying
enter entering
fumigate fume
detonate detonator
demonstrate demonstration
culminate culmination
pad padding
prosecute prosecutor
overtake overtaking
vary variation
travel traveling
refer referee
cheat cheating
dawn dawning
advertise advertising
ventilate ventilator
imitate imitation
strangle strangulation
speed speeding
dock docking
diagnose diagnosis
wage engagement
dismember dismemberment
relegate relegation
electrify electricity
stitch stitcher
consummate consummation
boil boiler
emphasize emphasizing
repute reputation
fire firing
trap trapper
tap tapping
blow blower
apprehend apprehension
vacillate vacillation
refine refinery
realize realization
plot plotter
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
surf surfer
style stylist
contend contender
wake waking
live liver
speculate speculator
intimate intimation
stimulate stimulation
unify unification
substitute substitution
quench quenching
recount recounting
deceive deception
murmur murmuring
decode decoding
retake retaking
ostracise ostracism
portray portraitist
sputter sputtering
tint tinting
concede conceding
pollute polluter
stand standard
react reaction
please pleasure
truck trucker
freshen freshener
stun stunner
feel feelings
obstruct obstruction
deny denial
free freeing
bind binding
expend expending
elect election
volunteer voluntary
occupy occupant
riot rioting
retrieve retriever
glamorize glamorization
spoil spoiling
time timer
falsify falsity
field fielder
involve involvement
place aim
understand understanding
recite recital
expel expelling
murder murderer
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
water watering
exempt exemption
chatter chattering
snorkel snorkeling
infiltrate infiltration
falter faltering
schedule scheduler
program programing
transmit transmission
yell yelling
slave slavery
impair impairment
starve starvation
compare comparison
gather gathering
codify codification
remove remover
sanctify saint
line liner
ring ringer
access accession
foreshadow foreshadowing
inaugurate inauguration
consign consignment
inquire inquiring
stoke stoker
implicate implication
promote promoter
refine refinement
constrict constriction
promote promotion
suspend suspender
drum drumming
face facing
reside residency
divest divestiture
struggle struggler
dissuade dissuasion
dispose disposition
draw drawing
jest jester
argue argument
hit hitter
crush crushing
zip zipper
evade evasion
unload unloading
disown disowning
alleviate alleviation
drift drifting
crystalize crystal
oxidise oxide
accuse accuser
sweat sweating
negotiate negotiation
offer offering
submit submission
TEST
inhabit inhabitant
define defining
reappear reappearance
rot rotting
shock shocker
walk walking
contradict contradiction
prepay prepayment
deify deity
whistle whistling
occupy occupation
confront confrontation
diverge divergence
discuss discussion
drug drugging
stabilize stabilization
reiterate reiteration
foot footer
shave shaver
cast caster
erect erection
subside subsidence
plate plating
mature maturation
unveil unveiling
engrave gravure
inscribe inscription
wreck wrecking
repudiate repudiation
abolish abolition
battle battler
enter entry
parachute parachuting
poke poking
assign assignee
instrument instrumentation
glide gliding
defend defendant
hook hooking
trace tracing
complete completion
price pricing
dispute disputation
land landing
pacify pacification
pare paring
propel propulsion
smell smelling
quarter quartering
misread misreading
close closing
tend tending
translate translation
exercise exercising
castrate castration
immerse immersion
lobby lobbyist
hold holder
tune tuner
wilt wilting
recite recitation
tour tourist
inflate inflation
reassure reassurance
pitch pitching
scheme schemer
shiver shivering
circumnavigate circumnavigation
rent rental
neutralize neutralization
internationalize internationalization
justify justification
brew brewery
number numbering
better betterment
remain continuation
embarrass embarrassment
kill killer
reorient reorientation
affiliate affiliation
verify verification
condemn condemnation
revive revival
play playing
savor savoring
enrich enrichment
distill distillate
teach teaching
swab swabbing
capitalize capitalization
inoculate inoculating
entrench entrenchment
compete competition
connect connector
infuse infusion
ally alliance
strain strainer
sack sacking
punt punter
license licensee
lag lagging
inactivate inactivation
snap snapper
breed breeding
punish punishment
waver wavering
debate debater
conjure conjurer
edit editor
join juncture
invalidate invalidation
tap tapper
retain retention
pass passer
sew sewer
dispense dispensation
revise revision
bump bumper
wink winking
prevent prevention
double doubling
ooze oozing
operate operation
alternate alternation
contribute contribution
yield yielding
rock rocker
overestimate overestimation
separate separator
preserve preserver
decentralize decentralization
develop developer
vindicate vindication
collide collision
sub subbing
spit spitting
gravitate gravity
vaccinate vaccine
arrange arrangement
duplicate duplication
buff buffer
mill milling
sign signer
exchange exchanger
invent invention
weigh weighing
moderate moderator
shop shopping
pose poser
fix fixture
gyrate gyration
green greening
procreate procreation
foil foiling
plunder plundering
legislate legislature
cite citation
baffle mystification
bromate bromine
interfere interference
marginalize marginalization
present presentation
shorten shortening
rediscover rediscovery
roar roaring
solve solution
contend contention
scan scanning
earn earnings
aggravate aggravation
analyze analyst
shear shears
strive striving
dedicate dedication
glorify glorification
stunt stunting
encode encoding
inhale inhalation
commission commissioner
repulse drive
revolt revolution
collect collection
tube tubing
prepare preparation
finance financing
blast blaster
stifle stifling
stew stewing
exist existence
code coding
lever leverage
kidnap kidnapper
resent resentment
preoccupy preoccupation
scream screaming
possess possession
curl curler
polish polishing
classify classification
oversee overseer
consign consignee
purify purity
pun punning
empty emptying
succeed successor
scout scouting
net netting
enter entrance
splash splashing
bless blessing
stall stalling
recant recantation
contract contraction
pass passage
deposit deposition
equate equator
fulfill fulfillment
engage engagement
squat squatting
vilify vilification
elaborate elaboration
squeeze squeezing
encroach encroachment
ruminate ruminant
motivate motivation
reflect reflector
cuddle cuddling
sweep sweeping
bet better
secrete secretion
opine opinion
hawk hawking
dissolve dissolving
loot looter
pen penning
strain straining
confiscate confiscation
appear apparition
bomb bombing
condense condensate
trample trampling
moderate moderation
register registry
depict picture
overproduce overproduction
dine diner
tie tying
bound boundary
liquidate liquidation
decompress decompression
tan tanning
dilate dilatation
tolerate toleration
stalk stalker
continue continuance
pervert perversion
serve serving
segregate segregation
despise despising
paint painting
sign signing
catalyze catalyst
trail trailing
bake baking
acquit acquittal
inject injection
dampen dampener
converse conversation
communicate communicator
sense sensation
haul hauler
suffice sufficiency
multiply multiplication
concentrate concentration
interview interviewee
reconstruct reconstruction
spell spelling
tip tipper
beautify beauty
supply supplier
save saver
chastise chastisement
misappropriate misappropriation
guide guidance
flower flowering
disburse disbursement
incinerate incineration
mitigate mitigation
pertain pertinence
study studying
heat heater
fail failing
act action
ski skiing
standardize standard
expect expectancy
donate donation
forfeit forfeiture
legislate legislator
triple tripling
disfigure disfigurement
syndicate syndication
drink drunkard
credit creditor
dose dosage
convey conveyer
mold molding
long longing
differentiate differentiation
back backing
compress compressing
capitalize capital
salute pledge
behold beholder
entitle entitlement
house housing
accelerate acceleration
ship shipper
infiltrate infiltrator
recede recession
form formation
kick kicker
deconstruct deconstruction
survive survivor
beat beater
repossess repossession
debrief debriefing
grade grading
demonize demon
lug luggage
