TRAINING
irradiate irradiation
subordinate subordination
sedate sedation
oxygenate oxygen
determine determinant
acquaint acquaintance
twitch twitching
extract expression
double doubling
alter alteration
fit fitting
yearn yearning
school schooling
meet meeting
invest investor
accelerate accelerator
film filming
scout scouting
loathe loathing
inflame inflaming
overlap overlapping
imitate imitator
melt melting
gyrate gyration
sweeten sweetening
scatter scattering
intern internment
rediscover rediscovery
detract detractor
roar roaring
underpay underpayment
sing singer
stall stalling
feign feigning
intensify intensification
provoke provocation
repulse drive
pacify peace
buff buffer
aspire aspiration
fabricate fabricator
portray portraitist
condemn condemnation
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
whir whirring
mean meaning
disobey disobedience
spin spinning
improve improver
tack tacking
juggle juggling
steal stealing
split splitter
tremble trembling
incur incurring
skip skipper
press pressing
lean leaner
coerce coercion
elect elector
disappear disappearing
dine dining
terrify terror
restate restatement
highlight highlighting
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
propose proposition
garden gardening
scaffold scaffolding
oblige obligation
connive connivance
tell tale
track tracking
dig digger
equip equipping
develop developer
flame flaming
duck ducking
confer conference
serve servant
bicycle bicyclist
monopolize monopolist
abhor abhorrence
combine combination
stretch stretching
deport deportation
stuff stuffing
defoliate defoliant
propel propulsion
emasculate emasculation
honor honoring
preach preaching
desalinate desalination
present presenter
observe observation
screen screener
bounce bouncer
ease easement
immerse immersion
grasp grasping
equalize equalization
raid raider
decay decadent
kneel kneeling
connect connector
affirm affirmation
stop stoppage
abstract abstraction
misappropriate misappropriation
shake shaking
subsist subsistence
concoct concoction
keep keeping
contain containment
moisten moisture
filter filtration
flirt flirtation
commune communion
congregate congregating
unite union
differentiate differentiation
conceal concealment
crow crowing
quiver quivering
electrify electrification
forfeit forfeiture
finish finisher
stock stocking
prevent prevention
retrieve retrieval
claim claimant
readjust readjustment
breed breeder
play playing
chop chopper
string stringer
pose posing
confiscate confiscation
pair pairing
differ difference
hear hearing
revive revival
dye dyeing
reappraise reappraisal
trick trickery
salt salting
adopt adoption
butt butter
pronounce pronunciation
moderate moderator
overstate overstatement
marginalize marginalization
navigate navigator
round rounder
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
abolish abolishment
obsess obsession
chicane chicanery
read reading
reinterpret reinterpretation
comfort comforter
emphasize emphasis
continue continuation
impart imparting
engrave engraving
ape aper
exemplify example
dismember dismemberment
profess profession
pipe piper
recuse recusal
heat heating
beat beater
back backing
bound boundary
point pointer
admit admittance
intersect intersection
injure injury
assimilate assimilation
congratulate congratulation
define definition
necessitate necessity
thwart thwarting
open opening
reminisce reminiscence
measure measuring
raise raising
overproduce overproduction
typify type
fuse fusion
format formatting
rally rallying
appeal appellant
correspond correspondence
pare paring
presume presumption
tap tapper
lie lying
sit sitter
subsidize subsidization
sweat sweater
invert inversion
recommend recommendation
bat batter
reintroduce reintroduction
salve salvage
ooze oozing
press pressure
skip colloquialism
shrink shrinkage
stand standing
precipitate precipitation
bank banking
rule ruler
compose component
flutter fluttering
proliferate proliferation
examine examination
relinquish relinquishing
capitalize capitalization
impeach impeachment
communicate communicator
frighten frightening
enforce enforcer
indulge indulging
designate designation
offer offeror
depict picture
wreck wreckage
investigate investigator
mystify puzzlement
abuse abuser
wait waiting
decontaminate decontamination
date dating
shrink shrinking
pray prayer
prepare preparation
merchandise merchandising
deteriorate deterioration
estimate estimator
pressurize pressure
tank tankage
smooth smoother
cycle cyclist
qualify qualification
cater caterer
type typist
compress compression
distort distortion
chart chartist
rant ranting
emulate emulator
shock shocker
socialize socialization
conceive concept
tour tourist
teach teaching
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
wash washing
illuminate illumination
unify unit
insulate insulation
negotiate negotiator
sift sieve
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
fence fencing
dedicate dedication
devalue devaluation
excise excision
glorify glory
regulate regulator
remain continuation
broadcast broadcaster
heckle heckling
break breakage
accomplish accomplishment
group grouping
shun shunning
use user
concentrate concentration
sleep sleeping
weld welder
certify certification
clip clipper
worry worrying
arraign arraignment
accommodate accommodation
scrub scrubbing
soar soaring
pursue pursuit
market marketer
amputate amputation
incorporate incorporation
marry married
retain retention
moderate moderation
liquidate liquidation
plunder plundering
vibrate vibration
let letter
box boxing
bathe bathing
mediate mediator
inherit inheritance
diversify diversification
portray portrait
discourage discouragement
throw thrower
descend descent
announce announcer
persecute persecution
instigate instigation
golf golfing
putt putting
drink drinking
hang hanger
squat squatter
hoax hoaxer
trim trimming
maximize maximization
portend portent
map mapping
guess guessing
supply supplier
converse conversation
howl howling
weigh weighing
counteract counteraction
mystify mystification
infiltrate infiltrator
derail derailment
reconnoitre reconnoitring
mill milling
lie liar
scream screamer
create creator
solidify solid
convict conviction
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
detect detection
heat heater
theorise theory
bear bearing
defame defamation
weep weeping
inactivate inactivation
lighter lighterage
send sender
bleed bleeding
represent representation
contradict contradiction
rent rental
reassess reassessment
amaze amazement
mix mixer
flavor flavoring
retail retailer
deport deportment
trek trekker
jail jailer
enter entry
finalize finalization
carbonate carbon
vaporize vapor
dose dosage
fork forking
spend spender
arrange arranger
sue suit
hike hiker
counsel counselor
predict prediction
cluster clustering
lend lender
estimate estimation
update updating
collaborate collaborator
support supporter
quote quotation
legislate legislator
learn learner
depopulate depopulation
strew strewing
segregate segregation
fly flying
lynch lynching
precede precedence
impose imposition
celebrate celebrant
commit committal
direct place
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
flirt flirting
excel excellence
indulge indulgence
field fielding
inquire inquiry
accord accordance
disqualify disqualification
trail trailing
cross crossing
reside residence
replenish replenishment
decompress decompression
preserve preserver
tie tying
view viewer
recite recitation
anticipate foreboding
reside resident
cleanse cleanser
terminate termination
specialize specialization
erect erecting
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
detail detailing
tax taxation
chant chanting
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
immobilize immobilization
golf golfer
lug luggage
kick kicker
parole parolee
convert conversion
emit emission
till tiller
wean weaning
addict addiction
identify identity
renovate renovation
sprinkle sprinkling
immobilize immobilizing
dodge dodger
laminate lamination
evaluate evaluator
settle settlement
flash flashing
exclaim exclaiming
hinder hindrance
immigrate immigrant
mix mixing
testify testimony
sub subbing
tolerate tolerance
violate violator
suck sucking
apply application
start starting
indicate indication
abate abatement
inscribe inscription
photograph photographer
continue continuance
absolve absolution
drink drinker
war warrior
incline inclination
produce production
persuade persuasion
exercise exercising
roast roasting
rent renter
solder soldering
fashion fashioning
fortify fort
execute execution
receive recipient
mine mining
lodge lodgings
acclimate climate
lobby lobbyist
dub dubbing
resettle resettlement
resign resignation
cruise cruiser
tip tipper
stabilize stabilizer
compress compressor
suffer sufferer
clarify clarification
promulgate promulgation
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
enrich enrichment
mark marking
TUNING
enhance enhancer
see seer
protect protector
mark marker
ranch rancher
temper temperance
complain complaint
extradite extradition
paper papering
costume costumer
get getting
jog jogging
specify specification
invalidate invalidation
appraise appraisal
elaborate elaboration
deregulate deregulation
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
finish finishing
disturb disturbance
obliterate obliteration
cut cutting
speak speaker
tabulate table
occupy occupier
examine examiner
encroach encroachment
oxygenate oxygenation
wait waiter
quantify quantity
solo soloist
test tester
own owner
gossip gossiping
invade invasion
proceed proceedings
instruct instruction
shorten shortening
divide divider
inspect inspection
comprehend comprehension
land landing
spend spending
rotate rotation
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
bake baking
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
digitize digit
disarm disarming
balloon balloonist
swab swabbing
splinter splintering
impound impounding
furnish furniture
retry retrial
convene convention
interrogate interrogator
wail wailing
breed breeding
incubate incubation
provide provision
down downer
pave pavement
misstate misstatement
correspond correspondent
sense sensation
administer administration
farm farmer
immigrate immigration
blow blowing
repeat repetition
invert inverter
preoccupy preoccupation
cook cooker
forest forestry
disband disbandment
inflame inflammation
despair desperation
sterilize sterilization
arouse arousal
hiss hissing
draw drawer
urinate urination
pack packer
consult consultant
matriculate matriculation
founder foundering
waste wasting
pollinate pollen
forbid forbidding
mobilize mobilization
rate rating
attend attention
supervise supervisor
discriminate discrimination
crackle crackling
end ending
provide provider
index indexing
authorize authorization
sound sounder
join joining
forestall forestalling
transfer transference
freeze freezing
study studying
flatter flattery
captivate captive
collaborate collaboration
adjourn adjournment
proceed procession
participate participant
polish polisher
mediate mediation
carbonate carbonation
boat boating
differentiate difference
scrub scrubber
lever leverage
print printer
waterproof waterproofing
compile compilation
scan scanning
procure procurer
relax relaxation
forecast forecaster
scrape scraping
mine miner
suspend suspension
convey conveyance
qualify qualifying
enter entering
isolate isolation
select selector
demonstrate demonstration
culminate culmination
pad padding
further furtherance
baffle mystification
vary variation
travel traveling
refer referee
cheat cheating
dawn dawning
advertise advertising
truck trucking
imitate imitation
strangle strangulation
speed speeding
block blockage
diagnose diagnosis
wage engagement
internationalize internationalization
relegate relegation
evaluate evaluation
stitch stitcher
consummate consummation
read reader
emphasize emphasizing
repute reputation
fire firing
trap trapper
tap tapping
blow blower
apprehend apprehension
vacillate vacillation
refine refinery
realize realization
plot plotter
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
exchange exchanger
style stylist
contend contender
wake waking
register registry
speculate speculator
intimate intimation
forge forger
unify unification
substitute substitution
quench quenching
recount recounting
deceive deception
murmur murmuring
snap snapper
retake retaking
ostracise ostracism
kill killer
sputter sputtering
tint tinting
concede conceding
pollute polluter
stand standard
confront confrontation
please pleasure
truck trucker
apologize apology
stun stunner
feel feelings
obstruct obstruction
deny denial
free freeing
bind binding
expend expending
elect election
slacken slackening
occupy occupant
complete completion
retrieve retriever
glamorize glamorization
scavenge scavenger
time timer
falsify falsity
field fielder
invent invention
place aim
chastise chastisement
recite recital
expel expelling
possess possession
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
cite citation
smock smocking
interact interaction
snorkel snorkeling
inspire inspiration
falter faltering
haul hauler
program programing
transmit transmission
identify identification
slave slavery
impair impairment
starve starvation
inhabit inhabitant
gather gathering
codify codification
shear shears
proceed proceeding
line liner
ring ringer
access accession
foreshadow foreshadowing
inaugurate inauguration
consign consignment
inquire inquiring
stoke stoker
implicate implication
promote promoter
refine refinement
circumcise circumcision
survive survivor
evaluate value
drum drumming
face facing
reside residency
confess confession
struggle struggler
preempt preemption
tune tuner
draw drawing
jest jester
argue argument
hit hitter
crush crushing
zip zipper
aggravate aggravation
unload unloading
disown disowning
alleviate alleviation
drift drifting
crystalize crystal
oxidise oxide
accuse accuser
sweat sweating
create creature
deposit deposition
submit submission
TEST
destroy destroyer
abstain abstention
haul hauling
run runner
intrude intruder
sanctify saint
interconnect interconnection
spoil spoiler
innovate innovation
dock docking
harmonize harmonization
dress dressing
implode implosion
happen happening
perform performance
spot spotting
negotiate negotiation
synchronize synchronizing
flap flapping
germinate germ
fascinate fascination
pave paving
game gaming
compute computation
wave waving
time timing
wreck wrecker
acknowledge acknowledgment
switch switching
undervalue undervaluation
fester festering
interrupt interruption
synchronize synchronization
apportion apportionment
ache aching
refine refiner
fumigate fume
abort abortion
deter deterrence
etch etching
compound compounding
urinate urine
hawk hawker
count counting
rig rigging
blink blinking
depress depressant
establish establishment
soak soaking
respond respondent
animate animator
satisfy satisfaction
digest digestion
repent repentance
magnify magnifier
interlock interlocking
carpenter carpentry
cricket cricketer
copy copier
negate negation
officiate office
sit sitting
corroborate corroboration
conspire conspiracy
tune tuning
document documentation
yell yelling
detonate detonator
assail assailant
relapse relapsing
snip snipping
set setting
write writing
crystallize crystal
quantify quantification
deflect deflection
legislate legislation
treat treatment
graft grafting
seize seizure
repeat repeating
coat coating
substitute substituting
mask masking
box boxer
ventilate ventilator
move movement
progress progression
insure insurance
banish banishment
disagree disagreement
stimulate stimulation
reunify reunion
divest divestiture
heave heaving
infiltrate infiltration
slug slugger
float flotation
unfold unfolding
underperform underperformer
encourage encouragement
rustle rustling
pilfer pilferage
hatch hatching
mystify mystery
disperse dispersion
occupy occupancy
energize energy
stimulate stimulus
ring ringing
entertain entertainer
confuse confusion
fly flyer
constitute constitution
volunteer voluntary
regulate regulation
pace pacing
insulate insulator
idle idler
elevate elevator
enjoin enjoining
joke joker
incriminate incrimination
vomit vomiting
crawl crawler
enjoy enjoyment
oppress oppressor
plow plowing
go goer
signify sign
whack whacking
panel paneling
annul annulment
canton cantonment
shell shelling
computerize computerization
seek seeking
exonerate exoneration
observe observance
sled sledding
advertise advertiser
walk walker
crawl crawling
weave weaver
respect respecter
undress strip
abandon abandonment
originate origin
cover covering
empower empowerment
inspect inspector
imprison imprisonment
prosecute prosecutor
notify notification
sell seller
eat eating
encrypt encryption
embrace embracing
communicate communicating
bank banker
trumpet trumpeter
stiffen stiffening
shed shedding
fix fixer
prevail prevalence
furnish furnishing
trounce trouncing
frustrate frustration
down carry
thump thumping
hop hopper
swear swearing
utilize utilization
repatriate repatriation
run running
computerize computer
mow mower
handle handling
vaccinate vaccinating
ride riding
ski skier
seal sealer
upend upending
market marketing
count counter
bake baker
remarry remarriage
invade invader
impute imputation
construct construction
audit auditor
degenerate degeneration
dismantle dismantlement
survive survival
signify significance
control controller
nationalize nationalization
experiment experimentation
disbelieve disbeliever
clot clotting
gloat gloating
suspend suspender
innovate innovator
win winnings
evolve evolution
gain gainer
narrow narrowing
perpetuate perpetuation
till tillage
dissuade dissuasion
cleave cleft
torment tormentor
exempt exemption
reforest reforestation
qualify qualifier
relive reliving
recognize recognition
limit limiter
grapple grappling
sing song
pass passing
strike striker
maximize maximum
miniaturize miniaturization
characterize characterization
convert converter
expose exposure
calibrate caliber
monitor monitoring
originate originator
sift sifting
outfit outfitting
mystify puzzle
please pleaser
withhold withholding
electrify electricity
detect detecting
assign assignment
irrigate irrigation
perpetrate perpetrator
boil boiler
commentate comment
taunt taunting
incriminate crime
coordinate coordinator
cooperate cooperation
misrepresent misrepresentation
outfit outfitter
personify persona
pop popping
spoil spoiling
edit editing
repress repression
mend mending
tile tiling
arbitrate arbitrator
vacation vacationing
score scoring
package packaging
offend offense
reconsider reconsideration
percolate percolation
rob robbery
advocate advocacy
procrastinate procrastination
function functioning
constrict constriction
baffle mystery
dispense dispenser
enlighten enlightenment
disable disablement
militarize military
intrude intrusion
disinfect disinfectant
thin thinning
clip clipping
ignore ignorance
talk talking
distill distillery
accumulate accumulation
tabulate tabulation
post posting
mistake mistaking
switch switcher
rail railing
gut gutter
introduce introduction
publicize publicizing
ferment fermenting
grow growth
recuperate recuperation
freshen freshener
vibrate vibrancy
lower lowering
loosen loosening
untangle untangling
deal dealings
sniff sniffer
defect defection
stagnate stagnancy
reimpose reimposition
twist twisting
fumigate fumigation
procure procurement
receive receiver
peruse perusing
dwindle dwindling
stand stance
send sending
excite excitement
erode erosion
compute computer
recur recurrence
patent patentee
formulate formulation
fold folding
save savings
postpone postponement
bleed bleeder
augment augmentation
devote devotion
chatter chattering
clamor clamoring
adjudicate judge
line lining
bugger buggery
criticize critic
sting stinging
correlate correlation
douse dousing
