TRAINING
irradiate irradiation
retire retirement
disconnect disconnection
anchor anchorage
disrupt disruption
enter entree
assemble assemblage
deify deity
prevent prevention
distill distillery
remain continuation
eradicate eradication
subordinate subordination
sedate sedation
oxygenate oxygen
determine determinant
acquaint acquaintance
twitch twitching
extract expression
pray prayer
legislate legislature
fit fitting
yearn yearning
school schooling
meet meeting
mold molding
accelerate accelerator
film filming
raise raising
loathe loathing
inflame inflaming
overlap overlapping
imitate imitator
land landing
scaffold scaffolding
sweeten sweetening
scatter scattering
intern internment
derive deriving
detract detractor
watch watching
underpay underpayment
sing singer
poke poker
feign feigning
substitute substituting
provoke provocation
terrorize terror
pacify peace
fish fishing
aspire aspiration
monitor monitoring
treat treatment
detain detention
swing swinging
forsake forsaking
dominate domination
dismantle dismantling
decide deciding
generalize generalization
communicate communicating
mean meaning
disobey disobedience
spin spinning
improve improver
pertain pertinence
juggle juggling
cast caster
split splitter
tremble trembling
incur incurring
skip skipper
mistake mistaking
perform performance
coerce coercion
behold beholder
stalk stalker
dine dining
terrify terror
restate restatement
refine refiner
forge forgery
toy toying
consist consistence
plant planting
lease lessee
flood flooding
propose proposition
garden gardening
inspect inspector
oblige obligation
wreck wrecker
tell tale
notify notification
dig digger
equip equipping
pension pensioner
flame flaming
duck ducking
reorient reorientation
serve servant
bicycle bicyclist
monopolize monopolist
abhor abhorrence
double doubling
stretch stretching
deport deportation
stuff stuffing
defoliate defoliant
acquire acquiring
emasculate emasculation
honor honoring
preach preaching
desalinate desalination
shorten shortening
observe observation
exonerate exoneration
bounce bouncer
ease easement
disseminate dissemination
move movement
equalize equalization
raid raider
decay decadent
kneel kneeling
confess confession
affirm affirmation
stop stoppage
abstract abstraction
press pressing
shake shaking
subsist subsistence
concoct concoction
keep keeping
contain containment
moisten moisture
filter filtration
utilize utilization
commune communion
congregate congregating
unite union
fast fasting
differentiate differentiation
crow crowing
quiver quivering
depict picture
crack cracking
save savings
weigh weighing
be being
retrieve retrieval
claim claimant
beat beater
breed breeder
operate operator
chop chopper
string stringer
pose posing
assist assistant
multiply multiplication
differ difference
hear hearing
intensify intensification
dye dyeing
reappraise reappraisal
trick trickery
salt salting
adopt adoption
butt butter
pronounce pronunciation
radiate radiation
overstate overstatement
ration rationing
navigate navigator
round rounder
substantiate substantiation
falsify falsification
cede cession
abstain abstinent
supervise supervision
sob sobbing
race racer
repent repentance
plow plowing
chicane chicanery
deflect deflection
reinterpret reinterpretation
comfort comforter
emphasize emphasis
originate origin
diverge divergence
engrave engraving
ape aper
rent rental
snip snipping
profess profession
pipe piper
recuse recusal
etch etching
investigate investigating
arouse arousal
intoxicate intoxication
point pointer
admit admittance
number numbering
incinerate incineration
assimilate assimilation
congratulate congratulation
define definition
sift sifting
thwart thwarting
open opening
reminisce reminiscence
forfeit forfeiture
gain gainer
prime primer
typify type
pun punning
format formatting
rally rallying
misread misreading
dismantle dismantlement
incubate incubator
presume presumption
confederate confederation
lie lying
disagree disagreement
subsidize subsidization
sweat sweater
invert inversion
recommend recommendation
bat batter
reintroduce reintroduction
salve salvage
announce announcement
operate operation
mystify puzzle
teach teaching
stand standing
precipitate precipitation
connect connector
rule ruler
compose component
flutter fluttering
dispense dispensation
innovate innovator
relinquish relinquishing
translate translator
impeach impeachment
tumble tumbling
frighten frightening
enforce enforcer
indulge indulging
designate designation
offer offeror
furnish furniture
wreck wreckage
investigate investigator
mystify puzzlement
stagnate stagnancy
wait waiting
decontaminate decontamination
officiate office
shrink shrinking
enjoin enjoining
weep weeping
merchandise merchandising
deteriorate deterioration
curl curler
pressurize pressure
tank tankage
smooth smoother
cycle cyclist
qualify qualification
yield yielding
type typist
compress compression
distort distortion
chart chartist
rant ranting
abolish abolition
exert exertion
socialize socialization
conceive concept
advance advancement
strengthen strengthening
shred shredder
cook cooking
inflict infliction
precede predecessor
whirl whirling
devastate devastation
reevaluate reevaluation
utilize utility
move mover
accede accession
haggle haggling
master mastery
converge convergence
sustain sustenance
convene convener
belong belongings
grade grading
punt punter
unify unit
switch switching
negotiate negotiator
squeeze squeezing
tame tamer
reason reasoning
amalgamate amalgam
course coursing
impound impoundment
accelerate acceleration
reside residence
devalue devaluation
excise excision
glorify glory
regulate regulator
read reading
broadcast broadcaster
recede recession
break breakage
accomplish accomplishment
audit auditor
shun shunning
use user
reorganize reorganization
sleep sleeping
weld welder
certify certification
synchronize synchronizing
militarize military
arraign arraignment
accommodate accommodation
scrub scrubbing
soar soaring
assail assailant
market marketer
amputate amputation
shear shears
marry married
brief briefing
televise television
cleave cleavage
waterproof waterproofing
vibrate vibration
outfit outfitting
box boxing
bathe bathing
mediate mediator
inherit inheritance
signify sign
portray portrait
discourage discouragement
compete competition
descend descent
prepay prepayment
persecute persecution
instigate instigation
establish establishment
tune tuner
drink drinking
hang hanger
squat squatter
hoax hoaxer
trim trimming
maximize maximization
quantify quantification
map mapping
guess guessing
refer referral
sense sensing
howl howling
convey conveying
counteract counteraction
mystify mystification
fasten fastening
derail derailment
reconnoitre reconnoitring
proceed procession
lie liar
donate donation
create creator
solidify solid
splash splashing
refute refutation
dangle dangling
hide hiding
tease teasing
shave shaving
detect detection
kiss kissing
theorise theory
bear bearing
defame defamation
market marketing
headline headliner
lighter lighterage
send sender
switch switcher
spell spelling
entertain entertainment
pursue pursuit
reassess reassessment
amaze amazement
mix mixer
flavor flavoring
retail retailer
deport deportment
trek trekker
jail jailer
tie tier
finalize finalization
bake baking
vaporize vapor
vault vaulting
regulate regulation
trample trampling
arrange arranger
sue suit
percolate percolation
counsel counselor
predict prediction
cluster clustering
lend lender
estimate estimation
update updating
collaborate collaborator
inhabit inhabitant
enter entrance
harden hardening
learn learner
depopulate depopulation
strew strewing
produce producer
reconsider reconsideration
lynch lynching
dissolve dissolving
correlate correlation
celebrate celebrant
commit committal
direct place
discontinue discontinuance
detain detainee
inhibit inhibition
explode explosion
reinstate reinstatement
cartoon cartoonist
trail trailing
exchange exchanger
credit creditor
field fielding
inquire inquiry
accord accordance
disqualify disqualification
germinate germination
happen happening
repatriate repatriation
replenish replenishment
retract retraction
diversify diversification
renew renewal
walk walking
date dating
shop shopping
reside resident
cleanse cleanser
terminate termination
specialize specialization
develop developer
pay payer
reaffirm reaffirmation
follow follower
prohibit prohibition
redevelop redevelopment
detail detailing
tax taxation
reunify reunion
absent absentee
contaminate contaminant
focus focusing
consume consumption
deposit depositor
authenticate authentication
stamp stamper
optimize optimization
wilt wilting
golf golfer
dethrone dethronement
interact interaction
parole parolee
convert conversion
occupy occupancy
tube tubing
hop hopper
addict addiction
identify identity
defend defendant
formulate formulation
expose exposure
dodge dodger
laminate lamination
expect expectancy
settle settlement
flash flashing
function functioning
hinder hindrance
immigrate immigrant
pare paring
testify testimony
sort sorting
condense condensate
violate violator
suck sucking
apply application
start starting
ache aching
abate abatement
connive connivance
photograph photographer
disavow disavowal
gyrate gyration
drink drinker
war warrior
incline inclination
produce production
mend mending
abolish abolishment
roast roasting
rent renter
implode implosion
fashion fashioning
fortify fort
execute execution
receive recipient
mitigate mitigation
lodge lodgings
germinate germ
reconcile reconciliation
dub dubbing
resettle resettlement
tune tuning
cruise cruiser
perfume perfumery
tabulate tabulation
compress compressor
suffer sufferer
lever leverage
promulgate promulgation
dissolve dissolution
rehabilitate rehabilitation
impersonate persona
shear shearing
truck trucking
mark marking
TUNING
incriminate incrimination
see seer
protect protector
mark marker
stifle stifling
temper temperance
complain complaint
remarry remarriage
paper papering
costume costumer
get getting
revive revival
specify specification
replicate replication
appraise appraisal
tense tension
deregulate deregulation
reposition repositioning
adapt adaption
teach teacher
fill filler
damp damper
care caring
shock shocker
disturb disturbance
obliterate obliteration
cut cutting
speak speaker
tabulate table
occupy occupier
examine examiner
bombard bombardment
urinate urine
wait waiter
encode encoding
solo soloist
better betterment
sting stinging
seize seizure
invade invasion
proceed proceedings
polish polishing
sing singing
divide divider
inspect inspection
comprehend comprehension
wrestle wrestler
spend spending
rotate rotation
wet wetter
astonish astonishment
orchestrate orchestrator
pollinate pollination
thin thinner
bloom bloomer
enlist enlistment
ship shipping
manage management
note notation
stiffen stiffening
disarm disarming
balloon balloonist
erode eroding
splinter splintering
impound impounding
incriminate crime
retry retrial
convene convention
interrogate interrogator
wail wailing
carry carrier
incubate incubation
provide provision
reiterate reiteration
finance financing
box boxer
breed breeding
extort extortion
administer administration
farm farmer
compute computation
blow blowing
repeat repetition
invert inverter
resonate resonance
cook cooker
forest forestry
affiliate affiliation
inflame inflammation
despair desperation
sterilize sterilization
excite excitement
hiss hissing
draw drawer
urinate urination
pack packer
consult consultant
matriculate matriculation
quarter quartering
underperform underperformer
pollinate pollen
forbid forbidding
mobilize mobilization
rate rating
attend attention
supervise supervisor
confront confrontation
crackle crackling
end ending
provide provider
experiment experimentation
authorize authorization
sound sounder
join joining
deal dealings
transfer transference
freeze freezing
demote demotion
flatter flattery
captivate captive
collaborate collaboration
adjourn adjournment
walk walker
edit editing
polish polisher
mediate mediation
carbonate carbonation
boat boating
differentiate difference
scrub scrubber
group grouping
print printer
sell seller
compile compilation
soldier soldiering
procure procurer
overestimate overestimation
forecast forecaster
gravitate gravity
mine miner
green greening
recant recantation
qualify qualifying
enter entering
fumigate fume
detonate detonator
demonstrate demonstration
culminate culmination
pad padding
prosecute prosecutor
overtake overtaking
vary variation
travel traveling
refer referee
cheat cheating
misappropriate misappropriation
advertise advertising
ventilate ventilator
imitate imitation
kill killer
speed speeding
dock docking
diagnose diagnosis
wage engagement
dismember dismemberment
condemn condemnation
electrify electricity
stitch stitcher
consummate consummation
boil boiler
emphasize emphasizing
repute reputation
fire firing
trap trapper
tap tapping
blow blower
apprehend apprehension
vacillate vacillation
moderate moderation
contend contention
join juncture
intoxicate intoxicant
mingle mingling
cohabit cohabitation
urge urgency
surf surfer
style stylist
contend contender
wake waking
live liver
speculate speculator
elaborate elaboration
stimulate stimulation
unify unification
heat heater
quench quenching
recount recounting
stabilize stabilization
murmur murmuring
decode decoding
retake retaking
ostracise ostracism
portray portraitist
sputter sputtering
tint tinting
concede conceding
pollute polluter
stand standard
react reaction
please pleasure
truck trucker
freshen freshener
stun stunner
feel feelings
tap tapper
deny denial
communicate communicator
bind binding
expend expending
elect election
volunteer voluntary
occupy occupant
riot rioting
retrieve retriever
glamorize glamorization
spoil spoiling
time timer
falsify falsity
field fielder
involve involvement
place aim
understand understanding
recite recital
expel expelling
murder murderer
seize seizing
excavate excavation
interrogate interrogation
propagate propagation
indict indictment
water watering
exempt exemption
chatter chattering
snorkel snorkeling
infiltrate infiltration
falter faltering
schedule scheduler
program programing
transmit transmission
yell yelling
slave slavery
impair impairment
starve starvation
compare comparison
scheme schemer
codify codification
remove remover
sanctify saint
line liner
ring ringer
access accession
prepare preparation
inaugurate inauguration
consign consignment
inquire inquiring
scout scouting
implicate implication
promote promoter
license licensee
constrict constriction
promote promotion
suspend suspender
drum drumming
face facing
reside residency
divest divestiture
struggle struggler
dissuade dissuasion
dispose disposition
draw drawing
catalyze catalyst
argue argument
hit hitter
infuse infusion
zip zipper
evade evasion
unload unloading
disown disowning
alleviate alleviation
inflate inflation
crystalize crystal
oxidise oxide
accuse accuser
sweat sweating
negotiate negotiation
offer offering
submit submission
TEST
support supporter
acclimatise climate
dry drier
toast toasting
finish finishing
view viewer
believe believer
announce announcer
encase encasement
rattle rattling
attach attachment
discriminate discrimination
impart imparting
cure curing
liberate liberator
deceive deception
down downer
toboggan tobogganing
ride rider
steal stealing
circulate circle
dine dinner
mutate mutant
militarize militarization
rumble rumbling
skim skimming
warn warning
exhaust exhaustion
converge converging
emulate emulator
beautify beautification
drive drift
buy buying
groom grooming
growl growling
transpose transposition
sew sewing
renovate renovation
screw bed
educate education
write writer
enclose enclosing
feed feeder
melt melting
vaccinate vaccination
mix mixing
initiate initiator
modify modification
founder foundering
appeal appellant
dream dreamer
sediment sedimentation
advise adviser
solve solvent
rival rivalry
unite uniting
redefine redefinition
absorb absorber
putt putting
immobilize immobilization
deviate deviation
generate generator
drift drifting
cause causation
overheat overheating
gather gathering
design designing
rope roping
exemplify example
deepen deepening
facilitate facilitator
agitate agitator
cover reporting
intersect intersection
test tester
breathe breather
yawn yawner
strangle strangulation
confer conference
disband disbandment
transport transportation
relegate relegation
jog jogging
mourn mourner
pick picking
spatter spattering
raft rafter
shrink shrinkage
chip chipping
accuse accusation
reconnoitre reconnaissance
eliminate elimination
throw thrower
bank banking
crush crushing
settle settling
observe observer
recruit recruitment
illuminate illumination
refine refinement
process processor
conglomerate conglomeration
vary variate
correspond correspondent
subvert subversion
strip stripper
garden gardener
compel compulsion
wane waning
plot plotter
name naming
obstruct obstruction
terminate finish
commission commissioning
transfer transferor
proliferate proliferation
rebury reburial
present presentment
repair reparation
bust buster
combine combination
build building
press pressure
ascend ascension
mug mugging
cater caterer
develop developing
relax relaxation
annihilate annihilation
melt melter
cycle cycling
erect erecting
desolate desolation
activate activation
infest infestation
escape escapist
scrape scraping
simplify simplification
interpret interpretation
ripple rippling
blackmail blackmailer
stick sticker
go going
excel excellence
diet dieting
stock stocking
desecrate desecration
anticipate foreboding
suppose supposition
offend offender
absolve absolution
suspend suspension
launder laundry
jerk jerking
sneeze sneezing
alter alteration
suppress suppressor
unmask unmasking
allude allusion
remit remission
rebel rebellion
disembark disembarkation
present presenter
retrench retrenchment
graduate graduation
summarize summary
realize realization
educate educator
transform transformation
vouch voucher
leak leakage
incorporate incorporation
comply compliance
minimize minimum
grumble grumbling
populate population
quantify quantity
suffocate suffocation
conjure conjuring
pasteurize pasteurization
snort drug
pollute pollution
till tiller
foreshadow foreshadowing
pave pavement
reunify reunification
ranch rancher
work worker
understate understatement
advertise advertisement
clarify clarification
ignite ignition
irritate irritant
slam slammer
hedge hedger
streak streaker
estimate estimator
instruct instruction
find finding
reassign reassignment
diversify diversity
assist assistance
fuse fusion
reform reformation
publish publisher
stoke stoker
wander wandering
quote quotation
convict conviction
survey surveyor
question questioning
convey conveyance
undo undoing
warm warmer
eventuate event
machine machinist
compose composition
roof roofing
lock locker
qualify quality
intimate intimation
sift sieve
clock clocking
purchase purchaser
foster fostering
smash smashing
travel traveler
exhibit exhibitor
adjudicate adjudicator
conserve conservation
perform performer
conceive conception
precede precedence
enroll enrollment
gamble gambler
recycle recycling
underestimate underestimation
incur incursion
spar sparring
tolerate tolerance
spend spender
refine refinery
solidify solidifying
electrify electrification
voyage voyager
plan planner
close closer
orchestrate orchestra
decide decision
cast casting
delude delusion
tackle tackler
globalize globalization
disappear disappearing
acquiesce acquiescence
immunize immunization
export exporter
steep steeper
disengage disengagement
draft drafting
retire retiree
jest jester
flirt flirting
carbonate carbon
appoint appointee
perpetrate perpetration
kick kicking
cool cooler
free freeing
quicken quickening
sequester sequestration
discover discoverer
pair pairing
expect expectation
love lover
employ employment
represent representation
tick ticking
swim swimming
resurge resurgence
impoverish impoverishment
diminish diminution
dawn dawning
worsen worsening
equate equation
retrospect retrospection
injure injury
mine mining
tack tacking
handle handler
substitute substitution
allow allowance
socialize socializing
let lessor
document documentary
evaluate evaluator
scream screamer
measure measuring
disapprove disapproval
legalize legalization
fall faller
defer deference
nullify nullification
indulge indulgence
distract distraction
repel repellant
invest investor
terminate terminus
conceal concealment
assassinate assassin
catch catcher
discover discovery
privatize privatization
elect elector
speculate speculation
swathe swathing
fence fencing
rescue rescuer
transmit transmittal
heckle heckling
cancel cancellation
corrupt corruption
focus focussing
nest nester
readjust readjustment
sight sighting
ascend ascent
wash washing
disparage disparagement
wear wearing
