TRAINING
disinvest undress
meditate meditation
cool coolant
face facing
differ difference
advise advisement
incline inclination
thicken thickening
insulate insulation
delete deletion
inject injector
adorn adornment
comment commentary
procreate procreation
defer deference
drive driving
repair reparation
fund funding
thin thinning
avert aversion
stifle stifling
retaliate retaliation
grant grantor
veer veering
regenerate regeneration
inoculate inoculating
speculate speculator
lay layer
contain containment
solicit solicitor
prohibit prohibition
operate operation
condescend condescension
stagnate stagnancy
butt butter
compose composition
supervise supervision
cow coward
be being
bind binder
rebury reburial
inhabit inhabitant
racketeer racketeering
hack hacker
optimize optimum
depend dependency
carry carrier
fade fading
project projection
restrict restriction
cut cutting
knock knocker
uplift uplifting
convert conversion
clown clowning
deprecate deprecation
motivate motive
privatize privatization
reserve reservation
tabulate tabulation
abandon abandonment
enact enactment
fashion fashioning
inherit inheritance
round rounder
rescue rescuer
tie tying
curb check
sight sighting
centralize centralization
heckle heckler
deal dealings
sound sounder
calculate calculator
bid bidder
ooze oozing
gyrate gyration
view viewer
savage savagery
transmit transmittal
trek trekker
command commander
revert reversion
canal canalization
fish fishery
sweep sweeping
flood flooding
require requisition
purge purging
personify persona
reverse reversal
gratify gratification
headline headliner
broker brokerage
persist persistence
incite incitement
pollute pollution
bribe bribery
bulldoze bulldozer
object objector
plaster plastering
immigrate immigrant
remove removal
deduct deduction
radiate radiation
acquit acquittal
decide decision
sound sounding
terminate finish
intend intent
diverge divergence
brace bracing
cultivate cultivation
graze grazing
run runner
study student
renounce renunciation
auction auctioneer
press pressing
wine winery
subject subjection
house housing
orphan orphanage
rot rotting
detach detachment
trust trustee
unmask unmasking
rock rocker
syndicate syndication
lunch lunching
growl growling
sell seller
shiver shivering
produce producer
vacillate vacillation
recognize recognition
expel expulsion
constrict constriction
publish publication
result resultant
elect elector
distribute distributor
unite uniting
coerce coercion
circulate circulation
disqualify disqualification
arm armament
surface surfacing
penetrate penetration
butcher butchery
percolate percolation
magnify magnification
shut shutter
relinquish relinquishment
fast fasting
exploit exploiter
absorb absorbent
regulate regulation
reduce reduction
tune tuning
receive receiver
stain staining
breed breeding
trace tracer
admire admirer
second secondment
pressurize pressure
join junction
impose imposition
tape taping
mystify mystery
originate originator
presume presumption
saturate saturation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
brainstorm brainstorming
register registration
sort sorting
prepay prepayment
overheat overheating
play player
stow stowing
perfect perfection
confiscate confiscation
strive striving
drum drummer
vault vaulter
identify identification
disillusion disillusionment
awaken awakening
pirate piracy
receive recipient
fish fishing
tend tender
mix mixer
validate validation
trace tracing
roast roasting
stuff stuffing
disturb disturbance
tabulate table
rationalize rationalization
organize organizer
drink drunkard
drink drinking
suspend suspension
pick picking
smash smashing
salve salvation
germinate germ
reinstate reinstatement
golf golfer
catalyze catalyst
pillage pillaging
stand standing
replicate replica
coalesce coalition
string stringer
full fuller
shout shouting
socialize socialization
enclose enclosure
extract extractor
baffle mystification
implant implantation
cartoon cartoonist
jump jumping
rouse rousing
whack whacking
burglarize burglary
acquaint acquaintance
forge forgery
deny denial
commit commitment
apologize apology
undervalue undervaluation
staple stapler
foot footer
tempt temptation
infringe infringement
dare daring
foreshadow foreshadowing
chill chilling
deconstruct deconstruction
inundate inundation
sculpt sculpture
defer deferment
excite excitement
angle angler
pop popping
distribute distribution
employ employee
engineer engineering
freight freighter
pack package
quadruple quadrupling
unveil unveiling
conscript conscription
fix fixer
reposition repositioning
rid riddance
publish publishing
chip chipping
sprout sprouting
ship shipping
patch patching
post poster
reintroduce reintroduction
extract expression
consult consultant
transform transformation
remit remission
precede precedence
pacify pacification
stimulate stimulus
abhor abhorrence
brew brewery
sob sobbing
inactivate inactivation
surf surfer
smile smiling
perform performance
mandate mandatory
better betterment
lodge lodgement
innovate innovator
desert deserter
camp camping
complete completion
solve solution
game gaming
resent resentment
introduce introduction
invade invasion
handicap handicapper
oblige obligation
select selection
spar sparring
back backing
reveal revelation
mate mating
spit spitting
comfort comforter
defend defender
lubricate lubricant
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
outfit outfitting
dose dosage
die dying
receive receptor
top topper
absorb absorber
synchronize synchronization
detoxify detoxification
contaminate contamination
will willing
conspire conspiracy
overvalue overvaluation
comprehend comprehension
devote devotee
add addition
sweep sweeper
embody embodiment
accede accession
creak creaking
can cannery
slice slicing
dictate dictator
parent parentage
converse conversation
retire retiree
offer offeror
consist consistency
visit visitation
subscribe subscriber
construct construction
tack tacking
redistribute redistribution
preach preacher
consist consistence
deposit deposition
stabilize stabilization
sub subbing
stalk stalker
pursue pursuit
appoint appointee
interrogate interrogator
finish finishing
desert desertion
try trial
oppose opposition
tell tale
conduct conducting
ride riding
assimilate assimilation
dislocate dislocation
vaporize vapor
mediate mediator
cycle cycling
pit pitting
head heading
starve starving
weld welder
convert converter
earn earnings
murder murderer
dig digging
reciprocate reciprocation
tan tanning
waive waiver
lecture lecturer
park parking
repay repayment
escape escapee
intern internment
own owner
finance financing
fingerprint fingerprinting
possess possessor
alternate alternation
substitute substitution
spoil spoiling
theorize theory
convey conveyor
convalesce convalescence
oxidise oxide
televise television
frustrate frustration
instill instilling
thaw thawing
price pricing
clock clocking
shell shelling
recant recantation
sleep sleeping
spend spending
conglomerate conglomeration
usurp usurpation
salve salvage
pack packing
imply implication
succeed succession
sustain sustenance
savor savoring
mountaineer mountaineering
plod plodding
zip zipper
orchestrate orchestration
absorb absorption
dribble dribbling
misinterpret misinterpretation
bind binding
content contentment
stimulate stimulation
retrain retraining
lose loser
trap trapper
decode decoding
waver wavering
golf golfing
enroll enrollment
circumnavigate circumnavigation
resolve resolution
repress repression
draw drawer
assemble assemblage
predominate predominance
urge urging
integrate integrator
group grouping
satisfy satisfaction
curl curling
canal canalisation
consign consignment
perform performing
heckle heckling
equate equal
expect expectation
ascend ascension
repatriate repatriation
sprinkle sprinkling
sprinkle sprinkler
listen listening
reap reaper
break breaker
smoke smoker
sack sacking
respond respondent
race racing
infuriate fury
steam steamer
simulate simulator
inoculate inoculation
ground grounding
remarry remarriage
stew stewing
personify person
supervise supervisor
require requirement
replace replacing
wrap wrapping
commute commuter
destroy destroyer
advertise advertiser
hunt hunting
compose composer
switch switcher
ruminate rumen
use user
encourage encouragement
donate donation
peel peeling
touch touching
expropriate expropriation
waste wastage
stain stainer
smart smarting
attribute attribution
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
confuse confusion
beat bafflement
wash washing
emphasize emphasizing
socialize socializing
abet abetment
project projector
compensate compensation
cloud clouding
fragment fragmentation
redeem redemption
skateboard skateboarding
wave waving
conduct conduction
secrete secretion
march marching
elude eluding
normalize normalization
think thinker
invent invention
characterize character
relinquish relinquishing
bark barker
incubate incubation
analyze analyst
believe belief
savor relish
manage management
duck ducking
commercialize commercialization
formulate formula
intermediate intermediation
twist twister
cheat cheating
excavate excavator
oxygenate oxygenation
invest investment
vaccinate vaccine
express expression
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
fumigate fumigation
deploy deployment
inject injection
intercept interception
liberate liberation
reform reformist
reduce reducer
crush crusher
run running
submit submission
detect detector
expect expectancy
field fielding
detain detention
predict prediction
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
bicycle bicyclist
indemnify indemnity
please pleasure
seduce seducer
delegate delegating
petition petitioner
kick kicker
revolve revolution
TUNING
develop development
reassess reassessment
indict indictment
cover covering
press pressure
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
deceive deception
thrust thrusting
dance dancer
gain gainer
commemorate commemoration
compassionate compassion
show showing
maltreat maltreatment
function functionary
immunize immunization
emerge emergence
muse musing
dehydrate dehydration
relegate relegation
dilate dilation
dismantle dismantlement
correspond correspondence
converge converging
stitch stitching
compare comparison
hawk hawking
rail railing
bruise bruiser
extinguish extinction
employ employer
decelerate deceleration
account accountant
scan scanning
slow slowing
pack packer
disparage disparagement
hijack hijacker
fit fitter
cleanse cleansing
distill distillation
license licensee
refute refutation
intercept interceptor
abet abettor
recur recurrence
glide gliding
agonize agony
stall stalling
blink blinking
flee flight
investigate investigator
enlarge enlargement
permit permission
costume costumer
achieve achiever
screw bed
upend upending
depart departure
raise raiser
retry retrial
dredge dredger
create creator
grind grinder
dissemble dissembling
pelt pelting
discourage discouragement
exploit exploitation
marginalize marginalization
publish publisher
levitate levitation
melt melter
commentate comment
compute computation
raft rafter
constitute constitution
interdict interdiction
shock shocker
condemn condemnation
exhaust exhaustion
catch catcher
spatter spattering
soak soaker
trample trampling
overstate overstatement
translate translation
nurse nursery
estimate estimation
pollinate pollination
war warrior
exacerbate exacerbation
propel propulsion
tumble tumbling
educate educator
record recorder
sour souring
issue issuing
extradite extradition
mourn mourning
pasteurize pasteurization
scrub scrubbing
tank tankage
set setting
joke joker
shield shielding
migrate migration
renew renewal
wane waning
grill grilling
refurbish refurbishment
motorcycle motorcycling
dissuade dissuasion
illustrate illustrator
eat eating
interlock interlocking
join joining
putt putting
train trainee
delegate delegation
attack attacker
watch watcher
litigate litigation
create creature
jot jotting
cough coughing
resuscitate resuscitation
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
propose proposer
strangle strangulation
vilify vilification
intercede intercession
crush crushing
quell quelling
issue issuer
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
net netting
denude denudation
revive revival
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
declare declaration
generalize generalization
worry worrying
pull pulling
weave weaver
adapt adaptation
transit transition
advertise advertising
trade trader
dismember dismemberment
program programmer
explore exploration
repudiate repudiation
prompt prompter
contribute contributor
lock locker
lag laggard
outfit outfitter
tailor tailoring
postpone postponement
infest infestation
portray portraitist
stimulate stimulant
install installing
soldier soldiering
defoliate defoliation
chart chartist
function functioning
mine mining
condition conditioner
spend spender
equip equipment
moor mooring
learn learner
persecute persecution
hit hitting
translate translator
hit hitter
seat seating
pilot piloting
unfold unfolding
violate violator
refocus refocusing
fumigate fume
disable disablement
merge merging
react reaction
flap flapping
admit admittance
flog flogging
soak soaking
segment segmentation
tow towage
falsify falsification
squander squandering
depose deposition
lend lender
imitate imitation
incriminate incrimination
freshen freshener
trim trimming
hug hugging
clothe clothing
reappear reappearance
orchestrate orchestra
confide confidence
disenfranchise disenfranchisement
retail retailer
move mover
stop stoppage
enter entering
quarter quartering
float floater
aspire aspiration
understate understatement
computerize computer
embarrass embarrassment
lead leader
close closure
settle settler
study studying
jewel jewelry
melt melting
recommend recommendation
turn turning
flash flashing
fruit fruition
dress dressing
tie tier
seal sealing
demarcate demarcation
enjoy enjoyment
announce announcement
disburse disbursal
speak speaker
start starting
skip skipper
divest divestiture
stagnate stagnation
refine refinement
race racer
dissolve dissolution
disclose disclosure
hold holder
woo wooing
service servicing
constitute constituent
prostrate prostration
elope elopement
hide hiding
energize energizing
yacht yachting
ascribe ascription
conquer conquering
continue continuance
acquire acquirer
thwart thwarting
finish finisher
walk walking
edit editor
skim skimming
beatify beatification
snipe sniper
stroke stroking
rewrite rewriting
salvage salvager
jail jailer
contaminate contaminant
strain straining
scan scanner
understand understanding
process processor
disband disbandment
pace pacer
meddle meddler
credit creditor
reside residence
invite invitation
corroborate corroboration
pass passage
pipe piping
abolish abolishment
default defaulter
TEST
campaign campaigner
differentiate differentiator
knock knocking
activate activation
commence commencement
roar roaring
drill drilling
reexamine reexamination
protest protester
cruise cruiser
erect erection
hike hiker
concentrate concentration
name naming
heat heating
feel feelings
prosecute prosecutor
abduct abduction
resign resignation
draft drafting
ruminate ruminant
regulate regulating
compose component
revolt revolution
shade shading
dye dyeing
winnow winnowing
degrade degradation
sparkle sparkler
occupy occupation
cheer cheering
detract detractor
bore borer
sum summation
stick sticker
inscribe inscription
hatch hatching
compose composing
buzz buzzer
assist assistance
putt putter
pace pacing
instruct instructor
surf surfing
erect erecting
lodge lodging
go going
isolate isolation
purify purification
burn burner
detonate detonator
deprive deprivation
cut cutter
omit omission
rally rallying
codify codification
jut jutting
remove remover
drain drainage
enforce enforcement
disinfect disinfection
ready readying
smoke smoking
attain attainment
wean weaning
offend offense
climb climber
congregate congregating
dismantle dismantling
ferry ferrying
slide slider
intervene intervention
vanish vanishing
compound compounding
immigrate immigration
pervert perversion
resist resistance
swear swearing
engrave engraving
confederate confederation
win winning
distinguish distinction
name citation
block blocker
jerk jerking
oversee overseer
overreact overreaction
abstain abstention
necessitate necessity
molest molestation
thump thumping
import importation
wail wailing
tell telling
guzzle guzzling
impersonate persona
entice enticement
break breakage
talk talking
darken darkening
crawl crawling
lag lagging
commit committal
celebrate celebrant
move movement
monopolize monopoly
orchestrate orchestrator
circulate circular
found foundation
rob robbery
disbelieve disbeliever
fill filler
solve solver
curtail curtailment
procure procurement
extinguish extinguishing
represent representation
renovate renovation
demolish demolishing
seal sealer
accentuate accent
figure figuring
solo soloist
nurse nursing
materialize materialization
appraise appraisal
leak leakage
unload unloading
correlate correlation
advise advisor
cleanse cleanser
down carry
greet greeting
couple coupling
refer referee
transmit transmission
swerve swerving
pare paring
date dating
lubricate lubrication
transfer transferor
pave pavement
remember remembrance
disarm disarmament
stonewall stonewalling
agitate agitator
sit sitter
slay slaying
care caring
personify personification
spot spotter
manufacture manufacturer
officiate office
ventilate vent
trail trailing
define definition
enjoin enjoining
beep beeper
depict depiction
govern government
syndicate syndicator
sever severance
thin thinner
disown disowning
strain strainer
recreate recreation
invert inversion
stipulate stipulation
shear shears
cobble cobbling
signify sign
invent inventor
predict predictor
save saver
dispense dispenser
export exportation
scavenge scavenger
mutate mutation
flutter fluttering
discover discoverer
insist insistence
impoverish impoverishment
perpetuate perpetuation
iron ironing
allude allusion
railroad railroading
exist existence
block blocking
sweat sweating
standardize standardization
design designing
long longing
identify identity
depreciate depreciation
nominate nomination
marry married
bifurcate fork
cite citation
contract contractor
browse browser
broadcast broadcaster
implode implosion
fit fitting
coat coating
devastate devastation
gravitate gravity
crawl crawler
work worker
incriminate crime
professionalize professionalization
assign assignment
diminish diminution
eject ejection
capitalize capital
shred shredder
arouse arousal
negate negation
camp camper
whip whipping
constrict constrictor
hook hooker
trump trumping
associate association
port porter
mature maturation
liberate liberator
fabricate fabrication
dominate dominance
resurge resurgence
equate equation
coin coinage
respect respecter
weaken weakening
heal healer
transport transporter
quicken quickening
illustrate illustration
process processing
procrastinate procrastination
row rower
mutate mutant
accord accordance
vouch voucher
repeat repeating
legislate legislature
describe description
examine examination
refer reference
improve improver
inhibit inhibition
repeat repetition
prefer preference
radiate radiance
sift sieve
attenuate attenuation
overestimate overestimation
reconstruct reconstruction
preempt preemption
capitulate capitulation
improvise improvisation
crack cracking
quantify quantification
expend expenditure
denounce denouncement
haggle haggling
import importing
edge edging
qualify quality
reduce reducing
celebrate celebration
avenge avenger
simmer simmering
compete competition
observe observation
induce induction
lie liar
preach preaching
retract retraction
squat squatting
govern governance
teach teacher
connive connivance
detect detecting
replicate replication
advance advancement
plant planter
keep keeping
deport deportment
whistle whistling
trounce trouncing
maximize maximum
remain continuation
examine examinee
relax relaxant
disengage disengagement
rate rating
apply application
attend attendant
rebut rebuttal
stunt stunting
spread spreading
aggregate aggregator
demonize demon
participate participant
secede secession
empower empowerment
spin spinner
store storage
glorify glory
implicate implication
perpetrate perpetration
sap sapper
keep keeper
stun stunner
brew brewer
undo undoing
cast caster
cooperate cooperation
photocopy photocopier
flirt flirtation
clinch clincher
grate grating
adjourn adjournment
communicate communicator
publicize publicizing
nullify nullification
liberate liberty
combine combination
exonerate exoneration
repair repairer
