TRAINING
disinvest undress
advise advisement
incline inclination
thicken thickening
insulate insulation
delete deletion
inject injector
adorn adornment
comment commentary
procreate procreation
defer deference
drive driving
repair reparation
fund funding
thin thinning
avert aversion
stifle stifling
retaliate retaliation
grant grantor
veer veering
regenerate regeneration
inoculate inoculating
speculate speculator
lay layer
contain containment
solicit solicitor
prohibit prohibition
operate operation
condescend condescension
stagnate stagnancy
butt butter
compose composition
supervise supervision
cow coward
be being
bind binder
rebury reburial
inhabit inhabitant
racketeer racketeering
hack hacker
optimize optimum
depend dependency
carry carrier
fade fading
project projection
restrict restriction
cut cutting
knock knocker
uplift uplifting
compete competition
clown clowning
deprecate deprecation
motivate motive
qualify quality
reserve reservation
tabulate tabulation
abandon abandonment
enact enactment
fashion fashioning
hatch hatching
round rounder
rescue rescuer
allude allusion
curb check
sight sighting
centralize centralization
heckle heckler
deal dealings
sound sounder
calculate calculator
identify identity
ooze oozing
dismantle dismantling
view viewer
savage savagery
transmit transmittal
trek trekker
command commander
revert reversion
canal canalization
fish fishery
sweep sweeping
flood flooding
require requisition
purge purging
personify persona
reverse reversal
gratify gratification
headline headliner
broker brokerage
persist persistence
incite incitement
pollute pollution
bribe bribery
bulldoze bulldozer
object objector
plaster plastering
immigrate immigrant
remove removal
connive connivance
radiate radiation
acquit acquittal
decide decision
marry married
terminate finish
intend intent
diverge divergence
brace bracing
cultivate cultivation
graze grazing
run runner
study student
renounce renunciation
auction auctioneer
press pressing
wine winery
subject subjection
house housing
orphan orphanage
rot rotting
detach detachment
advance advancement
unmask unmasking
rock rocker
syndicate syndication
lunch lunching
bifurcate fork
sell seller
shiver shivering
produce producer
vacillate vacillation
recognize recognition
expel expulsion
constrict constriction
publish publication
result resultant
elect elector
distribute distributor
unite uniting
impoverish impoverishment
circulate circulation
disqualify disqualification
arm armament
surface surfacing
penetrate penetration
disarm disarmament
percolate percolation
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
regulate regulation
reduce reduction
tune tuning
down carry
stain staining
talk talking
trace tracer
admire admirer
second secondment
pressurize pressure
join junction
impose imposition
prosecute prosecutor
mystify mystery
originate originator
presume presumption
found foundation
laminate lamination
fix fixing
expatriate expatriation
beautify beauty
brainstorm brainstorming
register registration
crawl crawling
prepay prepayment
overheat overheating
play player
stow stowing
perfect perfection
confiscate confiscation
strive striving
drum drummer
vault vaulter
identify identification
disillusion disillusionment
awaken awakening
leak leakage
receive recipient
fish fishing
tend tender
mix mixer
validate validation
trace tracing
roast roasting
stuff stuffing
disturb disturbance
tabulate table
rationalize rationalization
organize organizer
drink drunkard
drink drinking
suspend suspension
pick picking
smash smashing
salve salvation
germinate germ
reinstate reinstatement
golf golfer
catalyze catalyst
pillage pillaging
stand standing
replicate replica
coalesce coalition
string stringer
full fuller
combine combination
socialize socialization
enclose enclosure
extract extractor
baffle mystification
implant implantation
cartoon cartoonist
jump jumping
rouse rousing
whack whacking
burglarize burglary
acquaint acquaintance
forge forgery
deny denial
commit commitment
apologize apology
undervalue undervaluation
staple stapler
foot footer
tempt temptation
infringe infringement
dare daring
foreshadow foreshadowing
chill chilling
deconstruct deconstruction
inundate inundation
sculpt sculpture
defer deferment
excite excitement
angle angler
teach teacher
distribute distribution
employ employee
engineer engineering
freight freighter
pack package
quadruple quadrupling
unveil unveiling
conscript conscription
fix fixer
reposition repositioning
row rower
publish publishing
chip chipping
maximize maximum
ship shipping
patch patching
post poster
reintroduce reintroduction
extract expression
consult consultant
transform transformation
import importation
iron ironing
pacify pacification
stimulate stimulus
abhor abhorrence
brew brewery
sob sobbing
inactivate inactivation
surf surfer
smile smiling
perform performance
mandate mandatory
better betterment
lodge lodgement
innovate innovator
desert deserter
camp camping
complete completion
solve solution
game gaming
resent resentment
introduce introduction
examine examination
handicap handicapper
oblige obligation
select selection
spar sparring
back backing
reveal revelation
mate mating
spit spitting
comfort comforter
defend defender
lubricate lubricant
exhibit exhibition
swathe swathing
invest investiture
wrestle wrestling
outfit outfitting
dose dosage
die dying
receive receptor
top topper
absorb absorber
synchronize synchronization
detoxify detoxification
stick sticker
will willing
conspire conspiracy
overvalue overvaluation
comprehend comprehension
devote devotee
add addition
sweep sweeper
embody embodiment
accede accession
creak creaking
can cannery
slice slicing
dictate dictator
implode implosion
converse conversation
retire retiree
offer offeror
consist consistency
visit visitation
subscribe subscriber
enforce enforcement
tack tacking
redistribute redistribution
preach preacher
lag lagging
deposit deposition
stabilize stabilization
sub subbing
stalk stalker
pursue pursuit
appoint appointee
interrogate interrogator
finish finishing
desert desertion
try trial
oppose opposition
tell tale
conduct conducting
ride riding
stunt stunting
demonize demon
vaporize vapor
mediate mediator
cycle cycling
pit pitting
lie liar
starve starving
weld welder
convert converter
gravitate gravity
murder murderer
dig digging
reciprocate reciprocation
tan tanning
waive waiver
lecture lecturer
drain drainage
repay repayment
escape escapee
intern internment
own owner
finance financing
fingerprint fingerprinting
possess possessor
alternate alternation
substitute substitution
spoil spoiling
theorize theory
convey conveyor
convalesce convalescence
oxidise oxide
televise television
frustrate frustration
instill instilling
thaw thawing
price pricing
clock clocking
shell shelling
recant recantation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
salve salvage
pack packing
imply implication
govern government
sustain sustenance
savor savoring
mountaineer mountaineering
plod plodding
draft drafting
orchestrate orchestration
absorb absorption
dribble dribbling
misinterpret misinterpretation
bind binding
content contentment
stimulate stimulation
retrain retraining
lose loser
trap trapper
decode decoding
waver wavering
golf golfing
enroll enrollment
circumnavigate circumnavigation
resolve resolution
repress repression
draw drawer
dye dyeing
predominate predominance
radiate radiance
integrate integrator
group grouping
satisfy satisfaction
curl curling
canal canalisation
flutter fluttering
perform performing
heckle heckling
equate equal
expect expectation
ascend ascension
repatriate repatriation
sprinkle sprinkling
sprinkle sprinkler
listen listening
reap reaper
break breaker
smoke smoker
sack sacking
respond respondent
pave pavement
infuriate fury
steam steamer
simulate simulator
inoculate inoculation
ground grounding
bore borer
stew stewing
personify person
supervise supervisor
require requirement
oversee overseer
contract contractor
commute commuter
destroy destroyer
advertise advertiser
hunt hunting
compose composer
switch switcher
scavenge scavenger
use user
encourage encouragement
donate donation
peel peeling
touch touching
expropriate expropriation
waste wastage
stain stainer
smart smarting
mature maturation
relax relaxation
retake retaking
sneeze sneezing
mistake mistaking
read reading
attend attendant
beat bafflement
wash washing
detonate detonator
socialize socializing
abet abetment
project projector
compensate compensation
cloud clouding
fragment fragmentation
redeem redemption
name citation
wave waving
conduct conduction
secrete secretion
march marching
elude eluding
normalize normalization
think thinker
invent invention
characterize character
relinquish relinquishing
bark barker
incubate incubation
analyze analyst
believe belief
savor relish
manage management
duck ducking
commercialize commercialization
formulate formula
intermediate intermediation
isolate isolation
cheat cheating
excavate excavator
oxygenate oxygenation
invest investment
vaccinate vaccine
inhibit inhibition
collaborate collaboration
down downer
handle handling
proscribe proscription
rise riser
fumigate fumigation
deploy deployment
inject injection
intercept interception
winnow winnowing
reform reformist
reduce reducer
crush crusher
run running
submit submission
detect detector
expect expectancy
field fielding
detain detention
predict prediction
endow endowment
convict conviction
please pleasing
dwindle dwindling
purify purity
endure endurance
bicycle bicyclist
indemnify indemnity
capitalize capital
seduce seducer
delegate delegating
petition petitioner
save saver
revolve revolution
TUNING
develop development
reassess reassessment
indict indictment
cover covering
press pressure
accuse accuser
recount recounting
smelt smelter
rise rising
produce production
ignore ignorance
deceive deception
thrust thrusting
dance dancer
gain gainer
engrave engraving
compassionate compassion
show showing
maltreat maltreatment
resurge resurgence
immunize immunization
emerge emergence
muse musing
dehydrate dehydration
plant planter
dilate dilation
mutate mutant
correspond correspondence
converge converging
stitch stitching
compare comparison
hawk hawking
rail railing
bruise bruiser
extinguish extinction
employ employer
decelerate deceleration
account accountant
scan scanning
equate equation
pack packer
disparage disparagement
hijack hijacker
fit fitter
cleanse cleansing
distill distillation
license licensee
refute refutation
intercept interceptor
abet abettor
recur recurrence
glide gliding
agonize agony
stall stalling
blink blinking
flee flight
investigate investigator
enlarge enlargement
permit permission
costume costumer
export exportation
screw bed
upend upending
depart departure
raise raiser
retry retrial
commence commencement
create creator
grind grinder
dissemble dissembling
pelt pelting
discourage discouragement
exploit exploitation
marginalize marginalization
publish publisher
levitate levitation
melt melter
commentate comment
compute computation
raft rafter
constitute constitution
interdict interdiction
shock shocker
condemn condemnation
exhaust exhaustion
catch catcher
spatter spattering
soak soaker
trample trampling
overstate overstatement
liberate liberty
nurse nursery
estimate estimation
pollinate pollination
war warrior
exacerbate exacerbation
apply application
tumble tumbling
educate educator
record recorder
sour souring
issue issuing
extradite extradition
mourn mourning
pasteurize pasteurization
scrub scrubbing
tank tankage
set setting
sap sapper
shield shielding
migrate migration
cut cutter
wane waning
grill grilling
refurbish refurbishment
motorcycle motorcycling
dissuade dissuasion
illustrate illustrator
eat eating
interlock interlocking
join joining
putt putting
avenge avenger
delegate delegation
attack attacker
watch watcher
litigate litigation
create creature
jot jotting
cheer cheering
refer referee
refine refining
enter entry
plan planner
experiment experimentation
retrieve retriever
wail wailing
strangle strangulation
vilify vilification
intercede intercession
crush crushing
quell quelling
issue issuer
shun shunning
open opening
abuse abuser
venture venturer
reminisce reminiscence
net netting
denude denudation
revive revival
reconnoitre reconnoitring
disgorge disgorgement
drum drumming
incriminate crime
generalize generalization
worry worrying
pull pulling
weave weaver
adapt adaptation
transit transition
attenuate attenuation
trade trader
dismember dismemberment
weaken weakening
transmit transmission
repudiate repudiation
prompt prompter
contribute contributor
lock locker
lag laggard
outfit outfitter
tailor tailoring
postpone postponement
infest infestation
portray portraitist
stimulate stimulant
install installing
soldier soldiering
defoliate defoliation
chart chartist
function functioning
mine mining
condition conditioner
spend spender
equip equipment
adjourn adjournment
learn learner
persecute persecution
hit hitting
necessitate necessity
hit hitter
seat seating
pilot piloting
unfold unfolding
violate violator
refocus refocusing
fumigate fume
disable disablement
merge merging
react reaction
flap flapping
admit admittance
flog flogging
soak soaking
segment segmentation
tow towage
falsify falsification
squander squandering
depose deposition
lend lender
imitate imitation
incriminate incrimination
freshen freshener
trim trimming
hug hugging
clothe clothing
reappear reappearance
orchestrate orchestra
confide confidence
disenfranchise disenfranchisement
retail retailer
move mover
stop stoppage
enter entering
quarter quartering
float floater
aspire aspiration
understate understatement
computerize computer
embarrass embarrassment
replicate replication
denounce denouncement
settle settler
study studying
communicate communicator
melt melting
recommend recommendation
turn turning
flash flashing
fruit fruition
dress dressing
tie tier
seal sealing
demarcate demarcation
enjoy enjoyment
announce announcement
disburse disbursal
speak speaker
start starting
skip skipper
divest divestiture
stagnate stagnation
refine refinement
race racer
dissolve dissolution
disclose disclosure
hold holder
woo wooing
service servicing
constitute constituent
prostrate prostration
elope elopement
hide hiding
energize energizing
yacht yachting
ascribe ascription
conquer conquering
continue continuance
acquire acquirer
thwart thwarting
finish finisher
grate grating
edit editor
inscribe inscription
undo undoing
snipe sniper
stroke stroking
rewrite rewriting
salvage salvager
jail jailer
contaminate contaminant
slide slider
scan scanner
understand understanding
process processor
disband disbandment
pace pacer
meddle meddler
credit creditor
greet greeting
invite invitation
corroborate corroboration
pass passage
browse browser
abolish abolishment
default defaulter
TEST
free freeing
militarize military
hatch hatchery
prepare preparation
dredge dredger
charm charmer
launder laundry
quiver quivering
resurrect resurrection
arbitrate arbitrator
absent absentee
urinate urination
farm farming
hold holding
parole parolee
diet dietary
tape taping
console consolation
quarry quarrying
zip zipper
factor factoring
snip snipping
take taking
tell teller
map mapping
assemble assemblage
liberate liberation
bank banking
clarify clarification
interrogate interrogation
cough coughing
explode explosion
remarry remarriage
ship shipment
contaminate contamination
skim skimming
inherit inheritance
tamper tampering
salute pledge
excel excellence
pollinate pollen
print printer
create creation
repel repellant
sympathize sympathy
farm farmer
sew sewer
twist twister
enhance enhancement
eavesdrop eavesdropper
emphasize emphasizing
win winnings
renew renewal
itch itching
dismiss dismissal
load loading
know knowing
torture torturing
park parking
construct construction
loathe loathing
assess assessor
fast fasting
founder foundering
ranch rancher
conspire conspirator
endorse endorsement
subcontract subcontractor
gyrate gyration
investigate investigation
strain straining
support supporting
desolate desolation
intrude intruder
sense sensor
heave heaving
simulate simulation
ingest ingestion
commemorate commemoration
shrink shrinking
crystallize crystal
fail failing
skateboard skateboarding
gossip gossiping
pet petting
replace replacing
seduce seduction
invoke invocation
translate translator
obliterate obliteration
warn warning
remit remission
propose proposer
place aim
manipulate manipulator
enter entrance
kill killer
enter entrant
breed breeding
incubate incubator
sort sorting
consist consistence
test testing
school schooling
state statement
inaugurate inauguration
maximize maximization
litigate litigator
saturate saturation
settle settling
disconnect disconnection
execute executor
haul hauler
shed shedding
root rooting
refine refinery
forest forestry
invade invader
crow crowing
compile compilation
see seeing
magnify magnification
decimate decimation
reject rejection
wave waver
vibrate vibration
pirate piracy
sever severing
bleed bleeding
register registrant
conglomerate conglomeration
receive receiver
reside residence
grow growing
resuscitate resuscitation
explore exploration
mug mugging
victimize victim
clear clearing
toboggan tobogganing
condense condenser
race racing
dwell dwelling
butcher butchery
marry marriage
clip clipping
color coloring
rearm rearmament
misappropriate misappropriation
wake waking
forward forwarding
decompress decompressing
allow allowance
cricket cricketer
capitalize capitalization
deliver deliverance
reassure reassurance
attend attendance
repel repellent
succeed succession
hinder hindrance
impound impoundment
flame flaming
precede predecessor
transfer transferral
help helping
commission commissioning
infiltrate infiltrator
defect defector
dethrone dethronement
duplicate duplication
stand stance
tolerate toleration
kick kicker
grow grower
achieve achiever
ruminate rumen
accelerate accelerator
consign consignment
taper tapering
share sharing
coerce coercion
double doubling
precede precedence
tie tying
operate operator
analyze analysis
officiate officiating
innovate innovation
beautify beautification
jab jabbing
aspire aspirant
bid bidder
inflict infliction
underestimate underestimation
sound sounding
growl growling
oxygenate oxygen
wrap wrapping
pipe piping
amputate amputation
parent parentage
perfume perfumery
ease easing
sift sifting
earn earnings
recollect recollection
legitimate legitimacy
declare declaration
object objection
enter entree
misrepresent misrepresentation
misunderstand misunderstanding
please pleasure
expire expiration
rejuvenate rejuvenation
rule ruling
solve solvent
pose poser
afflict affliction
engrave gravure
prod prodding
authenticate authentication
page pager
attribute attribution
waste waster
stiffen stiffening
retract retractor
function functionary
slow slowing
sculpt sculptor
feel feeling
program programmer
plunge plunger
resume resumption
till tiller
discount discounter
distort distortion
thrash thrashing
rid riddance
dismantle dismantlement
cycle cyclist
grind grinding
waste wasting
build builder
consolidate consolidation
invade invasion
punctuate punctuation
subordinate subordination
express expression
temper temperance
grow growth
urge urging
ripple rippling
advertise advertising
empty emptying
repulse drive
pray prayer
disrupt disruption
course coursing
throw thrower
interview interviewer
wet wetting
close closure
despair desperation
hanker hankering
reorganize reorganization
privatize privatization
reason reasoning
instruct instruction
train trainee
shut shutter
convert conversion
supply supplier
review reviewer
head heading
clean cleaning
frame framing
dissent dissension
immerse immersion
pop popping
deduct deduction
suffice sufficiency
lead leader
trust trustee
relegate relegation
defect defection
measure measurer
coach coaching
vent venting
sprout sprouting
idle idling
thrill thriller
serve server
tail tailing
depict picture
propel propulsion
confuse confusion
spoil spoilage
assimilate assimilation
castrate castration
frost frosting
dislocate dislocation
reconcile reconciliation
navigate navigator
hurdle hurdling
transplant transplanting
consume consumption
find finding
mock mockery
fly flyer
joke joker
proceed procession
execute executing
prowl prowler
beatify beatification
scale scaling
impede impediment
vacate vacation
fuel fueling
conceive concept
walk walking
moor mooring
jewel jewelry
list listing
appear apparition
translate translation
shout shouting
cremate cremation
damp damper
