TRAINING
weld welding
adorn adornment
forfeit forfeiture
weave weaver
prohibit prohibition
pad padding
discontent discontentment
fund funding
transplant transplanting
cater caterer
pack package
support supporting
revolutionize revolution
veer veering
mail mailing
canal canalisation
spend spender
rub rubbing
meditate meditation
wane waning
head header
operate operation
groom grooming
refine refinement
butt butter
temper temperance
supervise supervision
contribute contribution
be being
bind binder
nourish nourishment
contemplate contemplation
racketeer racketeering
reassure reassurance
pillage pillaging
quarry quarrying
supplement supplementation
sub subbing
attract attraction
execute execution
nest nester
carry carrier
yawn yawner
compete competition
educate education
analyze analysis
motivate motive
qualify quality
waste wasting
settle settler
ebb ebbing
trade trader
remit remission
hatch hatching
narrow narrowing
emigrate emigrant
allude allusion
limit limitation
kneel kneeling
vomit vomiting
heckle heckler
replicate replica
sound sounder
execute executor
identify identity
ooze oozing
dismantle dismantling
collude collusion
savage savagery
transmit transmittal
reintroduce reintroduction
command commander
calculate calculator
field fielder
mail mailer
originate originator
tie tying
charge charger
differentiate difference
function functioning
roast roaster
stain staining
box boxer
wage engagement
persist persistence
incite incitement
equalize equalization
amend amendment
bulldoze bulldozer
flank flanker
digitize digit
immigrate immigrant
remove removal
connive connivance
proceed proceedings
acquit acquittal
retract retractor
marry married
equip equipment
perceive perception
diverge divergence
snipe sniper
admit admittance
graze grazing
wed wedding
wholesale wholesaler
cremate cremation
navigate navigation
despair desperation
quarter quartering
subject subjection
stitch stitching
orphan orphanage
hesitate hesitancy
trim trimming
advance advancement
render rendering
disbar disbarment
freeze freezing
woo wooing
bifurcate fork
retaliate retaliation
voyage voyager
produce producer
vacillate vacillation
recognize recognition
find finder
restrain restraint
honor honoring
result resultant
supply supplier
default defaulter
derail derailment
impoverish impoverishment
believe believer
disqualify disqualification
enter entree
spoil spoiler
predict prediction
disarm disarmament
extinguish extinction
figure figuring
simmer simmering
relinquish relinquishment
smoke smoking
exploit exploiter
absorb absorbent
infiltrate infiltrator
bound bounder
ruminate rumen
down carry
launder laundry
talk talking
trace tracer
hedge hedging
derive deriving
wait waiter
join junction
trap trapper
prosecute prosecutor
mystify mystery
embody embodiment
presume presumption
found foundation
let letter
stall stalling
style stylist
detach detachment
retrospect retrospection
certify certificate
crawl crawling
redeem redemption
bank banking
engage engagement
distort distortion
bicycle bicyclist
confiscate confiscation
strive striving
strike striker
dislocate dislocation
march marching
indent indenture
slack slacker
leak leakage
decompress decompressing
fish fishing
shrink shrinkage
sense sensor
harden hardening
commentate commentator
shield shielding
stuff stuffing
disturb disturbance
kill killing
rationalize rationalization
refill refilling
mow mower
create creation
pelt pelting
withdraw withdrawal
smash smashing
trail trailer
choke choking
toy toying
compare comparison
express expression
restate restatement
stand standing
deport deportation
embrace embracing
deliberate deliberation
golf golfing
combine combination
socialize socialization
sequester sequestration
compensate compensation
categorize category
fork forking
decimate decimation
stroll stroller
instigate instigator
exclaim exclaiming
assume assumption
locate location
muse musing
spy spying
monopolize monopolist
condescend condescension
undervalue undervaluation
fail failing
infringe infringement
reassert reassertion
damp damper
dare daring
consult consultant
chill chilling
forge forgery
shake shaker
sculpt sculpture
huff huffing
excite excitement
ice icing
teach teacher
employ employer
alleviate alleviation
spill spillage
motor motorist
confide confidence
thwart thwarting
unveil unveiling
conscript conscription
fix fixer
print printing
row rower
refine refiner
vilify vilification
maximize maximum
inoculate inoculation
sell seller
constitute constitution
plead pleading
extract expression
handicap handicapper
crowd crowding
import importation
iron ironing
pacify pacification
forge forging
abhor abhorrence
drink drinking
vent venting
inactivate inactivation
surf surfer
amplify amplifier
perform performance
mean meaning
prostitute prostitution
lodge lodgement
banish banishment
evaluate evaluator
equalize equalizer
complete completion
bloom bloomer
debunk debunking
victimize victim
tickle tickling
examine examination
diet dieting
oblige obligation
select selection
march marcher
float floating
reveal revelation
mate mating
intend intent
dominate dominion
defend defender
inspect inspector
exhibit exhibition
smile smiling
destroy destruction
quench quenching
blow blowing
dose dosage
decay decadent
cover covering
extort extortion
pilot pilotage
extradite extradition
hurt hurting
stick sticker
pet petting
resolve resolution
guess guessing
denigrate denigration
utilize utilization
refuel refueling
perform performer
pack packing
accede accession
curb check
can cannery
haul hauler
correct correction
implode implosion
marry marriage
retire retiree
offer offeror
instigate instigation
visit visitation
subscribe subscriber
enforce enforcement
market marketer
butcher butchery
preach preacher
lag lagging
deposit deposition
school schooling
warm warmer
stalk stalker
pursue pursuit
guarantee guarantor
pick picking
finish finishing
sing singing
fit fitter
oppose opposition
agonize agony
light lighter
enclose enclosure
stunt stunting
demonize demon
vaporize vapor
liberate liberation
pass passer
specify specification
lie liar
pun punning
exhaust exhaustion
convert converter
gravitate gravity
litigate litigator
surface surfacing
grade grading
repay repayment
trek trekker
bag bagging
drain drainage
lead leader
escape escapee
intern internment
fester festering
transfer transference
publish publication
save savings
desecrate desecration
substitute substitution
socialize socializing
negotiate negotiator
convey conveyor
bugger buggery
mutilate mutilation
televise television
falcon falconry
instill instilling
depend dependency
price pricing
clock clocking
shell shelling
pronounce pronunciation
sleep sleeping
spend spending
cleanse cleanser
usurp usurpation
decentralize decentralization
revitalize revitalization
land lander
govern government
prick pricking
arm armament
mountaineer mountaineering
trample trampling
draft drafting
feel feeling
simulate simulator
cloud clouding
heckle heckling
rob robber
condition conditioner
stimulate stimulation
puzzle puzzlement
ferment fermentation
type typing
cannibalize cannibal
evict eviction
soak soaking
seal sealing
moor mooring
reunify reunification
slow slowing
draw drawer
dye dyeing
predominate predominance
radiate radiance
urge urging
rescue rescuer
transform transformation
tan tanning
heave heaver
flutter fluttering
perform performing
perfect perfection
equate equal
relinquish relinquishing
spoil spoiling
repatriate repatriation
sprinkle sprinkling
scrub scrubbing
ground grounding
reap reaper
post posting
live liver
straggle straggler
infuse infusion
pave pavement
receive receptor
summarize summary
reproduce reproduction
legalize legalization
enact enactment
bore borer
mandate mandatory
establish establishment
pen penning
resurrect resurrection
oversee overseer
contract contractor
consist consistency
destroy destroyer
advertise advertiser
reveal revealing
unfold unfolding
switch switcher
scavenge scavenger
clear clearance
pass passage
donate donation
peel peeling
touch touching
expropriate expropriation
pretend pretender
program programmer
argue argumentation
mature maturation
relax relaxation
prepay prepayment
time timer
mistake mistaking
read reading
attend attendant
wipe wiper
wash washing
detonate detonator
militarize military
enlighten enlightenment
provoke provocation
revere reverence
originate origination
inquire inquiring
compete competitor
name citation
pave paving
enforce enforcer
borrow borrower
merge merging
elude eluding
excel excellence
prune pruning
invent invention
commute commuter
license licenser
bark barker
insulate insulation
comment commentary
believe belief
install installing
authenticate authentication
deal dealings
commercialize commercialization
scout scouting
intermediate intermediation
isolate isolation
cheat cheating
fast fasting
sack sacking
image imagery
jog jogger
inhibit inhibition
collaborate collaboration
computerize computerization
handle handling
proscribe proscription
gamble gambling
tolerate toleration
deploy deployment
cede cession
intercept interception
winnow winnowing
reform reformist
govern governor
disburse disbursement
wilt wilting
quantify quantity
stockpile stockpiling
expect expectancy
field fielding
shock shocker
fortify fortification
irritate irritant
convict conviction
tabulate table
dwindle dwindling
elevate elevation
master mastery
propel propulsion
stagnate stagnation
capitalize capital
seduce seducer
delegate delegating
squeeze squeezing
save saver
develop developing
TUNING
underpay underpayment
bumble bumbler
resolve resolving
waste waster
circulate circulation
persist persistency
recount recounting
smelt smelter
qualify qualifying
revise revising
recalculate recalculation
illustrate illustrator
detail detailing
inject injector
prompt prompting
engrave engraving
aggravate aggravation
costume costumer
picture picturing
resurge resurgence
immunize immunization
deter deterrence
depopulate depopulation
dehydrate dehydration
plant planter
stimulate stimulant
mutate mutant
grasp grasping
wave waving
dodge dodging
please pleasure
photograph photographer
proclaim proclamation
bruise bruiser
wet wetter
deliver deliverance
prioritize priority
diversify diversification
convalesce convalescence
equate equation
fashion fashioning
personify person
ease easing
resuscitate resuscitation
opt option
trace tracing
innovate innovator
reconcile reconciliation
strip stripping
stand standard
elect election
navigate navigator
qualify qualifier
specialize specialization
blink blinking
convert conversion
fumigate fumigation
generate generator
reorganize reorganization
deport deportee
export exportation
tax taxer
transship transshipment
mat matting
coordinate coordination
slack slacking
commence commencement
refer name
overtake overtaking
dissemble dissembling
baffle mystification
comply compliance
exploit exploitation
sculpt sculptor
conglomerate conglomeration
levitate levitation
separate separator
invade invasion
aspire aspiration
manage manager
place aim
poach poaching
characterize character
forbid forbidding
vacation vacationing
pilot piloting
worsen worsening
soak soaker
grapple grappling
contaminate contamination
liberate liberty
nurse nursery
creep creeping
tow tower
war warrior
damn damnation
apply application
reverse reversal
urinate urine
lift lifter
consecrate consecration
arrange arrangement
admire admirer
dress dresser
orchestrate orchestration
gas gassing
decide decision
complain complaint
sap sapper
modify modification
commission commissioning
cut cutter
dispense dispensary
migrate migration
ski skier
syndicate syndication
share sharing
impress impression
eat eating
interlock interlocking
ring ringer
highlight highlighting
avenge avenger
send sending
attack attacker
weld welder
analyze analyst
create creature
jot jotting
cheer cheering
refer referee
refine refining
arrive arrival
plan planner
coagulate coagulant
occupy occupancy
wail wailing
decelerate deceleration
mutiny mutineer
tamp tamper
integrate integrator
liquidate liquidation
throw thrower
shun shunning
open opening
abuse abuser
venture venturer
kindle kindling
print printer
seat seating
confide confidant
reconnoitre reconnoitring
incinerate incineration
trumpet trumpeter
incriminate crime
generalize generalization
salute pledge
publicize publicist
see seeing
beat beating
privatize privatization
attenuate attenuation
spank spanking
dismember dismemberment
weaken weakening
transmit transmission
shadow shadowing
embarrass embarrassment
contribute contributor
commentate comment
purify purifier
admire admiration
riot rioting
postpone postponement
infest infestation
cool coolant
disinfect disinfectant
test testing
continue continuance
dissent dissension
chart chartist
titillate titillation
mine mining
retain retention
develop development
sob sobbing
adjourn adjournment
net netting
persecute persecution
place placement
necessitate necessity
spit spitting
ration rationing
discourage discouragement
race racing
irrigate irrigation
crack cracker
explore explorer
introduce introduction
hug hugging
emerge emergence
flap flapping
outfit outfitting
flog flogging
magnify magnification
afflict affliction
tow towage
ostracize ostracism
flavor flavoring
ascend ascent
lend lender
reconnoitre reconnaissance
incriminate incrimination
double doubling
escape escapist
challenge challenger
stiffen stiffening
scaffold scaffolding
bury burial
clothe clothing
disenfranchise disenfranchisement
retail retailer
sign signer
reposition repositioning
enter entering
succeed succession
elbow elbowing
size sizing
press pressure
rinse rinsing
incur incursion
replicate replication
denounce denouncement
juggle juggling
study studying
communicate communicator
shoot shooting
access accession
separate separation
flash flashing
plunge plunger
dress dressing
dance dancer
stay stayer
vault vaulter
till tiller
truck trucker
disburse disbursal
remain remainder
reorient reorientation
solder soldering
stow stowing
fill filling
rejuvenate rejuvenation
race racer
sign signature
float floater
hold holder
overlap overlapping
receive receiver
deliver delivery
defer deferment
insist insisting
hide hiding
energize energizing
conduct conduction
absent absence
conquer conquering
subside subsidence
acquire acquirer
rent renting
twist twister
grate grating
impound impoundment
inscribe inscription
undo undoing
specialize specialist
usurp usurper
murmur murmuring
salvage salvager
jail jailer
contaminate contaminant
slide slider
project projector
understand understanding
falter faltering
cough coughing
impart imparting
infer inference
interact interaction
greet greeting
prepare preparation
corroborate corroboration
condense condenser
browse browser
collect collector
conspire conspirator
TEST
educate educator
segregate segregation
own owner
shop shopping
ostracise ostracism
upend upending
raid raider
dictate dictation
correspond correspondent
formulate formulation
configure configuration
foreshadow foreshadowing
promote promoter
sterilize sterilization
miniaturize miniature
suspect suspicion
revolve revolution
advise adviser
merchandise merchandiser
induct induction
flirt flirting
deter deterrent
plunder plundering
peruse perusal
tip tipper
chant chanting
call caller
discover discovery
starve starvation
tumble tumbling
file filer
retake retaking
refer referral
gamble gambler
plod plodding
accomplish accomplishment
rise riser
disagree disagreement
electrify electricity
annoy annoyance
sue suit
dig digging
supervise supervising
denude denudation
carbonate carbonation
liquidate liquidator
retrieve retriever
accuse accuser
solidify solidifying
referee refereeing
dictate dictator
require requisition
lunch lunching
strike striking
misread misreading
contract contracting
object objector
protect protection
jog jogging
quell quelling
spatter spattering
broker brokerage
rebel rebellion
hawk hawker
eventuate event
water watering
spray spraying
gravitate gravitation
oxygenate oxygenation
lecture lecturer
propel propellant
liberalize liberalization
inundate inundation
throttle throttling
abdicate abdication
subjugate subjugation
extend extent
drive drift
extrapolate extrapolation
jump jumping
commit commitment
hedge hedger
calculate calculation
institute institution
swathe swathing
ascribe ascription
skip skipper
carpenter carpentry
produce product
clip clipper
beautify beauty
waterproof waterproofing
tend tender
terrify terror
split splitter
sweep sweeping
computerize computer
administer administration
expatriate expatriation
suspend suspension
intoxicate intoxication
disparage disparagement
reappear reappearance
smuggle smuggler
prime primer
set setting
bound boundary
portray portraiture
complicate complication
falsify falsity
export exporting
internationalize internationalization
order ordering
reassess reassessment
populate population
hiss hissing
graft grafting
defoliate defoliant
elaborate elaboration
go goer
seal sealant
liquify liquid
experiment experimentation
acquiesce acquiescence
approve approval
purify purity
carpet carpeting
inhabit inhabitant
snuggle snuggling
thrust thruster
negotiate negotiation
dive diving
comfort comforter
creak creaking
invest investiture
counteract counteraction
brief briefing
inject injection
refocus refocusing
pry prying
sin sinner
account accounting
tack tacking
stitch stitcher
gain gainer
incubate incubation
decide deciding
market marketing
string stringer
convey conveying
oppress oppression
measure measuring
steep steeper
conclude conclusion
disintegrate disintegration
supervise supervisor
measure measurement
reinstate reinstatement
prevail prevalence
shore shoring
desalinate desalination
abound abundance
propel propellor
close closing
ride riding
endow endowment
mix mixture
succeed successor
bet better
forge forger
turn turning
harvest harvester
petition petitioner
tap tapper
emigrate emigration
schedule scheduler
recede recession
command commandment
accrue accrual
hawk hawking
howl howler
bump bumper
furnish furniture
retry retrial
content contentment
desert desertion
strew strewing
estimate estimator
teach teaching
proceed proceeding
reincarnate reincarnation
accuse accusation
breed breeder
muffle muffler
vary variant
instrument instrumentation
frighten frightening
notify notification
synthesize synthesizer
meddle meddler
reimburse reimbursement
shirk shirking
fortify fort
triple tripling
protect protector
deny denial
grind grinder
jest jester
rise rising
disillusion disillusionment
preside president
mourn mourning
laminate lamination
strip stripper
back backing
affiliate affiliation
feed feeding
acquaint acquaintance
fly flying
nationalize nationalization
propagate propagation
argue argument
goad goading
shut shutting
recite recital
augment augmentation
endure endurance
sled sledding
rotate rotation
characterize characterization
rant ranting
resonate resonance
pound pounding
see seer
melt melting
waive waiver
glamorize glamorization
disavow disavowal
direct place
scan scanner
spin spinning
reforest reforestation
begin beginner
enrich enrichment
listen listening
incinerate incinerator
question questioning
dominate domination
import importer
roll rolling
devalue devaluation
rejoice rejoicing
furnish furnishing
procure procurer
conjure conjuring
manipulate manipulation
rectify rectification
publish publishing
possess possessor
precipitate precipitation
pale pallor
defer deference
theorise theory
indemnify indemnity
multiply multiplier
accommodate accommodation
pursue pursuance
pay payment
equip equipping
receive reception
deflect deflection
stabilize stabilizer
motorcycle motorcycling
undertake undertaking
discuss discussion
cuddle cuddling
called calling
fuse fusion
act acting
hesitate hesitation
thicken thickening
shop shopper
decorate decor
constrict constriction
sanctify saint
resettle resettlement
urge urgency
cut cutting
fade fading
prosecute prosecution
boil boiler
mellow mellowing
tutor tutelage
better betterment
refurbish refurbishment
dissent dissenter
cause causation
seize seizing
distill distillation
delegate delegation
wink winking
exacerbate exacerbation
motivate motivator
revolve roll
doubt doubter
regress regression
defuse defusing
finger fingering
soften softening
parcel parceling
canton cantonment
detain detention
balloon balloonist
use user
buy buying
fragment fragmentation
visualize visualization
hum humming
lobby lobbyist
legislate legislator
slip slippage
incorporate incorporation
mill milling
sweep sweeper
pacify peace
coordinate coordinator
sweeten sweetening
test tester
hijack hijacking
imagine imagination
